,class_type,feature_type,group,group_len,num_clusters,purity_class,purity_random,error_sub,error_div
86,senderloc,allpair,"['NA:..', 'NA:.t.', 'NI:..', 'NI:.d.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'ša', 'ša₂', 'u', 'u₂']",10,60,0.1952941176470588,0.1776470588235294,0.017647058823529405,1.099337748344371
87,senderloc,allpair,"['ia', 'ia₂', 'ša', 'ša₂', 'u', 'u₂']",6,60,0.2011764705882353,0.17176470588235293,0.02941176470588236,1.1712328767123288
88,senderloc,allpair,"['NA:..', 'NA:.t.', 'ia', 'ia₂', 'ša', 'ša₂', 'u', 'u₂']",8,60,0.2223529411764706,0.1776470588235294,0.04470588235294118,1.2516556291390728
89,senderloc,allpair,"['NI:..', 'NI:.d.', 'ia', 'ia₂', 'ša', 'ša₂', 'u', 'u₂']",8,60,0.20705882352941177,0.16823529411764707,0.0388235294117647,1.2307692307692308
90,senderloc,allpair,"['NA:..', 'NA:.t.', 'NI:..', 'NI:.d.', 'ia', 'ia₂', 'ša', 'ša₂', 'u', 'u₂']",10,60,0.21294117647058824,0.16588235294117648,0.047058823529411764,1.2836879432624113
91,senderloc,allpair,"['|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'ia', 'ia₂', 'ša', 'ša₂', 'u', 'u₂']",8,60,0.19058823529411764,0.1776470588235294,0.012941176470588234,1.0728476821192052
92,senderloc,allpair,"['NA:..', 'NA:.t.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'ia', 'ia₂', 'ša', 'ša₂', 'u', 'u₂']",10,60,0.2188235294117647,0.16588235294117648,0.052941176470588214,1.3191489361702127
93,senderloc,allpair,"['NI:..', 'NI:.d.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'ia', 'ia₂', 'ša', 'ša₂', 'u', 'u₂']",10,60,0.2011764705882353,0.17529411764705882,0.025882352941176467,1.1476510067114094
94,senderloc,allpair,"['NA:..', 'NA:.t.', 'NI:..', 'NI:.d.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.', 'ia', 'ia₂', 'ša', 'ša₂', 'u', 'u₂']",12,60,0.20823529411764705,0.16823529411764707,0.03999999999999998,1.2377622377622377
95,senderloc,allpair,"['šu', 'šu₂', 'u', 'u₂']",4,60,0.18,0.16588235294117648,0.014117647058823513,1.0851063829787233
96,senderloc,allpair,"['NA:..', 'NA:.t.', 'šu', 'šu₂', 'u', 'u₂']",6,60,0.2011764705882353,0.18705882352941178,0.014117647058823513,1.0754716981132075
97,senderloc,allpair,"['NI:..', 'NI:.d.', 'šu', 'šu₂', 'u', 'u₂']",6,60,0.17411764705882352,0.16705882352941176,0.007058823529411756,1.0422535211267605
