,BA:..,BA:.t.,BU:..,BU:.p.,DA:..,DA:.d.,DI:..,DI:.d.,LI:..,LI:.d.,LU₂:v..,LU₂:v.y.,NA:..,NA:.t.,NI:..,NI:.d.,SU:..,SU:.t.,TI:..,TI:.t.,U₂:..,U₂:.m.,|ME.U.U.U|:..,|ME.U.U.U|:.m.,ŠA:..,ŠA:.dm.,ia,ia₂,li,li₂,ša,ša₂,šu,šu₂,tu,tu₂,u,u₂,bēlu[lord]N:bēlī:be-li₂,bēlu[lord]N:bēlī:EN,bēlu[lord]N:bēlīya:EN-ia,bēlu[lord]N:bēlīya:be-li₂-ia,libbu[interior]N:libbi:ŠA₃,libbu[interior]N:libbi:ŠA₃-bi,lā[not]MOD:lā:la,lā[not]MOD:lā:la-a,lū[may]MOD:lū:lu,lū[may]MOD:lū:lu-u,mā[saying]PRP:mā:ma,mā[saying]PRP:mā:ma-a,muhhu[skull]N:muhhi:UGU,muhhu[skull]N:muhhi:UGU-hi,pānu[front]N:pān:IGI,pānu[front]N:pān:pa-an,šulmu[completeness]N:šulmu:DI-mu,šulmu[completeness]N:šulmu:šul-mu,ancient_author,designation,dossier,dossier_nocertain,saa_chap,senderloc
P334081,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Nabu-pašir,SAA 01 188,SAA01.09.04.a,SAA01.09.04,SAA01.09,Harran
P334082,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Nabu-pašir,SAA 01 200,SAA01.09.04.b,SAA01.09.04,SAA01.09,Harran
P334083,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,7.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,3.0,2.0,6.0,0.0,0.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Šamaš-upahhir,SAA 01 146,SAA01.07.04.a,SAA01.07.04,SAA01.07,Habruri
P334084,0.0,0.0,4.0,1.0,2.0,0.0,3.0,0.0,4.0,0.0,8.0,6.0,6.0,2.0,9.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,8.0,5.0,1.0,2.0,10.0,1.0,4.0,2.0,5.0,3.0,3.0,11.0,1.0,3.0,3.0,9.0,2.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,Ša-Aššur-dubbu,SAA 05 032,SAA05.02.02.a,SAA05.02.02,SAA05.02,Tušhan
P334090,2.0,0.0,0.0,2.0,2.0,0.0,5.0,0.0,2.0,0.0,0.0,7.0,9.0,0.0,10.0,6.0,0.0,0.0,0.0,2.0,8.0,0.0,4.0,1.0,2.0,0.0,0.0,3.0,2.0,4.0,8.0,1.0,3.0,10.0,1.0,1.0,5.0,10.0,1.0,0.0,0.0,0.0,2.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,Aššur-reṣuwa,SAA 05 091,SAA05.06.01.a,SAA05.06.01,SAA05.06,Kumme
P334091,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,3.0,1.0,6.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,4.0,4.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Aššur-reṣuwa,SAA 05 096,SAA05.06.01.a,SAA05.06.01,SAA05.06,Kumme
P334092,0.0,0.0,1.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,5.0,0.0,7.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,7.0,0.0,3.0,0.0,2.0,1.0,0.0,4.0,5.0,1.0,4.0,2.0,0.0,3.0,3.0,5.0,1.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,4.0,0.0,Aššur-reṣuwa,SAA 05 092,SAA05.06.01.a,SAA05.06.01,SAA05.06,Kumme
P334093,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,3.0,0.0,1.0,4.0,7.0,0.0,14.0,2.0,1.0,0.0,0.0,0.0,9.0,1.0,2.0,1.0,2.0,0.0,1.0,3.0,2.0,8.0,6.0,0.0,0.0,1.0,2.0,0.0,3.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,Aššur-reṣuwa,SAA 05 097,SAA05.06.01.b,SAA05.06.01,SAA05.06,Kumme
P334094,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,Aššur-reṣuwa,SAA 05 085,SAA05.06.01.a,SAA05.06.01,SAA05.06,Kumme
P334097,2.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,5.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin-na’di,SAA 15 017,SAA15.01.03.a,SAA15.01.03,SAA15.01,Arrapha
P334099,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,5.0,0.0,9.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,11.0,1.0,10.0,0.0,6.0,0.0,0.0,0.0,10.0,0.0,1.0,3.0,3.0,0.0,5.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,Šamaš-taklak,SAA 15 294,SAA15.09.06.a,SAA15.09.06,SAA15.09,uncertain
P334100,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,6.0,0.0,9.0,0.0,21.0,0.0,0.0,14.0,1.0,0.0,7.0,0.0,1.0,0.0,2.0,2.0,1.0,7.0,2.0,9.0,8.0,0.0,2.0,12.0,0.0,2.0,7.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,Zeru-ibni,SAA 01 205,SAA01.10.01.a,SAA01.10.01,SAA01.10,Raṣappa
P334101,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Zeru-ibni,SAA 01 206,SAA01.10.01.a,SAA01.10.01,SAA01.10,Raṣappa
P334102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Zeru-ibni,SAA 01 207,SAA01.10.01.a,SAA01.10.01,SAA01.10,Raṣappa
P334103,0.0,1.0,3.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,5.0,0.0,12.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,4.0,1.0,2.0,0.0,0.0,7.0,0.0,8.0,4.0,3.0,0.0,4.0,1.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,Issar-duri,SAA 15 004,SAA15.01.01.a,SAA15.01.01,SAA15.01,Arrapha
P334104,0.0,0.0,6.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,5.0,0.0,5.0,2.0,20.0,0.0,2.0,0.0,2.0,1.0,1.0,2.0,4.0,0.0,2.0,0.0,3.0,4.0,1.0,5.0,11.0,0.0,3.0,16.0,3.0,2.0,9.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,2.0,8.0,1.0,0.0,0.0,2.0,1.0,0.0,Issar-duri,SAA 15 001,SAA15.01.01.a,SAA15.01.01,SAA15.01,Arrapha
P334105,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,4.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Issar-duri,SAA 15 003,SAA15.01.01.a,SAA15.01.01,SAA15.01,Arrapha
P334106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Issar-duri,SAA 15 009,SAA15.01.01.a,SAA15.01.01,SAA15.01,Arrapha
P334107,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,Issar-duri,SAA 15 011,SAA15.01.01.b,SAA15.01.01,SAA15.01,Arrapha
P334108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Issar-duri,SAA 15 005,SAA15.01.01.a,SAA15.01.01,SAA15.01,Arrapha
P334109,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Issar-duri,SAA 15 008,SAA15.01.01.a,SAA15.01.01,SAA15.01,Arrapha
P334110,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Issar-duri,SAA 15 013,SAA15.01.01.b,SAA15.01.01,SAA15.01,Arrapha
P334111,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,4.0,4.0,2.0,10.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,3.0,0.0,3.0,2.0,4.0,3.0,3.0,0.0,0.0,3.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,Nabu-remanni,SAA 15 053,SAA15.03.01.a,SAA15.03.01,SAA15.03,Parsua
P334113,0.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0,2.0,0.0,7.0,0.0,12.0,0.0,7.0,0.0,2.0,0.0,2.0,0.0,7.0,0.0,7.0,5.0,1.0,6.0,1.0,5.0,2.0,0.0,8.0,5.0,1.0,6.0,0.0,1.0,3.0,7.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,Ina-šar-Bel-allak,SAA 01 128,SAA01.06.02.a,SAA01.06.02,SAA01.06,Dur-Sharruken
P334114,1.0,0.0,3.0,0.0,3.0,0.0,4.0,0.0,5.0,0.0,2.0,0.0,10.0,1.0,21.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,5.0,1.0,0.0,0.0,4.0,5.0,5.0,7.0,8.0,6.0,6.0,7.0,3.0,1.0,5.0,3.0,5.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,3.0,1.0,0.0,3.0,3.0,0.0,2.0,0.0,1.0,0.0,Nabu-belu-ka’’in,SAA 15 024,SAA15.02.01.a,SAA15.02.01,SAA15.02,Diyala region
P334115,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,3.0,0.0,0.0,2.0,1.0,2.0,5.0,2.0,4.0,2.0,1.0,1.0,6.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,Nabu-belu-ka’’in,SAA 15 035,SAA15.02.01.a,SAA15.02.01,SAA15.02,Diyala region
P334116,2.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,8.0,0.0,0.0,1.0,2.0,4.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,4.0,0.0,2.0,6.0,3.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,Nabu-belu-ka’’in,SAA 15 036,SAA15.02.01.a,SAA15.02.01,SAA15.02,Diyala region
P334117,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Nabu-belu-ka’’in,SAA 15 039,SAA15.02.01.a,SAA15.02.01,SAA15.02,Diyala region
P334118,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,5.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,Ṭab-šar-Aššur,SAA 01 045,SAA01.03.01.a,SAA01.03.01,SAA01.03,Royal Court
P334119,6.0,0.0,3.0,0.0,4.0,0.0,2.0,0.0,2.0,0.0,6.0,0.0,9.0,0.0,12.0,0.0,2.0,0.0,0.0,1.0,9.0,0.0,10.0,0.0,4.0,0.0,2.0,0.0,2.0,5.0,12.0,2.0,2.0,5.0,3.0,2.0,5.0,9.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,9.0,3.0,0.0,0.0,1.0,2.0,0.0,Marduk-šarru-uṣur,SAA 15 069,SAA15.03.04.a,SAA15.03.04,SAA15.03,Bit-Sangibuti
P334120,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Nabu-riba-ahhe,SAA 01 153,SAA01.07.11.a,SAA01.07.11,SAA01.07,Nineveh
P334124,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,3.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,Amar-ili,SAA 01 135,SAA01.07.02.a,SAA01.07.02,SAA01.07,Arbela
P334125,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,3.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,Ṭab-šar-Aššur,SAA 01 051,SAA01.03.01.a,SAA01.03.01,SAA01.03,Royal Court
P334127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Išmanni-Aššur,SAA 01 216,SAA01.10.06.a,SAA01.10.06,SAA01.10,Middle Euphrates Region
P334135,2.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,4.0,0.0,18.0,0.0,6.0,14.0,14.0,1.0,0.0,0.0,0.0,2.0,4.0,2.0,16.0,0.0,1.0,3.0,2.0,8.0,3.0,5.0,12.0,0.0,0.0,13.0,5.0,0.0,2.0,6.0,3.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,5.0,2.0,0.0,0.0,1.0,0.0,1.0,Kiṣir-Aššur,SAA 01 124,SAA01.06.01.a,SAA01.06.01,SAA01.06,Dur-Sharruken
P334136,0.0,1.0,4.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,4.0,0.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,2.0,4.0,0.0,2.0,0.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,Kiṣir-Aššur,SAA 01 125,SAA01.06.01.a,SAA01.06.01,SAA01.06,Dur-Sharruken
P334137,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Na’di-ilu,SAA 05 064,SAA05.04.02.a,SAA05.04.02,SAA05.04,Rab Šaqê Province
P334138,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Na’di-ilu,SAA 05 071,SAA05.04.02.a,SAA05.04.02,SAA05.04,Rab Šaqê Province
P334139,2.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,5.0,0.0,3.0,5.0,3.0,3.0,3.0,5.0,1.0,3.0,3.0,3.0,3.0,0.0,1.0,2.0,0.0,0.0,5.0,0.0,1.0,0.0,1.0,5.0,3.0,0.0,2.0,0.0,0.0,1.0,Na’di-ilu,SAA 05 063,SAA05.04.02.a,SAA05.04.02,SAA05.04,Rab Šaqê Province
P334140,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Na’di-ilu,SAA 05 066,SAA05.04.02.a,SAA05.04.02,SAA05.04,Rab Šaqê Province
P334141,0.0,1.0,5.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,12.0,0.0,15.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,7.0,1.0,5.0,0.0,3.0,0.0,1.0,0.0,6.0,0.0,3.0,1.0,0.0,3.0,4.0,3.0,0.0,2.0,3.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,Sennacherib,SAA 01 033,SAA01.02.01.a,SAA01.02.01,SAA01.02,Royal Court
P334142,3.0,0.0,4.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,15.0,0.0,13.0,0.0,16.0,0.0,2.0,0.0,0.0,0.0,5.0,4.0,6.0,0.0,10.0,0.0,6.0,1.0,0.0,2.0,16.0,1.0,4.0,17.0,1.0,6.0,10.0,10.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,18.0,6.0,0.0,0.0,0.0,0.0,4.0,Sennacherib,SAA 01 031,SAA01.02.01.a,SAA01.02.01,SAA01.02,Royal Court
P334143,1.0,2.0,9.0,0.0,4.0,0.0,6.0,1.0,0.0,0.0,7.0,0.0,10.0,1.0,20.0,1.0,3.0,2.0,0.0,5.0,11.0,8.0,4.0,0.0,17.0,0.0,13.0,0.0,0.0,2.0,20.0,3.0,7.0,8.0,3.0,12.0,8.0,23.0,0.0,0.0,2.0,2.0,5.0,0.0,3.0,2.0,1.0,1.0,0.0,26.0,6.0,0.0,0.0,0.0,5.0,0.0,Sennacherib,SAA 01 029,SAA01.02.01.a,SAA01.02.01,SAA01.02,Royal Court
P334144,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,Sennacherib,SAA 01 038,SAA01.02.01.a,SAA01.02.01,SAA01.02,Royal Court
P334145,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,Nashir-Bel (Liphur-Bel),SAA 05 001,SAA05.01.01.a,SAA05.01.01,SAA05.01,Amidi
P334146,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Nashir-Bel (Liphur-Bel),SAA 05 016,SAA05.01.01.b,SAA05.01.01,SAA05.01,Amidi
P334149,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,9.0,3.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,4.0,1.0,0.0,5.0,0.0,1.0,1.0,0.0,5.0,3.0,1.0,2.0,0.0,3.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,Issar-šumu-iqiša,SAA 05 169,SAA05.08.10.a,SAA05.08.10,SAA05.08,Eastern Kurdistan
