,BA:..,BA:.t.,BU:..,BU:.p.,DA:..,DA:.d.,DI:..,DI:.d.,LI:..,LI:.d.,LU₂:v..,LU₂:v.y.,NA:..,NA:.t.,NI:..,NI:.d.,SU:..,SU:.t.,TI:..,TI:.t.,U₂:..,U₂:.m.,|ME.U.U.U|:..,|ME.U.U.U|:.m.,ŠA:..,ŠA:.dm.,ia,ia₂,li,li₂,ša,ša₂,šu,šu₂,tu,tu₂,u,u₂,bēlu[lord]N:bēlī:be-li₂,bēlu[lord]N:bēlī:EN,bēlu[lord]N:bēlīya:EN-ia,bēlu[lord]N:bēlīya:be-li₂-ia,libbu[interior]N:libbi:ŠA₃,libbu[interior]N:libbi:ŠA₃-bi,lā[not]MOD:lā:la,lā[not]MOD:lā:la-a,lū[may]MOD:lū:lu,lū[may]MOD:lū:lu-u,mā[saying]PRP:mā:ma,mā[saying]PRP:mā:ma-a,muhhu[skull]N:muhhi:UGU,muhhu[skull]N:muhhi:UGU-hi,pānu[front]N:pān:IGI,pānu[front]N:pān:pa-an,šulmu[completeness]N:šulmu:DI-mu,šulmu[completeness]N:šulmu:šul-mu,ancient_author,designation,dossier,dossier_nocertain,saa_chap,senderloc
P334150,1.0,1.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,5.0,1.0,8.0,0.0,14.0,0.0,0.0,1.0,0.0,7.0,2.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,3.0,2.0,4.0,1.0,0.0,1.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,3.0,1.0,0.0,4.0,5.0,0.0,0.0,0.0,5.0,1.0,0.0,Nabu-uṣalla,SAA 05 104,SAA05.06.02.a,SAA05.06.02,SAA05.06,Tamnuna
P334151,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,Aššur-balti-niše,SAA 05 242,SAA05.12.03.a,SAA05.12.03,SAA05.12,Northeastern Assyria
P334152,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,6.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,4.0,0.0,1.0,0.0,7.0,0.0,1.0,0.0,5.0,2.0,3.0,7.0,4.0,0.0,4.0,5.0,0.0,1.0,4.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,Nabu-hamatua,SAA 05 210,SAA05.10.02.a,SAA05.10.02,SAA05.10,Mazamua
P334155,0.0,3.0,1.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,8.0,0.0,11.0,0.0,0.0,0.0,4.0,0.0,7.0,0.0,6.0,2.0,3.0,0.0,2.0,2.0,2.0,6.0,4.0,1.0,3.0,11.0,1.0,1.0,3.0,7.0,3.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,Aššur-belu-taqqin,SAA 15 181,SAA15.06.02.b,SAA15.06.02,SAA15.06,Northern Babylonia
P334157,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,Hu-Teššub,SAA 05 045,SAA05.03.01.a,SAA05.03.01,SAA05.03,Shubria
P334158,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0,0.0,14.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,6.0,0.0,3.0,0.0,0.0,5.0,0.0,8.0,6.0,1.0,1.0,5.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,Hunni,SAA 01 133,SAA01.07.01.a,SAA01.07.01,SAA01.07,Nineveh
P334160,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Nergal-balliṭ,SAA 01 155,SAA01.07.13.a,SAA01.07.13,SAA01.07,Assyria
P334163,3.0,2.0,2.0,0.0,5.0,0.0,0.0,0.0,1.0,6.0,5.0,0.0,4.0,0.0,19.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,1.0,11.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,1.0,0.0,0.0,17.0,6.0,0.0,0.0,1.0,0.0,0.0,(unknown),SAA 15 199,SAA15.06.06.c,SAA15.06.06,SAA15.06,Northern Babylonia
P334165,1.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,Adda-hati,SAA 01 173,SAA01.08.02.a,SAA01.08.02,SAA01.08,Hamath
P334166,0.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,Adda-hati,SAA 01 174,SAA01.08.02.b,SAA01.08.02,SAA01.08,Hamath
P334167,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Nergal-eṭir,SAA 15 065,SAA15.03.03.a,SAA15.03.03,SAA15.03,"Namri, Bit-Hamban, or Bit-Sangibuti"
P334168,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,4.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,Nergal-eṭir,SAA 15 066,SAA15.03.03.a,SAA15.03.03,SAA15.03,"Namri, Bit-Hamban, or Bit-Sangibuti"
P334169,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Nergal-eṭir,SAA 15 067,SAA15.03.03.a,SAA15.03.03,SAA15.03,"Namri, Bit-Hamban, or Bit-Sangibuti"
P334170,1.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,9.0,0.0,13.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,1.0,2.0,3.0,0.0,3.0,1.0,2.0,0.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,Aššur-bani,SAA 01 118,SAA01.05.02.a,SAA01.05.02,SAA01.05,Calah
P334171,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,Aššur-bani,SAA 01 115,SAA01.05.02.a,SAA01.05.02,SAA01.05,Calah
P334172,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,Aššur-bani,SAA 01 116,SAA01.05.02.a,SAA01.05.02,SAA01.05,Calah
P334173,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Aššur-bani,SAA 01 117,SAA01.05.02.b,SAA01.05.02,SAA01.05,Calah
P334174,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,Aššur-bani,SAA 01 123,SAA01.05.02.a,SAA01.05.02,SAA01.05,Calah
P334175,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Aššur-bani,SAA 01 112,SAA01.05.02.a,SAA01.05.02,SAA01.05,Calah
P334176,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Aššur-bani,SAA 01 122,SAA01.05.02.a,SAA01.05.02,SAA01.05,Calah
P334177,2.0,0.0,4.0,0.0,3.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,8.0,0.0,12.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,1.0,14.0,0.0,3.0,2.0,0.0,5.0,1.0,12.0,1.0,0.0,1.0,3.0,0.0,4.0,10.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,Aššur-belu-uṣur,SAA 15 061,SAA15.03.02.a,SAA15.03.02,SAA15.03,Kisheshim
P334178,2.0,1.0,2.0,0.0,10.0,0.0,0.0,0.0,6.0,0.0,9.0,0.0,8.0,0.0,12.0,0.0,1.0,0.0,0.0,2.0,7.0,0.0,0.0,6.0,0.0,4.0,4.0,2.0,6.0,1.0,10.0,0.0,1.0,6.0,5.0,0.0,5.0,9.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,Aššur-belu-uṣur,SAA 15 060,SAA15.03.02.a,SAA15.03.02,SAA15.03,Kisheshim
P334179,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,6.0,0.0,2.0,6.0,6.0,0.0,0.0,1.0,0.0,3.0,4.0,0.0,4.0,3.0,0.0,0.0,7.0,0.0,2.0,1.0,6.0,0.0,2.0,4.0,2.0,1.0,3.0,3.0,1.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,Aššur-belu-uda’’an,SAA 05 126,SAA05.07.02.a,SAA05.07.02,SAA05.07,Kurbail
P334180,0.0,2.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,4.0,4.0,0.0,7.0,0.0,0.0,1.0,0.0,1.0,2.0,7.0,2.0,3.0,2.0,0.0,4.0,0.0,1.0,0.0,7.0,0.0,1.0,3.0,0.0,1.0,2.0,9.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,Aššur-belu-da’’in,SAA 05 079,SAA05.05.02.a,SAA05.05.02,SAA05.05,Halzi-atbar
P334181,1.0,0.0,3.0,2.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,5.0,3.0,0.0,6.0,0.0,0.0,0.0,1.0,2.0,5.0,0.0,4.0,0.0,1.0,1.0,3.0,3.0,3.0,1.0,8.0,0.0,4.0,7.0,0.0,1.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,Aššur-belu-da’’in,SAA 05 078,SAA05.05.02.a,SAA05.05.02,SAA05.05,Halzi-atbar
P334182,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,Aššur-belu-da’’in,SAA 05 080,SAA05.05.02.a,SAA05.05.02,SAA05.05,Halzi-atbar
P334186,0.0,0.0,8.0,0.0,7.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,20.0,0.0,2.0,0.0,0.0,2.0,3.0,4.0,6.0,2.0,3.0,0.0,6.0,0.0,2.0,2.0,9.0,0.0,3.0,12.0,2.0,3.0,8.0,9.0,0.0,0.0,0.0,2.0,0.0,1.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,Aššur-dur-paniya,SAA 05 053,SAA05.04.01.a,SAA05.04.01,SAA05.04,Rab Šaqê Province
P334187,0.0,0.0,6.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,37.0,0.0,2.0,1.0,0.0,1.0,2.0,2.0,11.0,3.0,2.0,0.0,7.0,0.0,5.0,8.0,10.0,3.0,1.0,15.0,1.0,4.0,21.0,4.0,4.0,0.0,1.0,3.0,1.0,4.0,2.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,1.0,2.0,0.0,1.0,Aššur-dur-paniya,SAA 05 052,SAA05.04.01.a,SAA05.04.01,SAA05.04,Rab Šaqê Province
P334189,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,"Nabu-ušabši, Igli",SAA 05 293,SAA05.14.03.a,SAA05.14.03,SAA05.14,Northeastern Assyria
P334190,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sargon II,SAA 01 006,SAA01.01.01.a,SAA01.01.01,SAA01.01,Royal Court
P334193,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,11.0,0.0,7.0,0.0,0.0,2.0,7.0,0.0,2.0,1.0,4.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,2.0,6.0,3.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Sargon II,SAA 01 011,SAA01.01.01.a,SAA01.01.01,SAA01.01,Royal Court
P334194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Sargon II,SAA 01 005,SAA01.01.01.a,SAA01.01.01,SAA01.01,Royal Court
P334195,2.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,9.0,0.0,13.0,0.0,14.0,0.0,1.0,0.0,0.0,5.0,3.0,0.0,11.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,8.0,2.0,0.0,2.0,4.0,4.0,5.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Sargon II,SAA 01 010,SAA01.01.01.a,SAA01.01.01,SAA01.01,Royal Court
P334197,1.0,0.0,1.0,0.0,2.0,0.0,0.0,4.0,1.0,3.0,2.0,0.0,3.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,4.0,2.0,3.0,1.0,0.0,4.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Bel-emuranni,SAA 05 246,SAA05.12.07.a,SAA05.12.07,SAA05.12,Northeastern Assyria
P334198,2.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,12.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,2.0,5.0,0.0,0.0,5.0,4.0,0.0,0.0,4.0,1.0,0.0,5.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,Šarru-emuranni,SAA 05 202,SAA05.10.01.a,SAA05.10.01,SAA05.10,Mazamua
P334199,0.0,0.0,1.0,4.0,2.0,0.0,2.0,0.0,5.0,0.0,0.0,5.0,12.0,0.0,7.0,1.0,1.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,8.0,0.0,6.0,1.0,4.0,1.0,8.0,1.0,6.0,0.0,1.0,1.0,4.0,8.0,0.0,3.0,3.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,Šarru-emuranni,SAA 05 199,SAA05.10.01.a,SAA05.10.01,SAA05.10,Mazamua
P334200,0.0,0.0,0.0,2.0,4.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,10.0,0.0,5.0,1.0,3.0,0.0,0.0,0.0,7.0,0.0,10.0,0.0,2.0,1.0,8.0,0.0,3.0,0.0,3.0,1.0,4.0,2.0,1.0,2.0,0.0,8.0,0.0,3.0,2.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,Šarru-emuranni,SAA 05 200,SAA05.10.01.a,SAA05.10.01,SAA05.10,Mazamua
P334201,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,4.0,5.0,0.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,Šarru-emuranni,SAA 15 217,SAA15.07.01.a,SAA15.07.01,SAA15.07,Babylon
P334202,3.0,0.0,6.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,1.0,2.0,4.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,4.0,0.0,6.0,1.0,2.0,0.0,4.0,0.0,1.0,4.0,0.0,4.0,3.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,Šarru-emuranni,SAA 15 219,SAA15.07.01.a,SAA15.07.01,SAA15.07,Babylon
P334203,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,6.0,0.0,0.0,5.0,12.0,0.0,0.0,0.0,1.0,2.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,5.0,4.0,1.0,0.0,5.0,0.0,0.0,6.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,Šarru-emuranni,SAA 15 223,SAA15.07.01.a,SAA15.07.01,SAA15.07,Babylon
P334204,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Šarru-emuranni,SAA 15 224,SAA15.07.01.a,SAA15.07.01,SAA15.07,Babylon
P334205,1.0,0.0,4.0,0.0,4.0,2.0,1.0,1.0,4.0,0.0,0.0,6.0,5.0,1.0,15.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,4.0,0.0,1.0,4.0,13.0,0.0,4.0,0.0,8.0,0.0,1.0,5.0,0.0,0.0,1.0,6.0,0.0,0.0,6.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,Šarru-emuranni,SAA 05 243,SAA05.12.04.a,SAA05.12.04,SAA05.12,Qunbuna
P334206,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Šarru-emuranni,SAA 15 239,SAA15.07.01.b,SAA15.07.01,SAA15.07,Babylon
P334208,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Šarru-emuranni,SAA 05 201,SAA05.10.01.a,SAA05.10.01,SAA05.10,Mazamua
P334209,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,Adad-ibni,SAA 01 184,SAA01.09.02.a,SAA01.09.02,SAA01.09,Til-Barsip
P334210,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,Adad-ibni,SAA 01 185,SAA01.09.02.a,SAA01.09.02,SAA01.09,Til-Barsip
P334211,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"Aplaya, Šarru-lu-dari, Išmanni-Aššur",SAA 01 219,SAA01.10.07.a,SAA01.10.07,SAA01.10,Middle Euphrates Region
