,aš,aš₂,ia,ia₂,li,li₂,ša,ša₂,šu,šu₂,tu,tu₂,u,u₂,Sin[1]DN:Sin:30,Sin[1]DN:Sin:{d}30,ana[to]PRP:ana:a-na,ana[to]PRP:ana:ana,libbu[interior]N:libbi:ŠA₃,libbu[interior]N:libbi:ŠA₃-bi,lā[not]MOD:lā:la,lā[not]MOD:lā:NU,lū[may]MOD:lū:lu,lū[may]MOD:lū:lu-u,muhhu[skull]N:muhhi:UGU,muhhu[skull]N:muhhi:UGU-hi,u[and]CNJ:u:u,u[and]CNJ:u:u₃,ša[of]DET:ša:ša,ša[of]DET:ša:ša₂,šulmu[completeness]N:šulmu:DI-mu,šulmu[completeness]N:šulmu:šul-mu,šarru[king]N:šarru:LUGAL,šarru[king]N:šarru:MAN,ancient_author,designation
P334218,0.0,0.0,1.0,5.0,0.0,2.0,6.0,2.0,0.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,3.0,Mar-Issar,SAA 10 357
P334219,0.0,0.0,1.0,6.0,0.0,2.0,9.0,0.0,2.0,3.0,2.0,1.0,11.0,6.0,0.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,3.0,6.0,0.0,1.0,0.0,0.0,2.0,Mar-Issar,SAA 10 369
P334220,0.0,3.0,1.0,11.0,2.0,2.0,13.0,0.0,3.0,6.0,3.0,1.0,11.0,7.0,0.0,0.0,13.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,2.0,0.0,2.0,6.0,7.0,0.0,1.0,0.0,0.0,2.0,Mar-Issar,SAA 10 348
P334224,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,The Scribes of Kilizi,SAA 10 143
P334226,1.0,1.0,4.0,2.0,1.0,2.0,3.0,0.0,2.0,1.0,1.0,0.0,4.0,5.0,0.0,0.0,3.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,Marduk-šakin-šumi,SAA 10 242
P334227,0.0,0.0,3.0,0.0,0.0,3.0,2.0,3.0,1.0,1.0,0.0,2.0,1.0,5.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,3.0,0.0,Balasi,SAA 10 046
P334228,1.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,6.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Balasi,SAA 10 061
P334229,0.0,3.0,9.0,0.0,1.0,1.0,3.0,3.0,2.0,0.0,1.0,6.0,5.0,5.0,0.0,0.0,8.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,Balasi,SAA 10 058
P334230,1.0,1.0,5.0,0.0,1.0,3.0,4.0,3.0,5.0,0.0,0.0,0.0,3.0,6.0,0.0,1.0,4.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,Balasi,SAA 10 052
P334231,0.0,2.0,3.0,0.0,0.0,1.0,4.0,5.0,10.0,7.0,4.0,0.0,7.0,3.0,0.0,0.0,5.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,2.0,0.0,Balasi,SAA 10 056
P334232,0.0,1.0,3.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,3.0,4.0,0.0,1.0,4.0,0.0,2.0,1.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Balasi,SAA 10 048
P334233,0.0,2.0,3.0,1.0,3.0,5.0,4.0,1.0,1.0,2.0,0.0,1.0,6.0,5.0,0.0,0.0,5.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,Adad-šumu-uṣur,SAA 10 202
P334234,3.0,2.0,7.0,6.0,12.0,21.0,16.0,10.0,1.0,17.0,9.0,1.0,19.0,8.0,0.0,1.0,14.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,3.0,1.0,8.0,5.0,1.0,0.0,13.0,0.0,Adad-šumu-uṣur,SAA 10 227
P334235,0.0,0.0,4.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Adad-šumu-uṣur,SAA 10 220
P334236,0.0,1.0,4.0,0.0,1.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Adad-šumu-uṣur,SAA 10 215
P334237,2.0,1.0,0.0,0.0,4.0,0.0,0.0,4.0,2.0,0.0,1.0,3.0,2.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,"Adad-šumu-uṣur, Urad-Ea",SAA 10 212
P334238,0.0,0.0,0.0,0.0,2.0,4.0,4.0,1.0,0.0,4.0,0.0,0.0,9.0,1.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,"Adad-šumu-uṣur, Marduk-šakin-šumi",SAA 10 221
P334239,0.0,0.0,3.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,3.0,2.0,3.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,Adad-šumu-uṣur,SAA 10 217
P334240,0.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,4.0,1.0,2.0,0.0,6.0,8.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,"Adad-šumu-uṣur, Marduk-šakin-šumi",SAA 10 259
P334241,0.0,0.0,4.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Adad-šumu-uṣur,SAA 10 190
P334245,0.0,1.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,Nabu-nadin-šumi,SAA 10 282
P334246,0.0,2.0,1.0,2.0,2.0,2.0,5.0,2.0,0.0,6.0,0.0,0.0,3.0,2.0,0.0,0.0,5.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,Nabu-nadin-šumi,SAA 10 277
P334254,0.0,3.0,3.0,3.0,1.0,4.0,5.0,6.0,1.0,1.0,3.0,2.0,6.0,3.0,0.0,0.0,8.0,0.0,2.0,3.0,1.0,1.0,3.0,1.0,2.0,0.0,2.0,2.0,1.0,3.0,1.0,0.0,4.0,0.0,Marduk-šakin-šumi,SAA 10 233
P334255,0.0,0.0,2.0,2.0,3.0,3.0,2.0,2.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,Marduk-šakin-šumi,SAA 10 235
P334260,0.0,0.0,3.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Issar-šumu-ereš,SAA 10 005
P334261,0.0,0.0,4.0,0.0,6.0,0.0,6.0,0.0,3.0,3.0,2.0,0.0,9.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,3.0,0.0,Issar-šumu-ereš,SAA 10 033
P334262,0.0,0.0,4.0,0.0,7.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,2.0,8.0,0.0,0.0,4.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,Issar-šumu-ereš,SAA 10 006
P334266,0.0,2.0,10.0,1.0,3.0,5.0,3.0,2.0,4.0,10.0,0.0,4.0,7.0,8.0,0.0,0.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,8.0,0.0,Urad-Nanaya,SAA 10 315
P334267,0.0,1.0,4.0,0.0,2.0,0.0,2.0,2.0,1.0,4.0,2.0,3.0,4.0,3.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,4.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,Urad-Nanaya,SAA 10 319
P334275,0.0,0.0,0.0,0.0,2.0,0.0,6.0,2.0,1.0,3.0,0.0,0.0,4.0,1.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,2.0,0.0,"Nabu-ahhe-eriba, Balasi",SAA 10 041
P334276,0.0,0.0,4.0,0.0,0.0,1.0,4.0,11.0,5.0,5.0,0.0,1.0,2.0,3.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,Nabu-ahhe-eriba,SAA 10 079
P334277,1.0,0.0,5.0,0.0,5.0,4.0,4.0,0.0,0.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,Nabu-ahhe-eriba,SAA 10 070
P334278,0.0,1.0,4.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,Nabu-ahhe-eriba,SAA 10 075
P334289,0.0,0.0,6.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,4.0,3.0,0.0,0.0,3.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,Marduk-šumu-uṣur,SAA 10 173
P334290,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,Issar-nadin-apli of Arbela,SAA 10 138
P334295,2.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,0.0,4.0,1.0,0.0,6.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,3.0,0.0,Akkullanu,SAA 10 107
P334297,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,Issar-nadin-apli of Arbela,SAA 10 137
P334300,0.0,1.0,10.0,1.0,8.0,6.0,0.0,4.0,2.0,2.0,0.0,1.0,0.0,8.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,Adad-šumu-uṣur,SAA 10 198
P334301,1.0,7.0,0.0,12.0,6.0,2.0,16.0,3.0,5.0,14.0,6.0,3.0,18.0,3.0,0.0,1.0,13.0,0.0,2.0,1.0,1.0,0.0,2.0,3.0,1.0,0.0,3.0,6.0,12.0,0.0,1.0,0.0,0.0,2.0,Mar-Issar,SAA 10 352
P334303,0.0,2.0,3.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,Adad-šumu-uṣur,SAA 10 193
P334313,3.0,1.0,4.0,0.0,1.0,1.0,4.0,1.0,2.0,4.0,1.0,0.0,7.0,2.0,0.0,1.0,4.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,Nabu-naṣir,SAA 10 298
P334315,2.0,2.0,4.0,3.0,4.0,3.0,9.0,0.0,1.0,9.0,4.0,1.0,4.0,6.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,0.0,1.0,0.0,5.0,0.0,Marduk-šakin-šumi,SAA 10 245
P334320,0.0,0.0,5.0,0.0,2.0,1.0,5.0,2.0,1.0,5.0,0.0,1.0,4.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,Urad-Nanaya,SAA 10 324
P334323,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,(unassigned),SAA 10 148
P334326,2.0,8.0,4.0,10.0,4.0,5.0,21.0,5.0,7.0,4.0,4.0,4.0,13.0,12.0,0.0,0.0,14.0,0.0,1.0,4.0,7.0,0.0,0.0,3.0,4.0,1.0,2.0,16.0,18.0,0.0,1.0,0.0,2.0,3.0,Mar-Issar,SAA 10 349
P334353,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nabu-naṣir,SAA 10 303
P334356,1.0,3.0,8.0,0.0,3.0,5.0,8.0,6.0,11.0,12.0,5.0,1.0,20.0,12.0,0.0,1.0,13.0,0.0,2.0,4.0,3.0,1.0,2.0,0.0,2.0,0.0,1.0,3.0,5.0,3.0,0.0,1.0,3.0,0.0,Issar-šumu-ereš,SAA 10 008
P334358,0.0,0.0,5.0,3.0,1.0,6.0,7.0,0.0,1.0,0.0,0.0,1.0,5.0,3.0,0.0,0.0,7.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,4.0,0.0,1.0,0.0,3.0,0.0,Nabu-tabni-uṣur,SAA 10 334
P334374,0.0,1.0,6.0,0.0,0.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,2.0,0.0,0.0,Adad-šumu-uṣur,SAA 10 201
P334378,0.0,2.0,2.0,1.0,2.0,2.0,6.0,1.0,0.0,5.0,0.0,1.0,5.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,8.0,0.0,Nabu-nadin-šumi,SAA 10 275
P334387,0.0,1.0,1.0,4.0,3.0,3.0,4.0,0.0,1.0,6.0,0.0,3.0,4.0,3.0,1.0,2.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,2.0,0.0,3.0,0.0,Akkullanu,SAA 10 084
P334392,0.0,0.0,6.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,Urad-Nanaya,SAA 10 323
P334404,0.0,0.0,3.0,0.0,0.0,1.0,3.0,0.0,2.0,6.0,1.0,0.0,1.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,Nabu-naṣir,SAA 10 302
P334406,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Nabu’a of Assur,SAA 10 122
P334409,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,2.0,0.0,5.0,5.0,0.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,Urad-Nanaya,SAA 10 314
P334424,0.0,0.0,4.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,Urad-Ea,SAA 10 340
P334426,3.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,3.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Adad-šumu-uṣur,SAA 10 188
P334428,0.0,0.0,7.0,0.0,1.0,1.0,8.0,0.0,4.0,2.0,3.0,1.0,3.0,7.0,0.0,0.0,7.0,0.0,2.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,Balasi,SAA 10 051
P334431,0.0,0.0,0.0,4.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Urad-Ea,SAA 10 341
P334434,0.0,0.0,2.0,12.0,1.0,4.0,11.0,3.0,0.0,6.0,4.0,1.0,26.0,5.0,0.0,0.0,10.0,0.0,0.0,2.0,0.0,0.0,1.0,4.0,1.0,0.0,3.0,5.0,9.0,0.0,3.0,0.0,1.0,4.0,Mar-Issar,SAA 10 351
P334440,1.0,2.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Nabu-naṣir,SAA 10 300
P334448,0.0,0.0,3.0,0.0,1.0,1.0,5.0,1.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,Nabu-ahhe-eriba,SAA 10 067
P334451,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,"Adad-šumu-uṣur, Nabu-mušeṣi, Issar-šumu-ereš",SAA 10 205
P334452,1.0,0.0,6.0,4.0,6.0,6.0,4.0,2.0,6.0,3.0,1.0,0.0,7.0,3.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,4.0,0.0,Adad-šumu-uṣur,SAA 10 207
P334453,0.0,0.0,2.0,2.0,1.0,3.0,2.0,3.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,Adad-šumu-uṣur,SAA 10 189
P334454,1.0,0.0,3.0,1.0,0.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,Adad-šumu-uṣur to the Crown Prince,SAA 10 195
P334455,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"Adad-šumu-uṣur, Marduk-šakin-šumi, Nabu-nadin-šumi",SAA 10 281
P334456,0.0,1.0,7.0,0.0,0.0,3.0,2.0,2.0,0.0,4.0,0.0,1.0,4.0,6.0,0.0,0.0,5.0,0.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,Adad-šumu-uṣur,SAA 10 199
P334457,1.0,0.0,4.0,1.0,2.0,6.0,3.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,Adad-šumu-uṣur,SAA 10 224
P334458,0.0,3.0,3.0,2.0,1.0,2.0,0.0,3.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,Adad-šumu-uṣur,SAA 10 213
P334459,0.0,1.0,4.0,1.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,Adad-šumu-uṣur,SAA 10 200
P334460,0.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,Marduk-šakin-šumi,SAA 10 267
P334461,1.0,1.0,1.0,4.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,Marduk-šakin-šumi,SAA 10 252
P334462,0.0,2.0,3.0,0.0,0.0,3.0,3.0,0.0,1.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,Marduk-šakin-šumi,SAA 10 236
P334463,0.0,1.0,5.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,Marduk-šakin-šumi,SAA 10 243
P334464,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Marduk-šakin-šumi,SAA 10 266
P334465,0.0,1.0,2.0,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,Urad-Ea,SAA 10 338
P334467,0.0,0.0,0.0,3.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,Urad-Ea,SAA 10 342
P334468,0.0,0.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,0.0,3.0,3.0,3.0,6.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,Issar-šumu-ereš,SAA 10 009
P334469,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,Issar-nadin-apli of Arbela,SAA 10 141
P334470,0.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Issar-šumu-ereš,SAA 10 032
P334471,0.0,0.0,3.0,0.0,1.0,0.0,3.0,2.0,2.0,3.0,0.0,0.0,5.0,3.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,Issar-šumu-ereš,SAA 10 014
P334472,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"Issar-šumu-ereš, Urad-Ea,",SAA 10 025
P334473,1.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Issar-šumu-ereš,SAA 10 022
