	group	group_len	purity
193	['BU:..', 'BU:.p.', 'LI:..', 'LI:.d.', 'li', 'li₂']	6	0.19153936545240893
194	['BU:..', 'BU:.p.', 'LI:..', 'LI:.d.', 'ša', 'ša₂']	6	0.18566392479435959
195	['BU:..', 'BU:.p.', 'LI:..', 'LI:.d.', 'šu', 'šu₂']	6	0.17508813160987075
196	['BU:..', 'BU:.p.', 'LI:..', 'LI:.d.', 'u', 'u₂']	6	0.19036427732079905
197	['BU:..', 'BU:.p.', 'LI:..', 'LI:.d.', 'bēlu[lord]N:bēlī:be-li₂', 'bēlu[lord]N:bēlī:EN']	6	0.2044653349001175
198	['BU:..', 'BU:.p.', 'LI:..', 'LI:.d.', 'bēlu[lord]N:bēlīya:EN-ia', 'bēlu[lord]N:bēlīya:be-li₂-ia']	6	0.2044653349001175
199	['BU:..', 'BU:.p.', 'LI:..', 'LI:.d.', 'lā[not]MOD:lā:la', 'lā[not]MOD:lā:la-a']	6	0.18801410105757932
200	['BU:..', 'BU:.p.', 'LI:..', 'LI:.d.', 'lū[may]MOD:lū:lu', 'lū[may]MOD:lū:lu-u']	6	0.20329024676850763
201	['BU:..', 'BU:.p.', 'LI:..', 'LI:.d.', 'šulmu[completeness]N:šulmu:DI-mu', 'šulmu[completeness]N:šulmu:šul-mu']	6	0.2044653349001175
202	['BU:..', 'BU:.p.', 'NA:..', 'NA:.t.', 'NI:..', 'NI:.d.']	6	0.2009400705052879
203	['BU:..', 'BU:.p.', 'NA:..', 'NA:.t.', 'RU:..', 'RU:.d.']	6	0.2056404230317274
204	['BU:..', 'BU:.p.', 'NA:..', 'NA:.t.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.']	6	0.20329024676850763
205	['BU:..', 'BU:.p.', 'NA:..', 'NA:.t.', 'ŠA:..', 'ŠA:.dm.']	6	0.20681551116333724
206	['BU:..', 'BU:.p.', 'NA:..', 'NA:.t.', 'ia', 'ia₂']	6	0.209165687426557
207	['BU:..', 'BU:.p.', 'NA:..', 'NA:.t.', 'li', 'li₂']	6	0.209165687426557
208	['BU:..', 'BU:.p.', 'NA:..', 'NA:.t.', 'ša', 'ša₂']	6	0.19858989424206816
209	['BU:..', 'BU:.p.', 'NA:..', 'NA:.t.', 'šu', 'šu₂']	6	0.19153936545240893
210	['BU:..', 'BU:.p.', 'NA:..', 'NA:.t.', 'u', 'u₂']	6	0.20799059929494712
211	['BU:..', 'BU:.p.', 'NA:..', 'NA:.t.', 'bēlu[lord]N:bēlī:be-li₂', 'bēlu[lord]N:bēlī:EN']	6	0.21974148061104584
212	['BU:..', 'BU:.p.', 'NA:..', 'NA:.t.', 'bēlu[lord]N:bēlīya:EN-ia', 'bēlu[lord]N:bēlīya:be-li₂-ia']	6	0.21739130434782608
213	['BU:..', 'BU:.p.', 'NA:..', 'NA:.t.', 'lā[not]MOD:lā:la', 'lā[not]MOD:lā:la-a']	6	0.19741480611045828
214	['BU:..', 'BU:.p.', 'NA:..', 'NA:.t.', 'lū[may]MOD:lū:lu', 'lū[may]MOD:lū:lu-u']	6	0.21504112808460635
215	['BU:..', 'BU:.p.', 'NA:..', 'NA:.t.', 'šulmu[completeness]N:šulmu:DI-mu', 'šulmu[completeness]N:šulmu:šul-mu']	6	0.22679200940070504
216	['BU:..', 'BU:.p.', 'NI:..', 'NI:.d.', 'RU:..', 'RU:.d.']	6	0.19623971797884843
217	['BU:..', 'BU:.p.', 'NI:..', 'NI:.d.', '|ME.U.U.U|:..', '|ME.U.U.U|:.m.']	6	0.18683901292596944
218	['BU:..', 'BU:.p.', 'NI:..', 'NI:.d.', 'ŠA:..', 'ŠA:.dm.']	6	0.19153936545240893
219	['BU:..', 'BU:.p.', 'NI:..', 'NI:.d.', 'ia', 'ia₂']	6	0.19388954171562867
220	['BU:..', 'BU:.p.', 'NI:..', 'NI:.d.', 'li', 'li₂']	6	0.19623971797884843
221	['BU:..', 'BU:.p.', 'NI:..', 'NI:.d.', 'ša', 'ša₂']	6	0.19153936545240893
222	['BU:..', 'BU:.p.', 'NI:..', 'NI:.d.', 'šu', 'šu₂']	6	0.1809635722679201
223	['BU:..', 'BU:.p.', 'NI:..', 'NI:.d.', 'u', 'u₂']	6	0.1891891891891892
224	['BU:..', 'BU:.p.', 'NI:..', 'NI:.d.', 'bēlu[lord]N:bēlī:be-li₂', 'bēlu[lord]N:bēlī:EN']	6	0.21151586368977673
225	['BU:..', 'BU:.p.', 'NI:..', 'NI:.d.', 'bēlu[lord]N:bēlīya:EN-ia', 'bēlu[lord]N:bēlīya:be-li₂-ia']	6	0.2044653349001175
226	['BU:..', 'BU:.p.', 'NI:..', 'NI:.d.', 'lā[not]MOD:lā:la', 'lā[not]MOD:lā:la-a']	6	0.18683901292596944
227	['BU:..', 'BU:.p.', 'NI:..', 'NI:.d.', 'lū[may]MOD:lū:lu', 'lū[may]MOD:lū:lu-u']	6	0.20799059929494712
