str_part,b,form,a
ša,ša₂,{LU₂}ša₂-ziq-ni,1
ša,ša₂,{MI₂}NIN-AD-ša₂,1
ša,ša₂,{URU}ša₂-bi-ri-šu₂,1
ša,ša₂,ŠA₃-bi-ša₂,1
ša,ša₂,ša₂-a-šu₂,1
ša,ša₂,ša₂-ak-na-ku,1
ša,ša₂,ša₂-ak-nu,1
ša,ša₂,ša₂-az-bu-su,1
ša,ša₂,ša₂-aš₂-me,1
ša,ša₂,ša₂-ki-ni,1
ša,ša₂,ša₂-ki-x,1
ša,ša₂,ša₂-kin₂,1
ša,ša₂,ša₂-lim-te,1
ša,ša₂,ša₂-ni-e,1
ša,ša₂,ša₂-ni-tu₂,1
ša,ša₂,ša₂-šu-me,1
ša,ša₂,ša₂-šu₂-ma,1
ša,ša₂,ša₂-ʾa-al,1
ša,ša₂,ša₂-ʾu-ur-tu₂,1
šu,šu,šu-u₂,22
šu,šu,šu-nu,15
šu,šu,šu-u-tu₂,9
šu,šu,šu-pur,5
šu,šu,la-aš₂-šu,4
šu,šu,šu-u,4
šu,šu,šu,3
šu,šu,šu-u₂-tu₂,3
šu,šu,E₂-šu,2
šu,šu,e-mu-qe-e-šu,2
šu,šu,e-pu-šu,2
šu,šu,ep-pu-šu,2
šu,šu,i-da-tu-šu,2
šu,šu,i-da-tu₂-uš-šu,2
šu,šu,i-si-šu-nu,2
šu,šu,i-ša₂-šu-me,2
šu,šu,la-a-šu,2
šu,šu,le-pu-šu,2
šu,šu,liš-al-šu,2
šu,šu,pa-ni-šu,2
šu,šu,šu-nu-ni,2
šu,šu,šu-nu-u-ni,2
šu,šu,šu-tu-ni,2
šu,šu,šu-tu₂,2
šu,šu,šu-tu₂-u-ni,2
šu,šu,šu-uh,2
šu,šu,šu-x,2
šu,šu,šu-x+x,2
šu,šu,šu-ṭur,2
šu,šu,ERIM-MEŠ-šu-nu,1
šu,šu,EŠ₂.QAR-šu,1
šu,šu,IGI.2-MEŠ-šu,1
šu,šu,KI.TA-šu,1
šu,šu,KUR-šu,1
šu,šu,UGU-hi-šu,1
šu,šu,URU-šu,1
šu,šu,a-lak-šu-u₂,1
šu,šu,a-sa-al-šu,1
šu,šu,a-sa-ka-an-šu-nu,1
šu,šu,a-sa-ʾa-al-šu,1
šu,šu,ap-ti-qid-šu-nu,1
šu,šu,aq-ṭi-ba-aš₂-šu,1
šu,šu,at-ti-di-in-šu,1
šu,šu,dib-bi-šu,1
šu,šu,e-mu-ru-šu,1
šu,šu,e-pa-šu-u-ni,1
šu,šu,e-ta-an-šu,1
šu,šu,e-tap-šu,1
šu,šu,er-ri-šu,1
šu,šu,gab-bi-šu,1
šu,šu,i-ma-ha-ru-šu-nu,1
šu,šu,i-na-šu-ru,1
šu,šu,i-ti-ši-šu,1
šu,šu,i-šu-nu-u,1
šu,šu,ik-šu-da,1
šu,šu,ik-šu-ud,1
šu,šu,is-si-šu,1
šu,šu,it-tan-nu-niš-šu-nu,1
šu,šu,iš-šu-u-ni,1
šu,šu,ku-zip-pi-šu,1
šu,šu,la-a-šu-u,1
šu,šu,la-šu-u-ma,1
šu,šu,li-ir-u₂-ba-šu-nu,1
šu,šu,lu-bi-lu-na-šu-nu,1
šu,šu,lu-bi-lu-u₂-ni-šu-nu,1
šu,šu,lu-ra-mi-šu-nu,1
šu,šu,lu-ša₂-bal-ki-tu-šu,1
šu,šu,ma-ṣar-te-šu,1
šu,šu,mu-hur-šu,1
šu,šu,na-šu-u₂,1
šu,šu,ni-ik-šu-du,1
šu,šu,pa-ni-šu-nu,1
šu,šu,pi-i-šu,1
šu,šu,pi-il-ka-šu-nu,1
šu,šu,qa-bu-ni-šu-u-ni,1
šu,šu,qar-ba-te-šu,1
šu,šu,ra-me-ni-šu,1
šu,šu,ta-ad-bu-ka-šu-nu-u₂,1
šu,šu,ta-da-šu-nu,1
šu,šu,ta-ra-a-mu-šu-u-ni,1
šu,šu,ta-ra-an-šu,1
šu,šu,taq-ba-aš₂-šu,1
šu,šu,tu-up-ta-ti-šu,1
šu,šu,tu-us-se-ši-ib-šu,1
šu,šu,us-se-bi-la-aš₂-šu,1
šu,šu,us-se-ri-du-ni-eš-šu,1
šu,šu,u₂-de-e-šu,1
šu,šu,u₂-pat-ti-šu,1
šu,šu,u₂-pu-šu,1
šu,šu,u₂-ša₂-kal-šu-nu,1
šu,šu,u₂-šu-bu,1
šu,šu,x+x-šu-nu,1
šu,šu,x-šu-nu,1
šu,šu,{1}šu-zu-bu,1
šu,šu,{d}šu-ri-in-ni,1
šu,šu,{ŠE}kur-diš-šu,1
šu,šu,ŠA₃-bi-šu,1
šu,šu,ŠEŠ-šu,1
šu,šu,ša₂-šu-me,1
šu,šu,še-šu-bi,1
šu,šu,šu-kun,1
šu,šu,šu-me-li,1
šu,šu,šu-na-a.a,1
šu,šu,šu-tu₂-ma,1
šu,šu,šu-tu₂-ni,1
šu,šu,šu-tu₂-u-ma,1
šu,šu,šu-u-tu,1
šu,šu,šu-up-ru,1
šu,šu,šu-ṭur-ra,1
šu,šu,šub-ti-šu,1
šu,šu,ṭe₃-šu-nu,1
šu,šu,ṭup-pi-šu,1
šum,šum,šum-ma,9
šum,šum₂,šum₂-mu,30
šum,šum₂,šum₂-ma,17
šum,šum₂,{1}10-šum₂-ki,1
šu,šu₂,DUMU-ŠEŠ-AD-šu₂,12
šu,šu₂,i-si-šu₂-nu,11
šu,šu₂,ŠA₃-bi-šu₂-nu,11
šu,šu₂,la-aš₂-šu₂,10
šu,šu₂,šu₂-u,10
šu,šu₂,UGU-hi-šu₂-nu,9
šu,šu₂,la-a-šu₂,8
šu,šu₂,šu₂-nu,8
šu,šu₂,pa-ni-šu₂-nu,6
šu,šu₂,x-šu₂-nu,6
šu,šu₂,UGU-hi-šu₂,5
šu,šu₂,UN-MEŠ-šu₂,5
šu,šu₂,dul-la-šu₂-nu,5
šu,šu₂,e-tap-šu₂,5
šu,šu₂,x+x-šu₂,5
šu,šu₂,DUMU-ŠEŠ-šu₂,4
šu,šu₂,E₂-AD-šu₂,4
šu,šu₂,E₂-EN-MEŠ-šu₂,4
šu,šu₂,E₂-šu₂,4
šu,šu₂,IGI-šu₂,4
šu,šu₂,PAB-šu₂,4
šu,šu₂,i-si-šu₂,4
šu,šu₂,{LU₂}A-KIN-šu₂,4
šu,šu₂,šu₂,4
šu,šu₂,02-šu₂,3
šu,šu₂,AD-šu₂,3
šu,šu₂,DUMU-šu₂,3
šu,šu₂,KUR-šu₂,3
šu,šu₂,a-sa-al-šu₂,3
šu,šu₂,a-sa-ʾa-al-šu₂,3
šu,šu₂,e-pu-šu₂,3
šu,šu₂,i-se-e-šu₂,3
šu,šu₂,la-šu₂,3
šu,šu₂,le-pu-šu₂,3
šu,šu₂,{LU₂}ARAD-MEŠ-šu₂,3
šu,šu₂,{LU₂}e-mu-qi-šu₂-nu,3
šu,šu₂,ARAD-MEŠ-šu₂,2
šu,šu₂,EN-ha-bu-li-šu₂-nu,2
šu,šu₂,EN-ṣa-si-šu₂-nu,2
šu,šu₂,E₂-MEŠ-šu₂-nu,2
šu,šu₂,E₂-ub-re-e-šu₂,2
šu,šu₂,GIR₃.2-šu₂-nu,2
šu,šu₂,IGI-šu₂-nu,2
šu,šu₂,IGI.2-šu₂,2
šu,šu₂,a-sa-kan-šu₂,2
šu,šu₂,be-li₂-šu₂,2
šu,šu₂,bir-tu-šu₂-nu,2
šu,šu₂,gab-bi-šu₂-nu,2
šu,šu₂,is-se-e-šu₂,2
šu,šu₂,is-si-šu₂,2
šu,šu₂,is-si-šu₂-nu,2
šu,šu₂,ku-mu-šu₂,2
šu,šu₂,lib-bu-šu₂,2
šu,šu₂,liš-al-šu₂-nu,2
šu,šu₂,lu-še-šib-šu₂-nu,2
šu,šu₂,na-ṣu-ni-šu₂,2
šu,šu₂,pa-ni-šu₂,2
šu,šu₂,pi-i-šu₂,2
šu,šu₂,pil₂-ki-šu₂,2
šu,šu₂,pil₂-ku-šu₂,2
šu,šu₂,ra-me-ni-šu₂-nu,2
šu,šu₂,re-e-šu₂,2
šu,šu₂,u₂-se-bi-la-šu₂-nu,2
šu,šu₂,u₂-ṣe-šu₂,2
šu,šu₂,x+x-šu₂-nu,2
šu,šu₂,{LU₂}ARAD-šu₂,2
šu,šu₂,{LU₂}DUMU-šu₂,2
šu,šu₂,{LU₂}GAL-MEŠ-šu₂,2
šu,šu₂,{LU₂}e-mu-qe-e-šu₂,2
šu,šu₂,{LU₂}ma-za-az-pa-ni-šu₂,2
šu,šu₂,{LU₂}tur-ta-nu-šu₂,2
šu,šu₂,ŠEŠ-MEŠ-šu₂,2
šu,šu₂,ŠEŠ-šu₂,2
šu,šu₂,ŠU.2-šu₂-nu,2
šu,šu₂,šub-ti-šu₂,2
šu,šu₂,03-ši-UD-me-šu₂,1
šu,šu₂,03-šu₂,1
šu,šu₂,04-šu₂,1
šu,šu₂,A-MEŠ-šu₂-nu,1
šu,šu₂,AN.BAR-e-šu₂,1
šu,šu₂,ARAD-MEŠ-ni-šu₂,1
šu,šu₂,ARAD-šu₂,1
šu,šu₂,A₂-šu₂,1
šu,šu₂,A₂.2-šu₂-nu,1
šu,šu₂,BAD₃-šu₂,1
šu,šu₂,DINGIR-MEŠ-ni-šu₂,1
šu,šu₂,DUG₃.GA-šu₂,1
šu,šu₂,DUMU-MEŠ-šu₂,1
šu,šu₂,DUMU-MEŠ-šu₂-nu,1
šu,šu₂,DUMU.MI₂-MEŠ-šu₂,1
šu,šu₂,DUMU.MI₂-MEŠ-šu₂-nu,1
šu,šu₂,EME-šu₂,1
šu,šu₂,ERIM-MEŠ-šu₂,1
šu,šu₂,E₂.KUR-ra-ti-šu₂-nu,1
šu,šu₂,GID₂.DA-šu₂,1
šu,šu₂,GIR₃-šu₂-nu,1
šu,šu₂,GIR₃.2-MEŠ-šu₂-nu,1
šu,šu₂,IGI-tu-šu₂-nu,1
šu,šu₂,IGI.2-MEŠ-šu₂,1
šu,šu₂,KASKAL.2-šu₂-nu,1
šu,šu₂,KI-šu₂,1
šu,šu₂,KI.TA-uš-šu₂,1
šu,šu₂,MI₂-šu₂,1
šu,šu₂,MU-MEŠ-šu₂-nu,1
šu,šu₂,MU-šu₂,1
šu,šu₂,NUMUN-šu₂,1
šu,šu₂,PAB-MEŠ-šu₂,1
šu,šu₂,UD-me-šu₂,1
šu,šu₂,UD-me-šu₂-nu,1
šu,šu₂,UGU-hi-šu₂-ma,1
šu,šu₂,UGU-šu₂-nu,1
šu,šu₂,UN-MEŠ-šu₂-ni,1
šu,šu₂,UN-MEŠ-šu₂-nu,1
šu,šu₂,URU-ME-šu₂-nu,1
šu,šu₂,URU-šu₂,1
šu,šu₂,ZI-MEŠ-šu₂,1
šu,šu₂,ZI-šu₂,1
šu,šu₂,a-da-na-aš₂-šu₂,1
šu,šu₂,a-ka-li-šu₂,1
šu,šu₂,a-qa-ba-šu₂,1
šu,šu₂,a-sa-al-šu₂-nu,1
šu,šu₂,a-sa-par-šu₂-nu,1
šu,šu₂,a-ta-na-aš₂-šu₂-nu,1
šu,šu₂,a-ta-na-šu₂,1
šu,šu₂,a-šap-pa-raš-šu₂-nu,1
šu,šu₂,a-šir-ta-šu₂-nu,1
šu,šu₂,am-ti-šu₂,1
šu,šu₂,aq-ṭi-ba-šu₂,1
šu,šu₂,aq-ṭi₂-ba-aš₂-šu₂,1
šu,šu₂,aq-ṭi₂-ba-šu₂,1
šu,šu₂,at-ta-sa-ah-šu₂,1
šu,šu₂,bat-qi-šu₂-nu,1
šu,šu₂,bat-te-šu₂,1
šu,šu₂,be-li₂-šu₂-nu,1
šu,šu₂,be₂-ta-a-ti-šu₂-nu,1
šu,šu₂,da-ak-ki-šu₂-nu,1
šu,šu₂,di-na-aš₂-šu₂,1
šu,šu₂,di-na-aš₂-šu₂-nu,1
šu,šu₂,dul-la-te-šu₂,1
šu,šu₂,du₆-lu-šu₂,1
šu,šu₂,e-gir₂-tu₂-šu₂,1
šu,šu₂,e-me-šu₂,1
šu,šu₂,e-mu-qa-šu₂,1
šu,šu₂,e-mu-qa-šu₂-u-ni,1
šu,šu₂,e-mu-qe-e-šu₂,1
šu,šu₂,e-pa-šu₂-ni,1
šu,šu₂,e-pa-šu₂-u-ni,1
šu,šu₂,e-pi-šu₂,1
šu,šu₂,e-pi-šu₂-te,1
šu,šu₂,e-pu-uš-šu₂,1
šu,šu₂,e-pu-šu₂-ni,1
šu,šu₂,e-ru-šu₂,1
šu,šu₂,ep-pa-šu₂-u-ni,1
šu,šu₂,gab-bi-šu₂,1
šu,šu₂,ha-ru-ur-ti-šu₂,1
šu,šu₂,i-ba-aš₂-šu₂-u-ni,1
šu,šu₂,i-pa-šu₂-u-ni,1
šu,šu₂,i-pu-gu-šu₂-ni,1
šu,šu₂,i-qa-bu-ni-šu₂,1
šu,šu₂,i-qa-bu-ni-šu₂-nu,1
šu,šu₂,i-qab-bu-ni-šu₂,1
šu,šu₂,i-sa-aʾ-lu-šu₂,1
šu,šu₂,i-si-ru-šu₂,1
šu,šu₂,i-si-šu₂-ma,1
šu,šu₂,i-ta-na-šu₂-nu,1
šu,šu₂,i-ša₂-ku-nu-šu₂,1
šu,šu₂,i-ša₂-kun-šu₂,1
šu,šu₂,id-du-ak-šu₂,1
šu,šu₂,ip-ta-ṭar-šu₂,1
šu,šu₂,iq-ṭi₂-ba-šu₂,1
šu,šu₂,ir-ti-šu₂-nu,1
šu,šu₂,ir-tu-gu-mu-ni-šu₂,1
šu,šu₂,is-sa-aʾ-lu-šu₂,1
šu,šu₂,iš-QAR-šu₂-nu,1
šu,šu₂,iṣ-ṣab-tu-ni-šu₂,1
šu,šu₂,kal-zi-šu₂,1
šu,šu₂,kan-nu-šu₂,1
šu,šu₂,kir-ka-niš-šu₂,1
šu,šu₂,ku-mu-uš-šu₂,1
šu,šu₂,la-a-aš₂-šu₂,1
šu,šu₂,la-a-di-na-šu₂,1
šu,šu₂,la-aš₂-šu₂-u-ni,1
šu,šu₂,li-di-na-aš₂-šu₂-nu,1
šu,šu₂,li-di-na-šu₂-nu,1
šu,šu₂,li-in-tu-ha-aš₂-šu₂,1
šu,šu₂,liš-al-šu₂,1
šu,šu₂,lu-bi-la-šu₂-nu,1
šu,šu₂,lu-bi-lu-ni-šu₂,1
šu,šu₂,lu-še-bi-la-aš₂-šu₂-u₂,1
šu,šu₂,lu-še-bil₂-šu₂,1
šu,šu₂,lu-še-ṣa-šu₂-nu,1
šu,šu₂,lu-še-ṣi-šu₂-nu,1
šu,šu₂,ma-da-na-te-šu₂-nu,1
šu,šu₂,ma-da-tu₂-šu₂-nu,1
šu,šu₂,ma-dak-tu₂-šu₂,1
šu,šu₂,ma-za-su-šu₂-nu,1
šu,šu₂,ma-ṣar-ta-šu₂-nu,1
šu,šu₂,ma-ṣar-ti-šu₂,1
šu,šu₂,mam₂-ma-MEŠ-šu₂-nu,1
šu,šu₂,me-li-šu₂,1
šu,šu₂,meš-lu-šu₂-nu,1
šu,šu₂,mi-ik-si-šu₂-nu,1
šu,šu₂,mu-šu₂,1
šu,šu₂,na-ṣa-aš₂-šu₂-nu,1
šu,šu₂,na-ṣu-niš-šu₂,1
šu,šu₂,ni-ša₂-kan-šu₂-nu,1
šu,šu₂,nu-u-ša₂-bal-kat₃-šu₂,1
šu,šu₂,pa-da-ka-a-ti-šu₂-nu,1
šu,šu₂,pa-gar-šu₂,1
šu,šu₂,pa-na-tu-uš-šu₂,1
šu,šu₂,pi-il-ki-šu₂-nu,1
šu,šu₂,pi-šu₂,1
šu,šu₂,pil₂-il-ki-šu₂-nu,1
šu,šu₂,qa-an-šu₂,1
šu,šu₂,qa-ba-šu₂-nu-u-ni,1
šu,šu₂,qa-ta-a-šu₂,1
šu,šu₂,qa-ti-šu₂,1
šu,šu₂,qi-ba-aš₂-šu₂,1
šu,šu₂,ra-ma-an-šu₂,1
šu,šu₂,ra-qu-te-e-šu₂,1
šu,šu₂,ram-ni-šu₂,1
šu,šu₂,re-ši-šu₂-nu,1
šu,šu₂,ta-bu-uk-šu₂-nu,1
šu,šu₂,ta-šam-a-ni-šu₂,1
šu,šu₂,tak-ta-ra-ar-šu₂,1
šu,šu₂,tu-ma-za-aʾ-šu₂-nu,1
šu,šu₂,tu-ta-ar-šu₂-nu,1
šu,šu₂,tu-ša₂-aš₂-kan-šu₂-nu,1
šu,šu₂,ub-ba-la-aš₂-šu₂-nu,1
šu,šu₂,uk-ta-šid-du-u₂-šu₂,1
šu,šu₂,up-ta-at-ti-šu₂,1
šu,šu₂,u₂-bi-lu-šu₂-u-ni,1
šu,šu₂,u₂-de-e-šu₂,1
šu,šu₂,u₂-di-šu₂,1
šu,šu₂,u₂-di-šu₂-nu,1
šu,šu₂,u₂-pa-hu-šu₂-nu,1
šu,šu₂,u₂-se-li-šu₂-nu,1
šu,šu₂,u₂-se-šib-šu₂,1
šu,šu₂,u₂-se-šib-šu₂-nu,1
šu,šu₂,u₂-ta-ni-šu₂-u-ni,1
šu,šu₂,u₂-ta-ru-šu₂-nu,1
šu,šu₂,u₂-ša-ad-bi-bu-šu₂,1
šu,šu₂,u₂-ša₂-aš₂-kan-šu₂-nu,1
šu,šu₂,u₂-še-šab-šu₂,1
šu,šu₂,u₂-ṣa-a-šu₂,1
šu,šu₂,u₂-ṣa-bi-tu-šu₂-nu,1
šu,šu₂,x+x-ir-šu₂-nu,1
šu,šu₂,x-li-šu₂-nu,1
šu,šu₂,x-ub-te-šu₂,1
šu,šu₂,ziq-ni-šu₂-nu,1
šu,šu₂,{ANŠE}BAD-HAL-šu₂,1
šu,šu₂,{ANŠE}KUR.RA-MEŠ-šu₂,1
šu,šu₂,{ANŠE}KUR.RA-MEŠ-šu₂-nu,1
šu,šu₂,{GIŠ}UR₃-MEŠ-šu₂,1
šu,šu₂,{KUŠ}E₂.UŠ-MEŠ-šu₂,1
šu,šu₂,{LU₂}ARAD-MEŠ-šu₂-nu,1
šu,šu₂,{LU₂}EN.NAM-MEŠ-te-e-šu₂,1
šu,šu₂,{LU₂}EN.NAM-MEŠ-šu₂,1
šu,šu₂,{LU₂}ERIM-MEŠ-šu₂,1
šu,šu₂,{LU₂}GAR-nu-šu₂,1
šu,šu₂,{LU₂}SAG-šu₂,1
šu,šu₂,{LU₂}TUR-MEŠ-šu₂,1
šu,šu₂,{LU₂}e-mu-qi-šu₂,1
šu,šu₂,{LU₂}ma-di-da-ni-šu₂,1
šu,šu₂,{LU₂}šak-ni-šu₂-nu,1
šu,šu₂,{LU₂}ša₂-kan-šu₂-nu,1
šu,šu₂,{LU₂}ša₂-sa-ga-te-šu₂,1
šu,šu₂,{URU}ŠE-MEŠ-ni-šu₂,1
šu,šu₂,{URU}ša-bi-ri-šu₂,1
šu,šu₂,{URU}ša₂-bi-ri-šu₂,1
šu,šu₂,{URU}šu₂-gur-a.a,1
šu,šu₂,{ŠE}IN.NU-šu₂-o-nu,1
šu,šu₂,{ŠE}NUMUN-MEŠ-šu₂-nu,1
šu,šu₂,{ŠE}PAD-MEŠ-šu₂-nu,1
šu,šu₂,{ŠE}e-bu-ru-šu₂-nu,1
šu,šu₂,ŠA₃-bi-šu₂,1
šu,šu₂,ŠA₃-šu₂-nu,1
šu,šu₂,ŠU.2-šu₂,1
šu,šu₂,ša₂-a-šu₂,1
šu,šu₂,ša₂-šu₂-ma,1
šu,šu₂,še-bi-la-aš₂-šu₂,1
šu,šu₂,še-bi-la-šu₂,1
šu,šu₂,šup-ra-aš₂-šu₂,1
šu,šu₂,šup-ra-šu₂,1
šu,šu₂,šu₂-nu-u₂-ma,1
šu,šu₂,šu₂-tu₂,1
šu,šu₂,ṣa-hi-i-ti-šu₂,1
šu,šu₂,ṭe₂-mi-i-šu₂,1
šu,šu₂,ṭe₃-en-šu₂,1
šu,šu₂,ṭe₃-en-šu₂-ni,1
ṭe,ṭe,ṭe-e-mu,2
ṭe,ṭe,mu-ṭe-e,1
ṭe,ṭe₂,ṭe₂-mi-i-šu₂,1
ṭe,ṭe₃,ṭe₃-e-mu,21
ṭe,ṭe₃,ṭe₃-mu,5
ṭe,ṭe₃,{LU₂}ši-kin₂-ṭe₃-me,2
ṭe,ṭe₃,ṭe₃-e-me,1
ṭe,ṭe₃,ṭe₃-e-mu-ni,1
ṭe,ṭe₃,ṭe₃-en-šu₂,1
ṭe,ṭe₃,ṭe₃-en-šu₂-ni,1
ṭe,ṭe₃,ṭe₃-ma-te,1
ṭe,ṭe₃,ṭe₃-me,1
ṭe,ṭe₃,ṭe₃-šu-nu,1
ṭi,ṭi,iq-ṭi-bu-u-ni,3
ṭi,ṭi,{1}bal-ṭi-iq-bi,2
ṭi,ṭi,ša₂-ṭi-ir,2
ṭi,ṭi,aq-ṭi-ba-aš₂-šu,1
ṭi,ṭi,aq-ṭi-ba-aš₂-šu-nu,1
ṭi,ṭi,aq-ṭi-ba-šu₂,1
ṭi,ṭi,aq-ṭi-bi,1
ṭi,ṭi,hi-iṭ-ṭi,1
ṭi,ṭi,hi-iṭ-ṭi-ia,1
ṭi,ṭi,hi-ṭi-ia,1
ṭi,ṭi,iq-ṭi-bi,1
ṭi,ṭi,iq-ṭi-bi-u₂,1
ṭi,ṭi,iq-ṭi-bu-na-ši,1
ṭi,ṭi,ka-ṭi-ra,1
ṭi,ṭi,lu-ka-ṭi-ru,1
ṭi,ṭi₂,iq-ṭi₂-bi-a,16
ṭi,ṭi₂,aq-ṭi₂-bi,5
ṭi,ṭi₂,iq-ṭi₂-bi,5
ṭi,ṭi₂,iq-ṭi₂-bu-ni,3
ṭi,ṭi₂,iq-ṭi₂-bi-u,2
ṭi,ṭi₂,iq-ṭi₂-bu-u-ni,2
ṭi,ṭi₂,ni-iq-ṭi₂-ri-ib,2
ṭi,ṭi₂,aq-ṭi₂-ba-aš₂-šu₂,1
ṭi,ṭi₂,aq-ṭi₂-ba-šu₂,1
ṭi,ṭi₂,aq-ṭi₂-rib,1
ṭi,ṭi₂,in-ṭi₂-u₂,1
ṭi,ṭi₂,iq-ṭi₂-ba-na-ši,1
ṭi,ṭi₂,ni-iq-ṭi₂-rib,1
ṭi,ṭi₂,pa-ṭi₂-ir,1
ṭi,ṭi₂,un-ta-ṭi₂,1
