,form,headword,instance,xis_entry,xis_form
268,a-di,adi[until]PRP,saao/sargonletters:P314041.6.3,akk.r0004b,akk.r0004d
269,a-di,adi[until]PRP,saao/sargonletters:P314289.5.1,akk.r0004b,akk.r0004d
270,a-di,adi[until]PRP,saao/sargonletters:P334037.23.1,akk.r0004b,akk.r0004d
271,a-di,adi[until]PRP,saao/sargonletters:P334047.11.1,akk.r0004b,akk.r0004d
272,a-di,adi[until]PRP,saao/sargonletters:P334049.33.1,akk.r0004b,akk.r0004d
273,a-di,adi[until]PRP,saao/sargonletters:P334050.33.2,akk.r0004b,akk.r0004d
274,a-di,adi[until]PRP,saao/sargonletters:P334084.41.1,akk.r0004b,akk.r0004d
275,a-di,adi[until]PRP,saao/sargonletters:P334090.12.1,akk.r0004b,akk.r0004d
276,a-di,adi[until]PRP,saao/sargonletters:P334090.12.3,akk.r0004b,akk.r0004d
277,a-di,adi[until]PRP,saao/sargonletters:P334113.10.1,akk.r0004b,akk.r0004d
278,a-di,adi[until]PRP,saao/sargonletters:P334137.17.1,akk.r0004b,akk.r0004d
279,a-di,adi[until]PRP,saao/sargonletters:P334152.36.1,akk.r0004b,akk.r0004d
280,a-di,adi[until]PRP,saao/sargonletters:P334163.7.2,akk.r0004b,akk.r0004d
281,a-di,adi[until]PRP,saao/sargonletters:P334195.37.3,akk.r0004b,akk.r0004d
282,a-di,adi[until]PRP,saao/sargonletters:P334279.21.3,akk.r0004b,akk.r0004d
283,a-di,adi[until]PRP,saao/sargonletters:P334279.29.1,akk.r0004b,akk.r0004d
284,a-di,adi[until]PRP,saao/sargonletters:P334279.36.3,akk.r0004b,akk.r0004d
285,a-di,adi[until]PRP,saao/sargonletters:P334280.7.1,akk.r0004b,akk.r0004d
286,a-di,adi[until]PRP,saao/sargonletters:P334291.14.6,akk.r0004b,akk.r0004d
287,a-di,adi[until]PRP,saao/sargonletters:P334291.21.2,akk.r0004b,akk.r0004d
288,a-di,adi[until]PRP,saao/sargonletters:P334291.42.2,akk.r0004b,akk.r0004d
289,a-di,adi[until]PRP,saao/sargonletters:P334298.37.3,akk.r0004b,akk.r0004d
290,a-di,adi[until]PRP,saao/sargonletters:P334314.43.3,akk.r0004b,akk.r0004d
291,a-di,adi[until]PRP,saao/sargonletters:P334333.21.4,akk.r0004b,akk.r0004d
292,a-di,adi[until]PRP,saao/sargonletters:P334333.25.4,akk.r0004b,akk.r0004d
293,a-di,adi[until]PRP,saao/sargonletters:P334333.38.1,akk.r0004b,akk.r0004d
294,a-di,adi[until]PRP,saao/sargonletters:P334344.11.1,akk.r0004b,akk.r0004d
295,a-di,adi[until]PRP,saao/sargonletters:P334355.20.2,akk.r0004b,akk.r0004d
296,a-di,adi[until]PRP,saao/sargonletters:P334359.9.2,akk.r0004b,akk.r0004d
297,a-di,adi[until]PRP,saao/sargonletters:P334439.19.1,akk.r0004b,akk.r0004d
298,a-di,adi[until]PRP,saao/sargonletters:P334439.22.1,akk.r0004b,akk.r0004d
299,a-di,adi[until]PRP,saao/sargonletters:P334439.25.1,akk.r0004b,akk.r0004d
300,a-di,adi[until]PRP,saao/sargonletters:P334498.11.4,akk.r0004b,akk.r0004d
301,a-di,adi[until]PRP,saao/sargonletters:P334587.16.4,akk.r0004b,akk.r0004d
302,a-di,adi[until]PRP,saao/sargonletters:P334587.19.2,akk.r0004b,akk.r0004d
303,a-di,adi[until]PRP,saao/sargonletters:P334595.13.1,akk.r0004b,akk.r0004d
304,a-di,adi[until]PRP,saao/sargonletters:P334621.11.4,akk.r0004b,akk.r0004d
305,a-di,adi[until]PRP,saao/sargonletters:P334621.15.1,akk.r0004b,akk.r0004d
306,a-di,adi[until]PRP,saao/sargonletters:P334820.12.3,akk.r0004b,akk.r0004d
307,a-di,adi[until]PRP,saao/sargonletters:P334820.27.4,akk.r0004b,akk.r0004d
308,a-di,adi[until]PRP,saao/sargonletters:P334839.9.2,akk.r0004b,akk.r0004d
309,a-di,adi[until]PRP,saao/sargonletters:P334841.7.1,akk.r0004b,akk.r0004d
310,a-di,adi[until]PRP,saao/sargonletters:P334864.14.1,akk.r0004b,akk.r0004d
311,a-di,adi[until]PRP,saao/sargonletters:P334910.6.2,akk.r0004b,akk.r0004d
312,a-di,adi[until]PRP,saao/sargonletters:P393866.14.1,akk.r0004b,akk.r0004d
313,a-di,adi[until]PRP,saao/sargonletters:P393866.19.1,akk.r0004b,akk.r0004d
314,a-di,adi[until]PRP,saao/sargonletters:X900004.12.2,akk.r0004b,akk.r0004d
315,a-di,adi[until]PRP,saao/sargonletters:X900004.25.1,akk.r0004b,akk.r0004d
316,a-di,adi[until]PRP,saao/sargonletters:X900004.9.2,akk.r0004b,akk.r0004d
317,a-di,adi[until]PRP,saao/sargonletters:X900010.27.1,akk.r0004b,akk.r0004d
318,a-di,adi[until]PRP,saao/sargonletters:X900010.28.1,akk.r0004b,akk.r0004d
319,a-du,adi[until]PRP,saao/sargonletters:P224485.16.6,akk.r0004b,akk.r0004e
320,a-du,adi[until]PRP,saao/sargonletters:P224485.57.3,akk.r0004b,akk.r0004e
321,a-du,adi[until]PRP,saao/sargonletters:P224485.68.4,akk.r0004b,akk.r0004e
322,a-du,adi[until]PRP,saao/sargonletters:P224485.69.2,akk.r0004b,akk.r0004e
323,a-du,adi[until]PRP,saao/sargonletters:P313417.14.1,akk.r0004b,akk.r0004e
324,a-du,adi[until]PRP,saao/sargonletters:P313434.11.1,akk.r0004b,akk.r0004e
325,a-du,adi[until]PRP,saao/sargonletters:P313434.12.1,akk.r0004b,akk.r0004e
326,a-du,adi[until]PRP,saao/sargonletters:P313434.28.6,akk.r0004b,akk.r0004e
327,a-du,adi[until]PRP,saao/sargonletters:P313457.30.1,akk.r0004b,akk.r0004e
328,a-du,adi[until]PRP,saao/sargonletters:P313462.46.4,akk.r0004b,akk.r0004e
329,a-du,adi[until]PRP,saao/sargonletters:P313473.15.1,akk.r0004b,akk.r0004e
330,a-du,adi[until]PRP,saao/sargonletters:P313507.10.4,akk.r0004b,akk.r0004e
331,a-du,adi[until]PRP,saao/sargonletters:P313507.19.2,akk.r0004b,akk.r0004e
332,a-du,adi[until]PRP,saao/sargonletters:P313551.8.2,akk.r0004b,akk.r0004e
333,a-du,adi[until]PRP,saao/sargonletters:P313706.20.2,akk.r0004b,akk.r0004e
334,a-du,adi[until]PRP,saao/sargonletters:P313753.8.1,akk.r0004b,akk.r0004e
335,a-du,adi[until]PRP,saao/sargonletters:P313814.49.5,akk.r0004b,akk.r0004e
336,a-du,adi[until]PRP,saao/sargonletters:P313814.54.1,akk.r0004b,akk.r0004e
337,a-du,adi[until]PRP,saao/sargonletters:P313814.57.3,akk.r0004b,akk.r0004e
338,a-du,adi[until]PRP,saao/sargonletters:P313814.63.1,akk.r0004b,akk.r0004e
339,a-du,adi[until]PRP,saao/sargonletters:P313817.11.6,akk.r0004b,akk.r0004e
340,a-du,adi[until]PRP,saao/sargonletters:P313863.3.7,akk.r0004b,akk.r0004e
341,a-du,adi[until]PRP,saao/sargonletters:P313874.13.1,akk.r0004b,akk.r0004e
342,a-du,adi[until]PRP,saao/sargonletters:P314023.10.2,akk.r0004b,akk.r0004e
343,a-du,adi[until]PRP,saao/sargonletters:P314029.7.2,akk.r0004b,akk.r0004e
344,a-du,adi[until]PRP,saao/sargonletters:P314039.11.1,akk.r0004b,akk.r0004e
345,a-du,adi[until]PRP,saao/sargonletters:P314068.3.1,akk.r0004b,akk.r0004e
346,a-du,adi[until]PRP,saao/sargonletters:P314068.8.1,akk.r0004b,akk.r0004e
347,a-du,adi[until]PRP,saao/sargonletters:P314232.11.1,akk.r0004b,akk.r0004e
348,a-du,adi[until]PRP,saao/sargonletters:P314232.29.1,akk.r0004b,akk.r0004e
349,a-du,adi[until]PRP,saao/sargonletters:P314243.13.5,akk.r0004b,akk.r0004e
350,a-du,adi[until]PRP,saao/sargonletters:P314243.4.5,akk.r0004b,akk.r0004e
351,a-du,adi[until]PRP,saao/sargonletters:P314276.10.2,akk.r0004b,akk.r0004e
352,a-du,adi[until]PRP,saao/sargonletters:P314278.10.2,akk.r0004b,akk.r0004e
353,a-du,adi[until]PRP,saao/sargonletters:P314295.4.2,akk.r0004b,akk.r0004e
354,a-du,adi[until]PRP,saao/sargonletters:P314304.16.6,akk.r0004b,akk.r0004e
355,a-du,adi[until]PRP,saao/sargonletters:P314312.12.1,akk.r0004b,akk.r0004e
356,a-du,adi[until]PRP,saao/sargonletters:P334042.11.1,akk.r0004b,akk.r0004e
357,a-du,adi[until]PRP,saao/sargonletters:P334043.11.1,akk.r0004b,akk.r0004e
358,a-du,adi[until]PRP,saao/sargonletters:P334044.32.1,akk.r0004b,akk.r0004e
359,a-du,adi[until]PRP,saao/sargonletters:P334076.12.4,akk.r0004b,akk.r0004e
360,a-du,adi[until]PRP,saao/sargonletters:P334076.13.2,akk.r0004b,akk.r0004e
361,a-du,adi[until]PRP,saao/sargonletters:P334076.16.1,akk.r0004b,akk.r0004e
362,a-du,adi[until]PRP,saao/sargonletters:P334077.55.3,akk.r0004b,akk.r0004e
363,a-du,adi[until]PRP,saao/sargonletters:P334092.37.1,akk.r0004b,akk.r0004e
364,a-du,adi[until]PRP,saao/sargonletters:P334104.33.1,akk.r0004b,akk.r0004e
365,a-du,adi[until]PRP,saao/sargonletters:P334114.38.1,akk.r0004b,akk.r0004e
366,a-du,adi[until]PRP,saao/sargonletters:P334116.32.1,akk.r0004b,akk.r0004e
367,a-du,adi[until]PRP,saao/sargonletters:P334142.44.4,akk.r0004b,akk.r0004e
368,a-du,adi[until]PRP,saao/sargonletters:P334143.29.1,akk.r0004b,akk.r0004e
369,a-du,adi[until]PRP,saao/sargonletters:P334143.55.1,akk.r0004b,akk.r0004e
370,a-du,adi[until]PRP,saao/sargonletters:P334151.11.1,akk.r0004b,akk.r0004e
371,a-du,adi[until]PRP,saao/sargonletters:P334195.27.1,akk.r0004b,akk.r0004e
372,a-du,adi[until]PRP,saao/sargonletters:P334273.9.1,akk.r0004b,akk.r0004e
373,a-du,adi[until]PRP,saao/sargonletters:P334322.47.1,akk.r0004b,akk.r0004e
374,a-du,adi[until]PRP,saao/sargonletters:P334322.56.2,akk.r0004b,akk.r0004e
375,a-du,adi[until]PRP,saao/sargonletters:P334372.20.1,akk.r0004b,akk.r0004e
376,a-du,adi[until]PRP,saao/sargonletters:P334405.17.2,akk.r0004b,akk.r0004e
377,a-du,adi[until]PRP,saao/sargonletters:P334504.6.3,akk.r0004b,akk.r0004e
378,a-du,adi[until]PRP,saao/sargonletters:P334518.7.1,akk.r0004b,akk.r0004e
379,a-du,adi[until]PRP,saao/sargonletters:P334534.10.1,akk.r0004b,akk.r0004e
380,a-du,adi[until]PRP,saao/sargonletters:P334535.5.1,akk.r0004b,akk.r0004e
381,a-du,adi[until]PRP,saao/sargonletters:P334555.27.2,akk.r0004b,akk.r0004e
382,a-du,adi[until]PRP,saao/sargonletters:P334555.28.1,akk.r0004b,akk.r0004e
383,a-du,adi[until]PRP,saao/sargonletters:P334565.13.1,akk.r0004b,akk.r0004e
384,a-du,adi[until]PRP,saao/sargonletters:P334638.8.1,akk.r0004b,akk.r0004e
385,a-du,adi[until]PRP,saao/sargonletters:P334695.38.4,akk.r0004b,akk.r0004e
386,a-du,adi[until]PRP,saao/sargonletters:P334703.26.2,akk.r0004b,akk.r0004e
387,a-du,adi[until]PRP,saao/sargonletters:P334773.32.5,akk.r0004b,akk.r0004e
388,a-du,adi[until]PRP,saao/sargonletters:P334820.41.1,akk.r0004b,akk.r0004e
389,a-du,adi[until]PRP,saao/sargonletters:P334820.43.2,akk.r0004b,akk.r0004e
390,a-du,adi[until]PRP,saao/sargonletters:P334824.11.1,akk.r0004b,akk.r0004e
391,a-du,adi[until]PRP,saao/sargonletters:P334834.12.1,akk.r0004b,akk.r0004e
392,a-du,adi[until]PRP,saao/sargonletters:P334834.15.13,akk.r0004b,akk.r0004e
393,a-du,adi[until]PRP,saao/sargonletters:P334834.8.3,akk.r0004b,akk.r0004e
394,a-du,adi[until]PRP,saao/sargonletters:P334837.30.6,akk.r0004b,akk.r0004e
395,a-du,adi[until]PRP,saao/sargonletters:P334846.7.3,akk.r0004b,akk.r0004e
396,a-du,adi[until]PRP,saao/sargonletters:P334865.16.1,akk.r0004b,akk.r0004e
397,a-du,adi[until]PRP,saao/sargonletters:P336167.10.2,akk.r0004b,akk.r0004e
398,a-du,adi[until]PRP,saao/sargonletters:P336169.18.1,akk.r0004b,akk.r0004e
399,a-du,adi[until]PRP,saao/sargonletters:P336595.6.1,akk.r0004b,akk.r0004e
400,a-du,adi[until]PRP,saao/sargonletters:X900012.40.1,akk.r0004b,akk.r0004e
401,a-du-u₂,adi[until]PRP,saao/sargonletters:P313796.11.1,akk.r0004b,akk.r0004f
402,a-du-u₂,adi[until]PRP,saao/sargonletters:P313796.12.3,akk.r0004b,akk.r0004f
403,a-du-u₂,adi[until]PRP,saao/sargonletters:P313796.18.1,akk.r0004b,akk.r0004f
404,a-du-u₂,adi[until]PRP,saao/sargonletters:P313796.20.1,akk.r0004b,akk.r0004f
405,a-du-u₂,adi[until]PRP,saao/sargonletters:P313796.27.4,akk.r0004b,akk.r0004f
406,a-du-u₂,adi[until]PRP,saao/sargonletters:P313796.7.4,akk.r0004b,akk.r0004f
407,a-du-u₂,adi[until]PRP,saao/sargonletters:P313796.9.3,akk.r0004b,akk.r0004f
408,a-du-u₂,adi[until]PRP,saao/sargonletters:P334708.41.2,akk.r0004b,akk.r0004f
409,ad-ra-te,adru[threshing floor]N,saao/sargonletters:P334674.9.2,akk.r00068,akk.r00069
410,ad-ra-te-šu₂-nu,adru[threshing floor]N,saao/sargonletters:P313803.5.6,akk.r00068,akk.r0006a
411,ad-ri-ia,adru[threshing floor]N,saao/sargonletters:P336775.6.7,akk.r00068,akk.r0006b
412,ad-ri-šu₂,adru[threshing floor]N,saao/sargonletters:P313892.16.7,akk.r00068,akk.r0006c
413,a-de-e,adû[(treaty-)oath]N,saao/sargonletters:P313644.50.4,akk.r0006d,akk.r0006d
414,a-de-e,adû[(treaty-)oath]N,saao/sargonletters:P314149.6.5,akk.r0006d,akk.r0006d
415,a-de-e,adû[(treaty-)oath]N,saao/sargonletters:P314232.35.5,akk.r0006d,akk.r0006d
416,a-de-e,adû[(treaty-)oath]N,saao/sargonletters:P334039.17.2,akk.r0006d,akk.r0006d
417,a-de-e,adû[(treaty-)oath]N,saao/sargonletters:P334039.7.4,akk.r0006d,akk.r0006d
418,a-de-e,adû[(treaty-)oath]N,saao/sargonletters:P334077.52.5,akk.r0006d,akk.r0006d
419,a-de-e,adû[(treaty-)oath]N,saao/sargonletters:P334077.9.1,akk.r0006d,akk.r0006d
420,a-de-e,adû[(treaty-)oath]N,saao/sargonletters:P334181.24.3,akk.r0006d,akk.r0006d
421,a-de-e,adû[(treaty-)oath]N,saao/sargonletters:P334673.24.2,akk.r0006d,akk.r0006d
422,a-gap-pi,agappu[wing]N,saao/sargonletters:P334125.6.3,akk.r0006f,akk.r00070
423,a-kap-pi,agappu[wing]N,saao/sargonletters:P334189.8.4,akk.r0006f,akk.r00071
424,kap-pi-šu₂-nu,agappu[wing]N,saao/sargonletters:P314052.7.1,akk.r0006f,akk.r00072
425,a-na-ga-ra,agāru[hire]V,saao/sargonletters:P313425.45.1,akk.r00076,akk.r00077
426,e-ga-ru-ni-ni,agāru[hire]V,saao/sargonletters:P334703.7.4,akk.r00076,akk.r00078
427,in-na-gu-ru,agāru[hire]V,saao/sargonletters:P313502.11.1,akk.r00076,akk.r00079
428,{LU₂}ag-ru-te,agru[hireling]N,saao/sargonletters:P313576.12.6,akk.r00073,akk.r00074
429,{LU₂}ag-ru-te-šu₂,agru[hireling]N,saao/sargonletters:P313576.25.3,akk.r00073,akk.r00075
430,a-ha-a-a-iš,ahāmiš[one another]PRP,saao/sargonletters:P313737.6.5,akk.r000bf,akk.r000c0
431,a-ha-a-a-iš,ahāmiš[one another]PRP,saao/sargonletters:P334114.36.4,akk.r000bf,akk.r000c0
432,a-ha-a-a-iš,ahāmiš[one another]PRP,saao/sargonletters:P334114.46.3,akk.r000bf,akk.r000c0
433,a-ha-a-a-iš,ahāmiš[one another]PRP,saao/sargonletters:P334781.8.6,akk.r000bf,akk.r000c0
434,a-ha-ii-ši,ahāmiš[one another]PRP,saao/sargonletters:P334446.15.4,akk.r000bf,akk.r000c1
435,a-ha-iš,ahāmiš[one another]PRP,saao/sargonletters:P313612.13.4,akk.r000bf,akk.r000c2
436,a-ha-iš,ahāmiš[one another]PRP,saao/sargonletters:P313672.7.3,akk.r000bf,akk.r000c2
437,a-ha-iš,ahāmiš[one another]PRP,saao/sargonletters:P334050.23.4,akk.r000bf,akk.r000c2
438,a-ha-iš,ahāmiš[one another]PRP,saao/sargonletters:P334084.17.3,akk.r000bf,akk.r000c2
439,a-ha-iš,ahāmiš[one another]PRP,saao/sargonletters:P334291.39.4,akk.r000bf,akk.r000c2
440,a-ha-iš,ahāmiš[one another]PRP,saao/sargonletters:P334298.25.3,akk.r000bf,akk.r000c2
441,a-ha-iš,ahāmiš[one another]PRP,saao/sargonletters:P334498.40.11,akk.r000bf,akk.r000c2
442,a-ha-iš,ahāmiš[one another]PRP,saao/sargonletters:P334865.12.4,akk.r000bf,akk.r000c2
443,a-ha-meš,ahāmiš[one another]PRP,saao/sargonletters:P334344.14.2,akk.r000bf,akk.r000c3
444,a-ha-meš,ahāmiš[one another]PRP,saao/sargonletters:P334360.20.1,akk.r000bf,akk.r000c3
445,a-ha-meš,ahāmiš[one another]PRP,saao/sargonletters:P334360.21.1,akk.r000bf,akk.r000c3
446,a-he-ii-ši,ahāmiš[one another]PRP,saao/sargonletters:P334279.42.2,akk.r000bf,akk.r000c4
447,a-he-iš,ahāmiš[one another]PRP,saao/sargonletters:P313646.9.2,akk.r000bf,akk.r000c5
448,a-he-iš,ahāmiš[one another]PRP,saao/sargonletters:P314232.14.3,akk.r000bf,akk.r000c5
449,a-he-iš,ahāmiš[one another]PRP,saao/sargonletters:P314244.12.3,akk.r000bf,akk.r000c5
450,a-he-iš,ahāmiš[one another]PRP,saao/sargonletters:P314268.6.3,akk.r000bf,akk.r000c5
451,a-he-iš,ahāmiš[one another]PRP,saao/sargonletters:P334073.22.2,akk.r000bf,akk.r000c5
452,a-he-iš,ahāmiš[one another]PRP,saao/sargonletters:P334193.4.7,akk.r000bf,akk.r000c5
453,a-he-iš,ahāmiš[one another]PRP,saao/sargonletters:P334198.11.4,akk.r000bf,akk.r000c5
454,a-he-iš,ahāmiš[one another]PRP,saao/sargonletters:P334834.12.6,akk.r000bf,akk.r000c5
455,a-hi-iš,ahāmiš[one another]PRP,saao/sargonletters:P334124.9.3,akk.r000bf,akk.r000c6
456,a-hi-ši,ahāmiš[one another]PRP,saao/sargonletters:P314278.6.3,akk.r000bf,akk.r000c7
457,a-hi-ši,ahāmiš[one another]PRP,saao/sargonletters:X900008.13.4,akk.r000bf,akk.r000c7
458,a-ha-am-ma,ahamma[apart]AV,saao/sargonletters:P334258.18.1,akk.r0007b,akk.r0007b
459,NIN-sa,ahātu[sister]N,saao/sargonletters:P334155.20.9,akk.r000c9,akk.r000ca
460,{MI₂}NIN-ŠEŠ-ka,ahātu[sister]N,saao/sargonletters:P313452.55.2,akk.r000c9,akk.r0009d
461,ta-ta-haz,ahāzu[take]V,saao/sargonletters:X900011.27.1,akk.r000cb,akk.r000cc
462,uh-hu-zu,ahāzu[take]V,saao/sargonletters:P313416.11.4,akk.r000cb,akk.r000cd
463,a-hi-te-šu₂,ahītu[side]N,saao/sargonletters:P334447.19.4,akk.r000ce,akk.r000cf
464,a-hi-ti-šu₂,ahītu[side]N,saao/sargonletters:P334447.6.6,akk.r000ce,akk.r000d0
465,A₂-MEŠ-šu₂-nu,ahu[arm]N,saao/sargonletters:P314246.31.10,akk.r0007c,akk.r0007d
466,A₂-ni,ahu[arm]N,saao/sargonletters:P334776.5.1,akk.r0007c,akk.r0007e
467,A₂-šu₂,ahu[arm]N,saao/sargonletters:P334280.25.1,akk.r0007c,akk.r0007f
468,A₂-šu₂,ahu[arm]N,saao/sargonletters:P393866.31.2,akk.r0007c,akk.r0007f
469,A₂-šu₂-nu,ahu[arm]N,saao/sargonletters:P334388.4.2,akk.r0007c,akk.r00080
470,A₂.2,ahu[arm]N,saao/sargonletters:P334917.43.1,akk.r0007c,akk.r00081
471,A₂.2-MEŠ,ahu[arm]N,saao/sargonletters:P334687.23.1,akk.r0007c,akk.r00082
472,A₂.2-MEŠ-ni,ahu[arm]N,saao/sargonletters:P334314.45.1,akk.r0007c,akk.r00083
473,A₂.2-MEŠ-šu₂-nu,ahu[arm]N,saao/sargonletters:P313778.19.6,akk.r0007c,akk.r00084
474,A₂.2-ka,ahu[arm]N,saao/sargonletters:P313644.22.4,akk.r0007c,akk.r00085
475,A₂.2-ka,ahu[arm]N,saao/sargonletters:P334398.11.2,akk.r0007c,akk.r00085
476,A₂.2-ka,ahu[arm]N,saao/sargonletters:P334693.28.1,akk.r0007c,akk.r00085
477,A₂.2-ku-nu,ahu[arm]N,saao/sargonletters:P334771.17.7,akk.r0007c,akk.r00086
478,A₂.2-ni,ahu[arm]N,saao/sargonletters:P313774.4.5,akk.r0007c,akk.r00087
479,A₂.2-ni,ahu[arm]N,saao/sargonletters:P313837.19.3,akk.r0007c,akk.r00087
480,A₂.2-ni,ahu[arm]N,saao/sargonletters:P314022.9.6,akk.r0007c,akk.r00087
481,A₂.2-ni,ahu[arm]N,saao/sargonletters:P393866.11.3,akk.r0007c,akk.r00087
482,A₂.2-šu₂,ahu[arm]N,saao/sargonletters:P313548.12.3,akk.r0007c,akk.r00088
483,A₂.2-šu₂,ahu[arm]N,saao/sargonletters:P314111.5.5,akk.r0007c,akk.r00088
484,A₂.2-šu₂-nu,ahu[arm]N,saao/sargonletters:P334049.31.2,akk.r0007c,akk.r00089
485,a-hi,ahu[arm]N,saao/sargonletters:P313575.28.4,akk.r0007c,akk.r0008a
486,a-hi,ahu[arm]N,saao/sargonletters:P334810.9.1,akk.r0007c,akk.r0008a
487,{UZU}A₂-šu₂-nu,ahu[arm]N,saao/sargonletters:P313498.27.4,akk.r0007c,akk.r0008b
488,DUMU-PAB-šu₂,ahu[brother]N,saao/sargonletters:P334583.5.1,akk.r00092,akk.r00093
489,DUMU-ŠEŠ-AD-šu₂,ahu[brother]N,saao/sargonletters:P334079.17.2,akk.r00092,akk.r00020
490,DUMU-ŠEŠ-AD-šu₂,ahu[brother]N,saao/sargonletters:P334079.35.2,akk.r00092,akk.r00020
491,DUMU-ŠEŠ-AD-šu₂,ahu[brother]N,saao/sargonletters:P334079.7.1,akk.r00092,akk.r00020
492,DUMU-ŠEŠ-AD-šu₂,ahu[brother]N,saao/sargonletters:P334396.18.1,akk.r00092,akk.r00020
493,DUMU-ŠEŠ-AD-šu₂,ahu[brother]N,saao/sargonletters:P334502.21.5,akk.r00092,akk.r00020
494,DUMU-ŠEŠ-ka,ahu[brother]N,saao/sargonletters:P313452.55.3,akk.r00092,akk.r00094
495,DUMU-ŠEŠ-šu₂,ahu[brother]N,saao/sargonletters:P334396.12.1,akk.r00092,akk.r00095
496,DUMU-ŠEŠ-šu₂,ahu[brother]N,saao/sargonletters:P334396.14.1,akk.r00092,akk.r00095
497,PAB,ahu[brother]N,saao/sargonletters:P314023.9.1,akk.r00092,akk.r00096
498,PAB,ahu[brother]N,saao/sargonletters:P334783.25.2,akk.r00092,akk.r00096
499,PAB-MEŠ-ku-nu,ahu[brother]N,saao/sargonletters:P334595.13.2,akk.r00092,akk.r00097
500,PAB-MEŠ-šu₂,ahu[brother]N,saao/sargonletters:P334773.32.6,akk.r00092,akk.r00098
501,PAB-ia,ahu[brother]N,saao/sargonletters:P314023.10.3,akk.r00092,akk.r00099
502,PAB-ia,ahu[brother]N,saao/sargonletters:P314023.4.4,akk.r00092,akk.r00099
503,PAB-ia,ahu[brother]N,saao/sargonletters:P334498.36.2,akk.r00092,akk.r00099
504,PAB-u-a,ahu[brother]N,saao/sargonletters:P337151.24.1,akk.r00092,akk.r0009a
505,PAB-u-a,ahu[brother]N,saao/sargonletters:P337151.3.3,akk.r00092,akk.r0009a
506,PAB-u-a,ahu[brother]N,saao/sargonletters:P337151.5.4,akk.r00092,akk.r0009a
507,PAB-šu,ahu[brother]N,saao/sargonletters:P334155.18.2,akk.r00092,akk.r0009b
508,PAB-šu₂,ahu[brother]N,saao/sargonletters:P313515.5.2,akk.r00092,akk.r0009c
509,PAB-šu₂,ahu[brother]N,saao/sargonletters:P334100.12.2,akk.r00092,akk.r0009c
510,PAB-šu₂,ahu[brother]N,saao/sargonletters:P334100.18.1,akk.r00092,akk.r0009c
511,PAB-šu₂,ahu[brother]N,saao/sargonletters:P334100.29.3,akk.r00092,akk.r0009c
512,PAB-šu₂,ahu[brother]N,saao/sargonletters:P334100.43.2,akk.r00092,akk.r0009c
513,PAB-šu₂,ahu[brother]N,saao/sargonletters:P334155.10.2,akk.r00092,akk.r0009c
514,PAB-šu₂,ahu[brother]N,saao/sargonletters:P334155.12.2,akk.r00092,akk.r0009c
515,PAB-šu₂,ahu[brother]N,saao/sargonletters:P334155.16.3,akk.r00092,akk.r0009c
516,{MI₂}NIN-ŠEŠ-ka,ahu[brother]N,saao/sargonletters:P313452.55.2,akk.r00092,akk.r0009d
517,ŠEŠ,ahu[brother]N,saao/sargonletters:P314253.7.7,akk.r00092,akk.r0009e
518,ŠEŠ-MEŠ,ahu[brother]N,saao/sargonletters:P313910.10.2,akk.r00092,akk.r0009f
519,ŠEŠ-MEŠ,ahu[brother]N,saao/sargonletters:P334343.8.3,akk.r00092,akk.r0009f
520,ŠEŠ-MEŠ-e-a,ahu[brother]N,saao/sargonletters:P314280.20.1,akk.r00092,akk.r000a0
521,ŠEŠ-MEŠ-e-ni,ahu[brother]N,saao/sargonletters:P334502.19.2,akk.r00092,akk.r000a1
522,ŠEŠ-MEŠ-i-ni,ahu[brother]N,saao/sargonletters:P334501.8.2,akk.r00092,akk.r000a2
523,ŠEŠ-MEŠ-ni,ahu[brother]N,saao/sargonletters:P334343.19.2,akk.r00092,akk.r000a3
524,ŠEŠ-MEŠ-ni,ahu[brother]N,saao/sargonletters:P334343.26.3,akk.r00092,akk.r000a3
525,ŠEŠ-MEŠ-ni,ahu[brother]N,saao/sargonletters:P334728.17.2,akk.r00092,akk.r000a3
526,ŠEŠ-MEŠ-ni,ahu[brother]N,saao/sargonletters:P334905.6.6,akk.r00092,akk.r000a3
527,ŠEŠ-MEŠ-šu₂,ahu[brother]N,saao/sargonletters:P313427.24.3,akk.r00092,akk.r000a4
528,ŠEŠ-MEŠ-šu₂,ahu[brother]N,saao/sargonletters:P313427.28.2,akk.r00092,akk.r000a4
529,ŠEŠ-MEŠ-šu₂,ahu[brother]N,saao/sargonletters:P313427.38.5,akk.r00092,akk.r000a4
530,ŠEŠ-MEŠ-šu₂,ahu[brother]N,saao/sargonletters:P313427.8.2,akk.r00092,akk.r000a4
531,ŠEŠ-MEŠ-šu₂,ahu[brother]N,saao/sargonletters:P313472.20.6,akk.r00092,akk.r000a4
532,ŠEŠ-MEŠ-šu₂,ahu[brother]N,saao/sargonletters:P334104.13.3,akk.r00092,akk.r000a4
533,ŠEŠ-MEŠ-šu₂,ahu[brother]N,saao/sargonletters:P334114.55.1,akk.r00092,akk.r000a4
534,ŠEŠ-MEŠ-šu₂,ahu[brother]N,saao/sargonletters:P334186.8.3,akk.r00092,akk.r000a4
535,ŠEŠ-MEŠ-šu₂,ahu[brother]N,saao/sargonletters:P334421.13.2,akk.r00092,akk.r000a4
