,form,headword,instance,xis_entry,xis_form
24405,{ID₂}MI,nāru[river]N,saao/sargonletters:P334256.9.2,akk.r017f8,akk.r017fe
24406,{KUŠ}A.GA₂.LAL,narūqu[leather bag]N,saao/sargonletters:P313442.6.8,akk.r016b9,akk.r016b9
24407,a-ta-sa-ha,nasāhu[tear out]V,saao/sargonletters:P334634.10.1,akk.r016ba,akk.r016bb
24408,a-ta-sah,nasāhu[tear out]V,saao/sargonletters:P334351.15.1,akk.r016ba,akk.r016bc
24409,at-ta-as-ha,nasāhu[tear out]V,saao/sargonletters:P334442.14.4,akk.r016ba,akk.r016bd
24410,at-ta-sa-ah-šu₂,nasāhu[tear out]V,saao/sargonletters:P334693.16.1,akk.r016ba,akk.r016be
24411,i-na-sa-ha,nasāhu[tear out]V,saao/sargonletters:P334502.7.5,akk.r016ba,akk.r016bf
24412,i-na-sah-u-ni,nasāhu[tear out]V,saao/sargonletters:P334048.8.2,akk.r016ba,akk.r016c0
24413,i-na-su-hu,nasāhu[tear out]V,saao/sargonletters:P334864.18.3,akk.r016ba,akk.r016c1
24414,i-su-hu-ni,nasāhu[tear out]V,saao/sargonletters:P313648.8.5,akk.r016ba,akk.r016c2
24415,i-ta-as-hu,nasāhu[tear out]V,saao/sargonletters:P313575.44.2,akk.r016ba,akk.r016c3
24416,i-ta-sa-ha,nasāhu[tear out]V,saao/sargonletters:P313453.5.5,akk.r016ba,akk.r016c4
24417,is-su-hu-u-ni,nasāhu[tear out]V,saao/sargonletters:P334674.26.1,akk.r016ba,akk.r016c5
24418,is-su-hu-u-ni,nasāhu[tear out]V,saao/sargonletters:X900008.17.3,akk.r016ba,akk.r016c5
24419,it-ta-as-hu,nasāhu[tear out]V,saao/sargonletters:P334864.10.2,akk.r016ba,akk.r016c6
24420,na-sa-hi,nasāhu[tear out]V,saao/sargonletters:P334568.9.1,akk.r016ba,akk.r016c7
24421,na-sa-hi,nasāhu[tear out]V,saao/sargonletters:P334693.4.4,akk.r016ba,akk.r016c7
24422,ni-na-sa-ha,nasāhu[tear out]V,saao/sargonletters:P334568.23.1,akk.r016ba,akk.r016c8
24423,ta-su-uh,nasāhu[tear out]V,saao/sargonletters:P313453.7.5,akk.r016ba,akk.r016c9
24424,us-ha,nasāhu[tear out]V,saao/sargonletters:P334903.9.5,akk.r016ba,akk.r016ca
24425,u₂-suh,nasāhu[tear out]V,saao/sargonletters:P334496.10.6,akk.r016ba,akk.r016cb
24426,u₂-ta-si-hi,nasāhu[tear out]V,saao/sargonletters:P313612.11.2,akk.r016ba,akk.r016cc
24427,i-ta-as-qu,nasāqu[choose]V,saao/sargonletters:P334498.19.3,akk.r016d0,akk.r016d1
24428,is-si-qu-u-ni,nasāqu[choose]V,saao/sargonletters:P334498.20.3,akk.r016d0,akk.r016d2
24429,{LU₂}na-si-ka-a-ni,nasīku[sheikh]N,saao/sargonletters:P334710.14.5,akk.r016d3,akk.r016d4
24430,{LU₂}na-si-ka-a-ni,nasīku[sheikh]N,saao/sargonletters:P334710.7.3,akk.r016d3,akk.r016d4
24431,{LU₂}na-si-ka-a-ni,nasīku[sheikh]N,saao/sargonletters:P334847.17.7,akk.r016d3,akk.r016d4
24432,{LU₂}na-si-ka-ni,nasīku[sheikh]N,saao/sargonletters:P313773.20.1,akk.r016d3,akk.r016d5
24433,{LU₂}na-si-ki,nasīku[sheikh]N,saao/sargonletters:P314151.12.5,akk.r016d3,akk.r016d6
24434,{LU₂}na-si-ki,nasīku[sheikh]N,saao/sargonletters:P334710.29.1,akk.r016d3,akk.r016d6
24435,{LU₂}na-sik,nasīku[sheikh]N,saao/sargonletters:P334421.24.1,akk.r016d3,akk.r016d7
24436,{LU₂}na-sik-MEŠ,nasīku[sheikh]N,saao/sargonletters:P334291.38.5,akk.r016d3,akk.r016d8
24437,{LU₂}na-sik-ki,nasīku[sheikh]N,saao/sargonletters:P314218.6.6,akk.r016d3,akk.r016d9
24438,{LU₂}na-sik-ku,nasīku[sheikh]N,saao/sargonletters:P334345.11.2,akk.r016d3,akk.r016da
24439,a-na-ṣar,naṣāru[guard]V,saao/sargonletters:P313478.13.1,akk.r01780,akk.r01781
24440,a-na-ṣar,naṣāru[guard]V,saao/sargonletters:P313478.15.1,akk.r01780,akk.r01781
24441,a-na-ṣar,naṣāru[guard]V,saao/sargonletters:P313723.28.1,akk.r01780,akk.r01781
24442,a-na-ṣar,naṣāru[guard]V,saao/sargonletters:P334305.15.1,akk.r01780,akk.r01781
24443,a-na-ṣar,naṣāru[guard]V,saao/sargonletters:P334305.29.2,akk.r01780,akk.r01781
24444,a-na-ṣar,naṣāru[guard]V,saao/sargonletters:P334565.12.4,akk.r01780,akk.r01781
24445,a-na-ṣar,naṣāru[guard]V,saao/sargonletters:P334643.22.3,akk.r01780,akk.r01781
24446,a-na-ṣar,naṣāru[guard]V,saao/sargonletters:P334716.26.1,akk.r01780,akk.r01781
24447,a-na-ṣar,naṣāru[guard]V,saao/sargonletters:P334864.13.6,akk.r01780,akk.r01781
24448,a-na-ṣar,naṣāru[guard]V,saao/sargonletters:P336169.17.3,akk.r01780,akk.r01781
24449,a-na-ṣar-ku-nu,naṣāru[guard]V,saao/sargonletters:P334077.38.2,akk.r01780,akk.r01782
24450,a-na-ṣar-u-ni,naṣāru[guard]V,saao/sargonletters:P334104.51.1,akk.r01780,akk.r01783
24451,a-ṣu-ru,naṣāru[guard]V,saao/sargonletters:P313492.66.2,akk.r01780,akk.r01784
24452,i-na-ṣa-ar,naṣāru[guard]V,saao/sargonletters:P334373.25.1,akk.r01780,akk.r01785
24453,i-na-ṣar,naṣāru[guard]V,saao/sargonletters:P314231.4.2,akk.r01780,akk.r01786
24454,i-na-ṣar-u-ni,naṣāru[guard]V,saao/sargonletters:P313458.13.4,akk.r01780,akk.r01787
24455,i-na-ṣu-ru,naṣāru[guard]V,saao/sargonletters:P313419.23.3,akk.r01780,akk.r01788
24456,i-na-ṣu-ru,naṣāru[guard]V,saao/sargonletters:P313444.22.1,akk.r01780,akk.r01788
24457,i-na-ṣu-ru,naṣāru[guard]V,saao/sargonletters:P313479.8.1,akk.r01780,akk.r01788
24458,i-na-ṣu-ru,naṣāru[guard]V,saao/sargonletters:P334182.15.2,akk.r01780,akk.r01788
24459,i-na-ṣu-ru,naṣāru[guard]V,saao/sargonletters:P334609.27.4,akk.r01780,akk.r01788
24460,i-na-ṣu-ru,naṣāru[guard]V,saao/sargonletters:P336769.9.6,akk.r01780,akk.r01788
24461,i-na-ṣu-ru-šu,naṣāru[guard]V,saao/sargonletters:P313575.18.1,akk.r01780,akk.r01789
24462,i-na-ṣu-ru-šu₂,naṣāru[guard]V,saao/sargonletters:P314300.19.2,akk.r01780,akk.r0178a
24463,i-na-ṣur,naṣāru[guard]V,saao/sargonletters:P334279.59.2,akk.r01780,akk.r0178b
24464,i-na-ṣur,naṣāru[guard]V,saao/sargonletters:P334291.13.4,akk.r01780,akk.r0178b
24465,i-na-ṣur,naṣāru[guard]V,saao/sargonletters:P334298.8.4,akk.r01780,akk.r0178b
24466,i-na-ṣur,naṣāru[guard]V,saao/sargonletters:P334330.10.2,akk.r01780,akk.r0178b
24467,i-na-ṣur,naṣāru[guard]V,saao/sargonletters:P334708.19.1,akk.r01780,akk.r0178b
24468,i-ta-ṣar,naṣāru[guard]V,saao/sargonletters:P334181.25.2,akk.r01780,akk.r0178c
24469,i-ṣu-ru,naṣāru[guard]V,saao/sargonletters:P334347.44.2,akk.r01780,akk.r0178d
24470,it-ta-aṣ-ru,naṣāru[guard]V,saao/sargonletters:P334282.15.1,akk.r01780,akk.r0178e
24471,iṣ-ru-ka-nu-u-ni,naṣāru[guard]V,saao/sargonletters:P334077.37.5,akk.r01780,akk.r0178f
24472,iṣ-ṣur-u₂-ni,naṣāru[guard]V,saao/sargonletters:P334847.47.8,akk.r01780,akk.r01790
24473,la-ṣur,naṣāru[guard]V,saao/sargonletters:P313886.10.2,akk.r01780,akk.r01791
24474,li-iṣ-ṣur,naṣāru[guard]V,saao/sargonletters:P313776.11.8,akk.r01780,akk.r01792
24475,li-ṣu-ru,naṣāru[guard]V,saao/sargonletters:P334282.9.2,akk.r01780,akk.r01793
24476,li-ṣu-ru,naṣāru[guard]V,saao/sargonletters:P334291.42.1,akk.r01780,akk.r01793
24477,li-ṣu-ur,naṣāru[guard]V,saao/sargonletters:P334181.30.1,akk.r01780,akk.r01794
24478,li-ṣur,naṣāru[guard]V,saao/sargonletters:P334139.11.4,akk.r01780,akk.r01795
24479,li-ṣur,naṣāru[guard]V,saao/sargonletters:P334197.23.2,akk.r01780,akk.r01795
24480,ni-na-ṣar,naṣāru[guard]V,saao/sargonletters:P334071.29.1,akk.r01780,akk.r01796
24481,ni-na-ṣar,naṣāru[guard]V,saao/sargonletters:P334099.39.2,akk.r01780,akk.r01796
24482,ni-na-ṣar,naṣāru[guard]V,saao/sargonletters:P334298.37.2,akk.r01780,akk.r01796
24483,ni-na-ṣar,naṣāru[guard]V,saao/sargonletters:P334347.17.1,akk.r01780,akk.r01796
24484,ni-na-ṣar,naṣāru[guard]V,saao/sargonletters:P334347.24.1,akk.r01780,akk.r01796
24485,ni-ta-ṣar,naṣāru[guard]V,saao/sargonletters:P334108.6.1,akk.r01780,akk.r01797
24486,uṣ-ra,naṣāru[guard]V,saao/sargonletters:P313776.8.7,akk.r01780,akk.r01798
24487,uṣ-ra,naṣāru[guard]V,saao/sargonletters:P334539.6.3,akk.r01780,akk.r01798
24488,u₂-ṣur,naṣāru[guard]V,saao/sargonletters:P334316.29.2,akk.r01780,akk.r01799
24489,u₂-ṣur,naṣāru[guard]V,saao/sargonletters:P334847.12.9,akk.r01780,akk.r01799
24490,na-ṣir,naṣru[guarded]AJ,saao/sargonletters:P313458.15.2,akk.r0177f,akk.r0177f
24491,a-na-aš₂-ši-iq-u-ni,našāqu[kiss]V,saao/sargonletters:P334587.25.1,akk.r0177a,akk.r0177b
24492,lu-u-na-aš₂-šiq,našāqu[kiss]V,saao/sargonletters:P334158.20.3,akk.r0177a,akk.r0177c
24493,nu-u₂-na-aš₂-šiq,našāqu[kiss]V,saao/sargonletters:P334158.26.1,akk.r0177a,akk.r0177d
24494,i-na-šu-ru,našāru[deduct]V,saao/sargonletters:P334334.11.2,akk.r0177e,akk.r0177e
24495,na-ši,niāši[to us]IP,saao/sargonletters:P334150.13.3,akk.r017b5,akk.r017b5
24496,IL₂-u-ni,našû[lift]V,saao/sargonletters:P313453.28.5,akk.r016e4,akk.r016e5
24497,a-na-aš₂-ši,našû[lift]V,saao/sargonletters:P334316.36.4,akk.r016e4,akk.r016e6
24498,a-na-aš₂-ši,našû[lift]V,saao/sargonletters:P334715.12.1,akk.r016e4,akk.r016e6
24499,a-na-ši,našû[lift]V,saao/sargonletters:P313452.14.1,akk.r016e4,akk.r016e7
24500,a-na-ši,našû[lift]V,saao/sargonletters:P334782.20.2,akk.r016e4,akk.r016e7
24501,a-na-ši-a,našû[lift]V,saao/sargonletters:P334263.28.1,akk.r016e4,akk.r016e8
24502,a-ta-ṣa,našû[lift]V,saao/sargonletters:P334198.35.6,akk.r016e4,akk.r016e9
24503,a-ta-ṣa,našû[lift]V,saao/sargonletters:X900012.9.3,akk.r016e4,akk.r016e9
24504,a-ti-ši,našû[lift]V,saao/sargonletters:P313516.52.6,akk.r016e4,akk.r016ea
24505,a-ti-ši,našû[lift]V,saao/sargonletters:P334499.12.1,akk.r016e4,akk.r016ea
24506,at-ta-ṣa,našû[lift]V,saao/sargonletters:P313855.11.1,akk.r016e4,akk.r016eb
24507,at-ti-ši,našû[lift]V,saao/sargonletters:P334135.24.3,akk.r016e4,akk.r016ec
24508,at-ti-ši,našû[lift]V,saao/sargonletters:P334322.33.1,akk.r016e4,akk.r016ec
24509,at-ti-ši,našû[lift]V,saao/sargonletters:P334646.11.3,akk.r016e4,akk.r016ec
24510,at-ti-ši,našû[lift]V,saao/sargonletters:P334693.10.2,akk.r016e4,akk.r016ec
24511,at-ti-ši,našû[lift]V,saao/sargonletters:P334903.34.7,akk.r016e4,akk.r016ec
24512,aš₂-ša₂-a-ni,našû[lift]V,saao/sargonletters:P314188.6.4,akk.r016e4,akk.r016ed
24513,aš₂-ša₂-an-ni,našû[lift]V,saao/sargonletters:P314014.17.1,akk.r016e4,akk.r016ee
24514,aš₂-ši,našû[lift]V,saao/sargonletters:P313814.56.4,akk.r016e4,akk.r016ef
24515,aš₂-ši,našû[lift]V,saao/sargonletters:P334718.34.3,akk.r016e4,akk.r016ef
24516,aš₂-šu-u-ni,našû[lift]V,saao/sargonletters:P334114.10.5,akk.r016e4,akk.r016f0
24517,i-na-aš₂-ši,našû[lift]V,saao/sargonletters:P313439.21.1,akk.r016e4,akk.r016f1
24518,i-na-aš₂-ši,našû[lift]V,saao/sargonletters:P334114.20.2,akk.r016e4,akk.r016f1
24519,i-na-aš₂-ši-iu,našû[lift]V,saao/sargonletters:P313814.12.3,akk.r016e4,akk.r016f2
24520,i-na-aš₂-ši-iu-u₂,našû[lift]V,saao/sargonletters:P334316.39.2,akk.r016e4,akk.r016f3
24521,i-na-aš₂-ši-ʾu-u,našû[lift]V,saao/sargonletters:P314008.5.2,akk.r016e4,akk.r016f4
24522,i-na-aš₂-ši-ʾu-u,našû[lift]V,saao/sargonletters:P314280.4.1,akk.r016e4,akk.r016f4
24523,i-na-ši,našû[lift]V,saao/sargonletters:P313546.20.3,akk.r016e4,akk.r016f5
24524,i-na-ši,našû[lift]V,saao/sargonletters:P313559.20.3,akk.r016e4,akk.r016f5
24525,i-na-ši,našû[lift]V,saao/sargonletters:P313807.11.2,akk.r016e4,akk.r016f5
24526,i-na-ši,našû[lift]V,saao/sargonletters:P334075.23.2,akk.r016e4,akk.r016f5
24527,i-na-ši-u,našû[lift]V,saao/sargonletters:P313738.15.1,akk.r016e4,akk.r016f6
24528,i-na-ši-u,našû[lift]V,saao/sargonletters:P313947.6.1,akk.r016e4,akk.r016f6
24529,i-na-ši-u₂,našû[lift]V,saao/sargonletters:P313553.17.3,akk.r016e4,akk.r016f7
24530,i-na-ši-u₂,našû[lift]V,saao/sargonletters:P313808.12.3,akk.r016e4,akk.r016f7
24531,i-na-ši-u₂,našû[lift]V,saao/sargonletters:P334782.22.3,akk.r016e4,akk.r016f7
24532,i-na-šu-ni,našû[lift]V,saao/sargonletters:P337150.33.1,akk.r016e4,akk.r016f8
24533,i-ta-ṣu,našû[lift]V,saao/sargonletters:P334084.26.4,akk.r016e4,akk.r016f9
24534,i-ta-ṣu-ni,našû[lift]V,saao/sargonletters:P334211.13.5,akk.r016e4,akk.r016fa
24535,i-ti-ši,našû[lift]V,saao/sargonletters:P313702.13.3,akk.r016e4,akk.r016fb
24536,i-ti-ši,našû[lift]V,saao/sargonletters:P334039.13.2,akk.r016e4,akk.r016fb
24537,i-ti-ši,našû[lift]V,saao/sargonletters:P334039.29.1,akk.r016e4,akk.r016fb
24538,i-ti-ši,našû[lift]V,saao/sargonletters:P334090.20.3,akk.r016e4,akk.r016fb
24539,i-ti-ši,našû[lift]V,saao/sargonletters:P334257.9.1,akk.r016e4,akk.r016fb
24540,i-ti-ši,našû[lift]V,saao/sargonletters:P334328.9.5,akk.r016e4,akk.r016fb
24541,i-ti-ši,našû[lift]V,saao/sargonletters:P334836.9.1,akk.r016e4,akk.r016fb
24542,i-ti-ši,našû[lift]V,saao/sargonletters:P336768.15.1,akk.r016e4,akk.r016fb
24543,i-ti-ši-a,našû[lift]V,saao/sargonletters:P313893.10.1,akk.r016e4,akk.r016fc
24544,i-ti-ši-šu,našû[lift]V,saao/sargonletters:P334499.30.1,akk.r016e4,akk.r016fd
24545,i-ši,našû[lift]V,saao/sargonletters:P313546.11.2,akk.r016e4,akk.r016fe
24546,i-ši,našû[lift]V,saao/sargonletters:P314294.27.8,akk.r016e4,akk.r016fe
24547,i-ši,našû[lift]V,saao/sargonletters:P334113.34.3,akk.r016e4,akk.r016fe
24548,i-ši,našû[lift]V,saao/sargonletters:P334193.26.1,akk.r016e4,akk.r016fe
24549,i-ši,našû[lift]V,saao/sargonletters:P334195.11.2,akk.r016e4,akk.r016fe
24550,i-ši,našû[lift]V,saao/sargonletters:P334281.23.2,akk.r016e4,akk.r016fe
24551,i-ši,našû[lift]V,saao/sargonletters:P334499.9.3,akk.r016e4,akk.r016fe
24552,i-šu-u-ni,našû[lift]V,saao/sargonletters:P334281.14.1,akk.r016e4,akk.r016ff
24553,i-šu-u-ni,našû[lift]V,saao/sargonletters:P334312.5.1,akk.r016e4,akk.r016ff
24554,i-ṣa,našû[lift]V,saao/sargonletters:P313726.13.2,akk.r016e4,akk.r01700
24555,i-ṣa,našû[lift]V,saao/sargonletters:P334050.28.1,akk.r016e4,akk.r01700
24556,i-ṣa,našû[lift]V,saao/sargonletters:P334113.27.1,akk.r016e4,akk.r01700
24557,i-ṣa,našû[lift]V,saao/sargonletters:P334143.19.6,akk.r016e4,akk.r01700
24558,i-ṣa,našû[lift]V,saao/sargonletters:P334198.9.2,akk.r016e4,akk.r01700
24559,i-ṣa,našû[lift]V,saao/sargonletters:P334263.32.4,akk.r016e4,akk.r01700
24560,i-ṣa,našû[lift]V,saao/sargonletters:P334442.17.5,akk.r016e4,akk.r01700
24561,i-ṣa,našû[lift]V,saao/sargonletters:P334903.18.4,akk.r016e4,akk.r01700
24562,i-ṣal-ka,našû[lift]V,saao/sargonletters:P334783.13.1,akk.r016e4,akk.r0017e
24563,it-ta-ṣu,našû[lift]V,saao/sargonletters:P334447.25.1,akk.r016e4,akk.r01701
24564,it-ta-ṣu,našû[lift]V,saao/sargonletters:P334820.15.3,akk.r016e4,akk.r01701
24565,it-ta-ṣu,našû[lift]V,saao/sargonletters:P334820.20.1,akk.r016e4,akk.r01701
24566,it-ta-ṣu-šu₂-nu,našû[lift]V,saao/sargonletters:P313548.33.4,akk.r016e4,akk.r01702
24567,it-ti-ši,našû[lift]V,saao/sargonletters:P314312.24.5,akk.r016e4,akk.r01703
24568,it-ti-ši,našû[lift]V,saao/sargonletters:P334077.14.4,akk.r016e4,akk.r01703
24569,it-ti-ši,našû[lift]V,saao/sargonletters:P334143.32.2,akk.r016e4,akk.r01703
24570,it-ti-ši,našû[lift]V,saao/sargonletters:P334598.19.1,akk.r016e4,akk.r01703
24571,it-ti-ši,našû[lift]V,saao/sargonletters:P334598.9.1,akk.r016e4,akk.r01703
24572,it-ti-ši,našû[lift]V,saao/sargonletters:P334687.10.2,akk.r016e4,akk.r01703
24573,it-ti-ši-šu,našû[lift]V,saao/sargonletters:P313969.11.6,akk.r016e4,akk.r01704
24574,iš-ši,našû[lift]V,saao/sargonletters:P313492.53.2,akk.r016e4,akk.r01705
24575,iš-ši-a,našû[lift]V,saao/sargonletters:P334143.27.4,akk.r016e4,akk.r01706
24576,iš-šu-u-ni,našû[lift]V,saao/sargonletters:P334079.14.3,akk.r016e4,akk.r01707
24577,iš-šu₂-u-ni,našû[lift]V,saao/sargonletters:P313940.8.1,akk.r016e4,akk.r01708
24578,iš-šu₂-u₂-ni,našû[lift]V,saao/sargonletters:P334825.36.4,akk.r016e4,akk.r01709
24579,iṣ-ṣa,našû[lift]V,saao/sargonletters:P334186.28.1,akk.r016e4,akk.r0170a
24580,iṣ-ṣa,našû[lift]V,saao/sargonletters:P334609.16.4,akk.r016e4,akk.r0170a
24581,la-aš₂-ši-a-šu-nu,našû[lift]V,saao/sargonletters:P334890.9.1,akk.r016e4,akk.r0170b
24582,liš-ši,našû[lift]V,saao/sargonletters:P314312.14.1,akk.r016e4,akk.r0170c
24583,liš-ši-a,našû[lift]V,saao/sargonletters:P334075.9.1,akk.r016e4,akk.r0170d
24584,liš-ši-u₂,našû[lift]V,saao/sargonletters:P334079.27.2,akk.r016e4,akk.r0170e
24585,liš-šu₂-u-ni,našû[lift]V,saao/sargonletters:P314311.6.3,akk.r016e4,akk.r0170f
24586,na-šu-u₂,našû[lift]V,saao/sargonletters:P334193.16.3,akk.r016e4,akk.r01710
24587,ni-iš-ši,našû[lift]V,saao/sargonletters:P313635.8.2,akk.r016e4,akk.r01711
24588,ni-na-aš₂-ši,našû[lift]V,saao/sargonletters:P313462.16.1,akk.r016e4,akk.r01712
24589,ni-na-aš₂-ši,našû[lift]V,saao/sargonletters:P334322.55.4,akk.r016e4,akk.r01712
24590,ni-na-ši,našû[lift]V,saao/sargonletters:P313553.18.1,akk.r016e4,akk.r01713
24591,ni-na-ši-a,našû[lift]V,saao/sargonletters:P334397.15.3,akk.r016e4,akk.r01714
24592,ni-ti-ši,našû[lift]V,saao/sargonletters:P314300.18.4,akk.r016e4,akk.r01715
24593,ta-at-ta-ṣa,našû[lift]V,saao/sargonletters:P313855.21.1,akk.r016e4,akk.r01716
24594,ta-at-ti-ši,našû[lift]V,saao/sargonletters:P334693.7.2,akk.r016e4,akk.r01717
24595,ta-aš₂-ši,našû[lift]V,saao/sargonletters:P334135.21.2,akk.r016e4,akk.r01718
24596,ta-na-aš₂-ši,našû[lift]V,saao/sargonletters:P334193.9.4,akk.r016e4,akk.r01719
24597,ta-na-aš₂-šu₂-nu,našû[lift]V,saao/sargonletters:P334155.38.5,akk.r016e4,akk.r0171a
24598,ta-na-ši,našû[lift]V,saao/sargonletters:P314273.11.1,akk.r016e4,akk.r0171b
24599,ta-ti-ši,našû[lift]V,saao/sargonletters:P313516.23.1,akk.r016e4,akk.r0171c
24600,ta-ši-ia-a-ni,našû[lift]V,saao/sargonletters:P334917.6.3,akk.r016e4,akk.r0171d
24601,taš-ši,našû[lift]V,saao/sargonletters:P334114.9.1,akk.r016e4,akk.r0171e
24602,na-a-ṣa,našû[lifted]AJ,saao/sargonletters:P313511.9.5,akk.r01758,akk.r01759
24603,na-a-ṣa,našû[lifted]AJ,saao/sargonletters:P314242.7.3,akk.r01758,akk.r01759
24604,na-a-ṣa,našû[lifted]AJ,saao/sargonletters:P334540.29.1,akk.r01758,akk.r01759
24605,na-aṣ,našû[lifted]AJ,saao/sargonletters:P334401.8.1,akk.r01758,akk.r0175a
24606,na-aṣ-an-ni,našû[lifted]AJ,saao/sargonletters:P314313.4.5,akk.r01758,akk.r0175b
24607,na-aṣ-ṣa,našû[lifted]AJ,saao/sargonletters:P334180.22.5,akk.r01758,akk.r0175c
24608,na-aṣ-ṣa,našû[lifted]AJ,saao/sargonletters:P334412.15.3,akk.r01758,akk.r0175c
24609,na-aṣ-ṣa-an-ni,našû[lifted]AJ,saao/sargonletters:P334119.41.1,akk.r01758,akk.r0175d
24610,na-aṣ-ṣu-ni,našû[lifted]AJ,saao/sargonletters:P313721.20.3,akk.r01758,akk.r0175e
24611,na-ši,našû[lifted]AJ,saao/sargonletters:P334350.11.4,akk.r01758,akk.r0175f
24612,na-ši-ia-a-ni,našû[lifted]AJ,saao/sargonletters:P334917.34.4,akk.r01758,akk.r01760
24613,na-ṣa,našû[lifted]AJ,saao/sargonletters:P224485.7.7,akk.r01758,akk.r01761
24614,na-ṣa,našû[lifted]AJ,saao/sargonletters:P334118.8.1,akk.r01758,akk.r01761
24615,na-ṣa,našû[lifted]AJ,saao/sargonletters:P334143.57.5,akk.r01758,akk.r01761
24616,na-ṣa,našû[lifted]AJ,saao/sargonletters:P334181.16.3,akk.r01758,akk.r01761
24617,na-ṣa,našû[lifted]AJ,saao/sargonletters:P334204.8.1,akk.r01758,akk.r01761
24618,na-ṣa,našû[lifted]AJ,saao/sargonletters:P334271.11.3,akk.r01758,akk.r01761
24619,na-ṣa,našû[lifted]AJ,saao/sargonletters:P334335.6.4,akk.r01758,akk.r01761
24620,na-ṣa,našû[lifted]AJ,saao/sargonletters:P334386.10.1,akk.r01758,akk.r01761
24621,na-ṣa,našû[lifted]AJ,saao/sargonletters:P334537.8.1,akk.r01758,akk.r01761
24622,na-ṣa,našû[lifted]AJ,saao/sargonletters:P334688.17.5,akk.r01758,akk.r01761
24623,na-ṣa,našû[lifted]AJ,saao/sargonletters:P334697.26.2,akk.r01758,akk.r01761
24624,na-ṣa,našû[lifted]AJ,saao/sargonletters:P334903.20.3,akk.r01758,akk.r01761
24625,na-ṣa,našû[lifted]AJ,saao/sargonletters:P334903.20.6,akk.r01758,akk.r01761
24626,na-ṣa-a-ni,našû[lifted]AJ,saao/sargonletters:P334039.25.2,akk.r01758,akk.r01762
24627,na-ṣa-an-ni,našû[lifted]AJ,saao/sargonletters:P313473.6.6,akk.r01758,akk.r01763
24628,na-ṣa-an-ni,našû[lifted]AJ,saao/sargonletters:P334100.23.1,akk.r01758,akk.r01763
24629,na-ṣa-aš₂-šu,našû[lifted]AJ,saao/sargonletters:P313504.48.1,akk.r01758,akk.r01764
24630,na-ṣa-aš₂-šu₂-nu,našû[lifted]AJ,saao/sargonletters:P334922.21.1,akk.r01758,akk.r01765
24631,na-ṣa-ka,našû[lifted]AJ,saao/sargonletters:P313476.27.2,akk.r01758,akk.r01766
24632,na-ṣa-ku,našû[lifted]AJ,saao/sargonletters:P313447.32.4,akk.r01758,akk.r01767
24633,na-ṣa-ni,našû[lifted]AJ,saao/sargonletters:P313457.6.5,akk.r01758,akk.r01768
24634,na-ṣa-ni,našû[lifted]AJ,saao/sargonletters:P313553.18.4,akk.r01758,akk.r01768
24635,na-ṣa-ni,našû[lifted]AJ,saao/sargonletters:P334163.5.3,akk.r01758,akk.r01768
24636,na-ṣa-ni,našû[lifted]AJ,saao/sargonletters:X900010.28.4,akk.r01758,akk.r01768
24637,na-ṣa-šu₂,našû[lifted]AJ,saao/sargonletters:P314019.5.5,akk.r01758,akk.r01769
24638,na-ṣu-ni,našû[lifted]AJ,saao/sargonletters:P313657.11.6,akk.r01758,akk.r0176a
24639,na-ṣu-ni,našû[lifted]AJ,saao/sargonletters:P313769.5.2,akk.r01758,akk.r0176a
24640,na-ṣu-ni,našû[lifted]AJ,saao/sargonletters:P314289.17.1,akk.r01758,akk.r0176a
24641,na-ṣu-ni,našû[lifted]AJ,saao/sargonletters:P314289.9.2,akk.r01758,akk.r0176a
24642,na-ṣu-ni,našû[lifted]AJ,saao/sargonletters:P334039.18.3,akk.r01758,akk.r0176a
24643,na-ṣu-ni,našû[lifted]AJ,saao/sargonletters:P334141.10.3,akk.r01758,akk.r0176a
24644,na-ṣu-ni,našû[lifted]AJ,saao/sargonletters:P334567.29.1,akk.r01758,akk.r0176a
24645,na-ṣu-ni,našû[lifted]AJ,saao/sargonletters:P334726.16.3,akk.r01758,akk.r0176a
24646,na-ṣu-ni-ni,našû[lifted]AJ,saao/sargonletters:P334113.9.2,akk.r01758,akk.r0176b
24647,na-ṣu-ni-šu,našû[lifted]AJ,saao/sargonletters:P314249.23.3,akk.r01758,akk.r0176c
24648,na-ṣu-ni-šu,našû[lifted]AJ,saao/sargonletters:P334540.10.3,akk.r01758,akk.r0176c
24649,na-ṣu-ni-šu₂,našû[lifted]AJ,saao/sargonletters:P334442.27.2,akk.r01758,akk.r0176d
24650,na-ṣu-ni-šu₂,našû[lifted]AJ,saao/sargonletters:P334727.16.1,akk.r01758,akk.r0176d
24651,na-ṣu-ni-šu₂-nu,našû[lifted]AJ,saao/sargonletters:P334381.11.1,akk.r01758,akk.r0176e
24652,na-ṣu-niš-šu₂,našû[lifted]AJ,saao/sargonletters:P334671.12.3,akk.r01758,akk.r0176f
24653,na-ṣu-niš-šu₂,našû[lifted]AJ,saao/sargonletters:X900009.11.7,akk.r01758,akk.r0176f
24654,na-ṣu-u-ni,našû[lifted]AJ,saao/sargonletters:P314048.18.2,akk.r01758,akk.r01770
24655,na-ṣu-u-ni,našû[lifted]AJ,saao/sargonletters:P334141.12.1,akk.r01758,akk.r01770
24656,na-ṣu-u-ni,našû[lifted]AJ,saao/sargonletters:P334141.20.4,akk.r01758,akk.r01770
