,a,b,break,f,file,form,frag,line_label,m,sign_loc_id,text_id,sign_form,mods_str,str_part,num_part
56793,v,LU₂,missing,,P314041.json,{LU₂}uk-ka-a.a,{lu₂v]}⸢uk⸣-[ka-a].a,r 4',,P314041.16.6.0,P314041,LU₂,v..,LU,2
56955,v,LU₂,missing,,P314043.json,{LU₂}A—KIN-šu₂,{lu₂v]}⸢A⸣—KIN\t-šu₂,o 6',,P314043.8.4.0,P314043,LU₂,v..,LU,2
56959,v,LU₂,missing,,P314043.json,{LU₂}A—KIN-šu₂,{lu₂v]}⸢A⸣—KIN\t-šu₂,o 6',,P314043.8.4.0,P314043,LU₂,v..,LU,2
57041,,ni,damaged,d,P314043.json,u₂-še-šib-u₂-ni,u₂-še]-šib-u₂-⸢ni\d⸣,r 5',,P314043.19.5.4,P314043,NI,.d.,ni,1
57047,,u₂,damaged,p,P314043.json,u₂,⸢u₂\p⸣,r 6',,P314043.20.6.0,P314043,U₂,.p.,u,2
57543,v,LU₂,damaged,,P314052.json,{LU₂}ERIM-MEŠ,{⸢lu₂v⸣}ERIM-MEŠ\m,r 3',,P314052.16.1.0,P314052,LU₂,v..,LU,2
57606,v,LU₂,damaged,,P314054.json,{LU₂}x,{⸢lu₂v⸣}[x,o 2',,P314054.4.7.0,P314054,LU₂,v..,LU,2
57633,v,LU₂,missing,,P314054.json,{LU₂}DUMU-šip-ri,{[lu₂v}DUMU—šip]-⸢ri⸣,o 5',,P314054.7.1.0,P314054,LU₂,v..,LU,2
57768,v,LU₂,missing,,P314061.json,{LU₂}A—KIN-šu₂-nu,{lu₂v]}A—KIN-šu₂-nu,o 2',,P314061.4.6.0,P314061,LU₂,v..,LU,2
57773,v,LU₂,missing,,P314061.json,{LU₂}A—KIN-šu₂-nu,{lu₂v]}A—KIN-šu₂-nu,o 2',,P314061.4.6.0,P314061,LU₂,v..,LU,2
57895,,ša,damaged,yd,P314063.json,ša,⸢ša\yd⸣,o 3,,P314063.4.2.0,P314063,ŠA,.yd.,ša,1
57907,,ša,damaged,yd,P314063.json,ša,⸢ša\yd⸣,o 5,,P314063.6.1.0,P314063,ŠA,.yd.,ša,1
58012,,na,damaged,dtm,P314068.json,a-na,a-⸢na\dtm⸣,o 8',,P314068.10.1.1,P314068,NA,.dtm.,na,1
58286,,ša,damaged,ydm,P314071.json,ša,⸢ša\ydm⸣,o 5,,P314071.6.1.0,P314071,ŠA,.ydm.,ša,1
58521,v,LU₂,damaged,,P314084.json,{LU₂}da-mu-na-a.a,{⸢lu₂v⸣}da\d-⸢mu⸣-[na-a.a],o 8',,P314084.10.6.0,P314084,LU₂,v..,LU,2
58665,v,LU₂,damaged,,P314087.json,{LU₂}A-šip-ri-šu₂,{⸢lu₂v⸣}A—šip-ri-šu₂,o 3',,P314087.5.3.0,P314087,LU₂,v..,LU,2
59056,v,LU₂,damaged,,P314097.json,{LU₂}na-bat-a.a,{⸢lu₂v⸣}na-bat-a.a,o 5',,P314097.7.1.0,P314097,LU₂,v..,LU,2
59094,,TA,damaged,m,P314097.json,TA@v,TA@v\m⸣,b.e. 8',v,P314097.11.6.0,P314097,TA,.m.v,TA,1
59120,,tu,damaged,m,P314100.json,tu-u-ra,⸢tu\m⸣-u-ra,o 3',,P314100.5.3.0,P314100,TU,.m.,tu,1
59157,v,LU₂,damaged,y,P314100.json,{LU₂}x,{⸢lu₂vy⸣}[x,o 6',,P314100.8.6.0,P314100,LU₂,v.y.,LU,2
59227,v,LU₂,damaged,y,P314108.json,{LU₂}EN.NAM,{⸢lu₂vy}EN.NAM⸣,o 1',,P314108.3.4.0,P314108,LU₂,v.y.,LU,2
59343,,TA,damaged,m,P314116.json,TA@v,⸢TA@v\m⸣,o 3',v,P314116.5.2.0,P314116,TA,.m.v,TA,1
59550,v,LU₂,damaged,,P314121.json,{LU₂}x,{⸢lu₂v⸣}[x,o 4',,P314121.6.8.0,P314121,LU₂,v..,LU,2
59642,,MEŠ,damaged,m,P314127.json,x-MEŠ,x]-⸢MEŠ\m⸣,o 2',,P314127.4.2.1,P314127,|ME.U.U.U|,.m.,MEŠ,1
59668,v,LU₂,missing,,P314127.json,{LU₂}pu-qu-di,{[lu₂v}pu]-⸢qu⸣-di\d,o 5',,P314127.7.1.0,P314127,LU₂,v..,LU,2
59933,,BURU₁₄,damaged,p,P314135.json,{ŠE}BURU₁₄,{[še]}⸢BURU₁₄\p⸣,r 4',,P314135.8.1.1,P314135,|EN×GAN₂@t|,.p.,BURU,14
59976,,UR₃,damaged,m,P314136.json,{GIŠ}UR₃-MEŠ,{giš]}⸢UR₃\m⸣-MEŠ\m,o 5',,P314136.7.2.1,P314136,|GA₂×NUN&NUN|,.m.,UR,3
60035,,da,damaged,d,P314137.json,{1}DINGIR-ia-da-aʾ,{1}DINGIR—ia-⸢da\d⸣-[aʾ,o 3',,P314137.5.4.3,P314137,DA,.d.,da,1
60108,,da,damaged,d,P314137.json,da-x,⸢da\d⸣-[x,o 11',,P314137.13.3.0,P314137,DA,.d.,da,1
60209,,zu,damaged,t,P314139.json,x-zu,x]-⸢zu\t⸣,o 9,,P314139.10.6.1,P314139,ZU,.t.,zu,1
60210,,ša,damaged,ym,P314140.json,ša,⸢ša\ym⸣,o 1',,P314140.3.1.0,P314140,ŠA,.ym.,ša,1
60310,,ša,damaged,y,P314140.json,ša,⸢ša\y⸣,r 5',,P314140.20.1.0,P314140,ŠA,.y.,ša,1
60333,,as,damaged,dp,P314140.json,as-x,⸢as\dp⸣-[x,r 8',,P314140.23.1.0,P314140,|PIRIG×ZA|,.dp.,as,1
60596,v,LU₂,missing,,P314151.json,{LU₂}na-si-ki,{lu₂v]}⸢na⸣-si-ki,r 1,,P314151.12.5.0,P314151,LU₂,v..,LU,2
61339,,da,damaged,d,P314187.json,u₂-da,u₂\p-⸢da\d⸣,o 3',,P314187.5.1.1,P314187,DA,.d.,da,1
61381,,da,damaged,d,P314188.json,da,da\d⸣,o 1',,P314188.3.6.0,P314188,DA,.d.,da,1
61474,v,LU₂,damaged,,P314195.json,{LU₂}ERIM-MEŠ,{⸢lu₂v⸣}ERIM-MEŠ\m,o 2',,P314195.4.1.0,P314195,LU₂,v..,LU,2
61631,v,LU₂,damaged,,P314200.json,{LU₂}x,{⸢lu₂v⸣}[x,o 3',,P314200.5.2.0,P314200,LU₂,v..,LU,2
61754,,uk,damaged,dp,P314205.json,i-du-uk-ku,i-du-⸢uk\dp⸣-[ku],o 6',,P314205.8.3.2,P314205,|PIRIG×UD|,.dp.,uk,1
61901,,ti,damaged,t,P314207.json,{1}tu-ti-i,{1}tu-⸢ti\t⸣-[i,r 5,,P314207.23.3.2,P314207,TI,.t.,ti,1
61903,v,LU₂,missing,y,P314207.json,{LU₂}mu-šar₂-kis,{lu₂vy}mu]-šar₂-kis,r 5,,P314207.23.4.0,P314207,LU₂,v.y.,LU,2
62088,,u₂,damaged,m,P314212.json,u₂,⸢u₂\m⸣,o 8,,P314212.9.7.0,P314212,U₂,.m.,u,2
62227,v,LU₂,missing,,P314215.json,{LU₂}zak-ku-u₂,{lu₂v]}zak-ku-⸢u₂⸣,r 2,,P314215.13.5.0,P314215,LU₂,v..,LU,2
62298,v,LU₂,missing,,P314218.json,{LU₂}na-sik-ki,{lu₂v]}na-sik\d-ki,o 4',,P314218.6.6.0,P314218,LU₂,v..,LU,2
62308,,LUGAL,damaged,t,P314218.json,LUGAL,⸢LUGAL\t⸣,o 5',,P314218.7.7.0,P314218,LUGAL,.t.,LUGAL,1
62369,,u₂,missing,m,P314218.json,u₂-sa-an-ṣi-u₂,u₂\m-sa]-an-ṣi-u₂\m,r 6,,P314218.15.5.0,P314218,U₂,.m.,u,2
62460,v,LU₂,missing,,P314223.json,{LU₂}EN.NAM,{[lu₂v}EN].⸢NAM⸣,r 3',,P314223.11.1.0,P314223,LU₂,v..,LU,2
62593,v,LU₂,missing,,P314227.json,{LU₂}DIB-{KUŠ}PA-MEŠ,{lu₂v}DIB]—{⸢kuš⸣}PA-MEŠ\m,o 10,,P314227.11.4.0,P314227,LU₂,v..,LU,2
62699,v,LU₂,missing,,P314230.json,{LU₂}ša-E₂-{ANŠE}ku-din,{lu₂v]}ša—E₂—{anše}ku-din,o 4',,P314230.6.4.0,P314230,LU₂,v..,LU,2
62801,v,LU₂,damaged,,P314231.json,{LU₂}x,{lu₂v⸣}[x,r 1',,P314231.11.5.0,P314231,LU₂,v..,LU,2
62939,v,LU₂,missing,,P314232.json,{LU₂}GAL-MEŠ,{lu₂v}GAL-MEŠ],o 10',,P314232.12.3.0,P314232,LU₂,v..,LU,2
63326,,TA,damaged,m,P314234.json,TA@v,TA@v\m⸣,r 4,v,P314234.7.4.0,P314234,TA,.m.v,TA,1
63582,,ša,damaged,m,P314238.json,ša,⸢ša\m⸣,o 3',,P314238.5.1.0,P314238,ŠA,.m.,ša,1
63660,v,LU₂,damaged,,P314241.json,{LU₂}x+x,{⸢lu₂v}x⸣+[x,o 1',,P314241.3.3.0,P314241,LU₂,v..,LU,2
63739,,uk,damaged,p,P314241.json,uk-x,⸢uk\p⸣-[x,r 2',,P314241.14.3.0,P314241,|PIRIG×UD|,.p.,uk,1
63821,,ši,damaged,d,P314242.json,nu-ta-mi-ši,nu-ta-mi-⸢ši\d⸣,o 3',,P314242.5.3.3,P314242,IGI,.d.,ši,1
63833,v,LU₂,missing,,P314242.json,{LU₂}x,{[lu₂v}x,o 4',,P314242.6.3.0,P314242,LU₂,v..,LU,2
63943,,ša,missing,m,P314243.json,ša,[ša\m,4',,P314243.5.1.0,P314243,ŠA,.m.,ša,1
64010,v,LU₂,missing,,P314243.json,{LU₂}EN.NAM,{[lu₂v]}EN.NAM,10',,P314243.11.1.0,P314243,LU₂,v..,LU,2
64042,v,LU₂,missing,,P314243.json,{LU₂}A—KIN,{[lu₂v}A]—⸢KIN⸣,13',,P314243.14.1.0,P314243,LU₂,v..,LU,2
64045,v,LU₂,missing,,P314243.json,{LU₂}A—KIN,{[lu₂v}A]—⸢KIN⸣,13',,P314243.14.1.0,P314243,LU₂,v..,LU,2
64141,v,LU₂,missing,,P314243.json,{LU₂}EN.NAM,{[lu₂v]}⸢EN⸣.NAM,r 6,,P314243.26.4.0,P314243,LU₂,v..,LU,2
64381,,MEŠ,damaged,t,P314245.json,URU-MEŠ,URU-⸢MEŠ\t⸣,o 9,,P314245.10.1.1,P314245,|ME.U.U.U|,.t.,MEŠ,1
64562,v,LU₂,damaged,,P314246.json,{LU₂}kip-re-e,{⸢lu₂v⸣}kip-re-e,o 3',,P314246.5.11.0,P314246,LU₂,v..,LU,2
64668,v,LU₂,missing,,P314246.json,{LU₂}A—KIN,{lu₂v]}⸢A⸣—KIN,o 11',,P314246.13.7.0,P314246,LU₂,v..,LU,2
64671,v,LU₂,missing,,P314246.json,{LU₂}A—KIN,{lu₂v]}⸢A⸣—KIN,o 11',,P314246.13.7.0,P314246,LU₂,v..,LU,2
64779,v,LU₂,missing,,P314246.json,{LU₂}ENGAR-MEŠ,{lu₂v]}⸢ENGAR⸣-MEŠ,r 7',,P314246.24.7.0,P314246,LU₂,v..,LU,2
64977,,da,damaged,d,P314249.json,še-ri-da,še-ri-⸢da\d⸣,o 6',,P314249.8.2.2,P314249,DA,.d.,da,1
65011,,uk,damaged,dp,P314249.json,nu-uk,nu-⸢uk\dp⸣,o 10',,P314249.12.2.1,P314249,|PIRIG×UD|,.dp.,uk,1
65051,,uk,damaged,dp,P314249.json,nu-uk,nu-⸢uk\dp⸣,r 3,,P314249.20.3.1,P314249,|PIRIG×UD|,.dp.,uk,1
65108,,uk,missing,dp,P314249.json,nu-uk,nu-[uk\dp,r 10,,P314249.27.2.1,P314249,|PIRIG×UD|,.dp.,uk,1
65403,v,LU₂,damaged,,P314254.json,{LU₂}ERIM-MEŠ,{⸢lu₂v}ERIM⸣-[MEŠ,o 6',,P314254.8.1.0,P314254,LU₂,v..,LU,2
65495,v,LU₂,damaged,,P314257.json,{LU₂}ERIM-MEŠ,{lu₂v⸣}ERIM-⸢MEŠ⸣,o 9,,P314257.10.2.0,P314257,LU₂,v..,LU,2
65591,v,LU₂,damaged,,P314260.json,{LU₂}EN-pi-qi-ta-te,{⸢lu₂v}EN—pi-qi⸣-[ta-te],o 1',,P314260.3.6.0,P314260,LU₂,v..,LU,2
65611,,su,damaged,t,P314260.json,{KUR}su-hi,{kur]}⸢su\t⸣-hi,o 3',,P314260.5.4.1,P314260,SU,.t.,su,1
65648,,na,damaged,t,P314261.json,a-na,a-⸢na\t⸣,o 3,,P314261.4.3.1,P314261,NA,.t.,na,1
65696,v,LU₂,missing,,P314265.json,{LU₂}i-tu-ʾa-a.a,{lu₂v}i]-⸢tu⸣-ʾa-a.a,o 2',,P314265.4.2.0,P314265,LU₂,v..,LU,2
65719,v,LU₂,missing,,P314265.json,{LU₂}da-a.a-li,{lu₂v]}da-a.a-li\p,o 4',,P314265.6.4.0,P314265,LU₂,v..,LU,2
65862,,ni,damaged,d,P314266.json,me-me-ni,me-me-⸢ni\d⸣,o 6,,P314266.7.8.2,P314266,NI,.d.,ni,1
65955,,ba,damaged,t,P314272.json,u₂-ba-lu-u-ni,[u₂]-⸢ba\t⸣-lu-u-ni,o 3',,P314272.5.1.1,P314272,BA,.t.,ba,1
66009,v,LU₂,missing,,P314272.json,{LU₂}02-u₂,{lu₂v]}02-u₂\m,r 5',,P314272.16.5.0,P314272,LU₂,v..,LU,2
66054,,na,damaged,td,P314273.json,a-na,a-⸢na\td⸣,o 5,,P314273.7.2.1,P314273,NA,.td.,na,1
66260,v,LU₂,damaged,y,P314274.json,{LU₂}x,{lu₂vy}x,o 9',,P314274.11.7.0,P314274,LU₂,v.y.,LU,2
66262,,ša,damaged,m,P314274.json,ša,ša\m,o 9',,P314274.11.8.0,P314274,ŠA,.m.,ša,1
66313,v,LU₂,missing,y,P314274.json,{LU₂}A—KIN,{lu₂vy]}⸢A⸣—KIN,o 13',,P314274.15.5.0,P314274,LU₂,v.y.,LU,2
66316,v,LU₂,missing,y,P314274.json,{LU₂}A—KIN,{lu₂vy]}⸢A⸣—KIN,o 13',,P314274.15.5.0,P314274,LU₂,v.y.,LU,2
66320,v,LU₂,damaged,y,P314274.json,{LU₂}EN.NAM,{⸢lu₂vy⸣}EN.[NAM],o 13',,P314274.15.7.0,P314274,LU₂,v.y.,LU,2
66387,,li,damaged,tm,P314275.json,li-ik-ki-su,⸢li\tm⸣-ik-ki\t-su,o 7',,P314275.9.1.0,P314275,LI,.tm.,li,1
66396,v,LU₂,damaged,,P314275.json,{LU₂}EN-pi-qi-te,{⸢lu₂v⸣}EN—pi-qi-te,o 9',,P314275.11.1.0,P314275,LU₂,v..,LU,2
66524,,ša,missing,m,P314276.json,ša,[ša\m,o 6',,P314276.8.2.0,P314276,ŠA,.m.,ša,1
66657,,TA,damaged,,P314278.json,TA@v,⸢TA@v⸣,r 5',v,P314278.19.1.0,P314278,TA,..v,TA,1
66701,,MEŠ,damaged,m,P314280.json,UN-MEŠ,UN-⸢MEŠ\m⸣,o 3',,P314280.5.3.1,P314280,|ME.U.U.U|,.m.,MEŠ,1
66738,v,LU₂,damaged,,P314280.json,{LU₂}mi-hir-ia,{⸢lu₂v⸣}mi-hir\m-ia,o 7',,P314280.9.2.0,P314280,LU₂,v..,LU,2
66867,,uk,damaged,td,P314281.json,nu-uk,⸢nu-uk\td,o 1',,P314281.3.1.1,P314281,|PIRIG×UD|,.td.,uk,1
66931,,su,damaged,t,P314281.json,i-su-x,i-⸢su\t⸣-[x,r 2',,P314281.14.1.1,P314281,SU,.t.,su,1
67129,v,LU₂,missing,,P314282.json,{LU₂}EN.NAM,{lu₂v}EN].⸢NAM⸣,10',,P314282.11.5.0,P314282,LU₂,v..,LU,2
67272,,ša,damaged,ydm,P314283.json,ša,⸢ša\ydm⸣,o 8,,P314283.9.1.0,P314283,ŠA,.ydm.,ša,1
67306,,ša,damaged,ydm,P314283.json,ša,⸢ša\ydm⸣,o 11,,P314283.12.4.0,P314283,ŠA,.ydm.,ša,1
67616,,MEŠ,damaged,m,P314286.json,{LU₂}A—KIN-MEŠ,{lu₂v}A—KIN\tdm-⸢MEŠ\m⸣,r 5',,P314286.22.1.3,P314286,|ME.U.U.U|,.m.,MEŠ,1
67620,,MEŠ,damaged,m,P314286.json,{LU₂}A—KIN-MEŠ,{lu₂v}A—KIN\tdm-⸢MEŠ\m⸣,r 5',,P314286.22.1.3,P314286,|ME.U.U.U|,.m.,MEŠ,1
67817,,ša,damaged,m,P314288.json,ša,⸢ša\m⸣,o 1',,P314288.3.10.0,P314288,ŠA,.m.,ša,1
67908,,ba,damaged,t,P314288.json,taq-ba-ni,taq-⸢ba\t⸣-[ni],o 9',,P314288.11.7.1,P314288,BA,.t.,ba,1
68041,v,LU₂,missing,,P314288.json,{LU₂}qur-bu-ti-ia,{lu₂v]}⸢qur⸣-bu-ti-⸢ia⸣,r 8',,P314288.27.5.0,P314288,LU₂,v..,LU,2
68049,v,LU₂,missing,,P314288.json,{LU₂}qur-bu-ti,{lu₂v}qur]-⸢bu⸣-ti,r 9',,P314288.28.4.0,P314288,LU₂,v..,LU,2
68341,v,LU₂,missing,,P314290.json,{LU₂}um-ma-a-ni,{lu₂v]}⸢um⸣-ma-a-ni,o 3',,P314290.5.4.0,P314290,LU₂,v..,LU,2
68628,v,LU₂,missing,,P314292.json,{LU₂}A—KIN-ia,{lu₂v}A—KIN-ia],r 6,,P314292.16.4.0,P314292,LU₂,v..,LU,2
68632,v,LU₂,missing,,P314292.json,{LU₂}A—KIN-ia,{lu₂v}A—KIN-ia],r 6,,P314292.16.4.0,P314292,LU₂,v..,LU,2
68734,v,LU₂,damaged,,P314293.json,{LU₂}A—KIN,{⸢lu₂v⸣}[A]—KIN,o 6',,P314293.8.8.0,P314293,LU₂,v..,LU,2
68737,v,LU₂,damaged,,P314293.json,{LU₂}A—KIN,{⸢lu₂v⸣}[A]—KIN,o 6',,P314293.8.8.0,P314293,LU₂,v..,LU,2
68928,v,LU₂,damaged,y,P314294.json,{LU₂}x,{⸢lu₂vy⸣}[x,o 8,,P314294.9.2.0,P314294,LU₂,v.y.,LU,2
69004,,URI,damaged,tm,P314294.json,{KUR}URI-a.a,{⸢kur}URI\tm⸣-a.a,r 7',,P314294.20.2.1,P314294,URI,.tm.,URI,1
69021,v,LU₂,damaged,y,P314294.json,{LU₂}x,{⸢lu₂vy⸣}[x,r 9',,P314294.22.1.0,P314294,LU₂,v.y.,LU,2
69054,v,LU₂,damaged,y,P314294.json,{LU₂}sar-tin-ni,{⸢lu₂vy⸣}sar\p-tin-ni,e. 1,,P314294.27.6.0,P314294,LU₂,v.y.,LU,2
69058,,ma,damaged,p,P314294.json,ma-a,⸢ma\p⸣-a,e. 1,,P314294.27.7.0,P314294,MA,.p.,ma,1
69158,v,LU₂,missing,,P314296.json,{LU₂}qur-bu-ti,{lu₂v]}qur-bu\p-ti\t,o 7,,P314296.8.4.0,P314296,LU₂,v..,LU,2
69191,,ta,damaged,d,P314296.json,ip-ta-x,ip-⸢ta\d⸣-[x],o 10,,P314296.11.6.1,P314296,TA,.d.,ta,1
69557,,ša,damaged,y,P314298.json,ša,⸢ša\y⸣,o 4',,P314298.6.4.0,P314298,ŠA,.y.,ša,1
69652,,TA,damaged,m,P314298.json,TA@v,⸢TA@v\m⸣,o 12',v,P314298.14.3.0,P314298,TA,.m.v,TA,1
69932,,da,damaged,d,P314301.json,x-da-a,x]-⸢da\d⸣-a,o 11,,P314301.12.4.1,P314301,DA,.d.,da,1
69942,,ša,damaged,ydm,P314301.json,ša,⸢ša\ydm⸣,o 12,,P314301.13.6.0,P314301,ŠA,.ydm.,ša,1
70154,,il,damaged,y,P314302.json,il-la-ka,⸢il\y⸣-la-ka\d,o 16,,P314302.17.1.0,P314302,IL,.y.,il,1
70208,,ša,damaged,y,P314304.json,ša,⸢ša\y⸣,o 1',,P314304.3.7.0,P314304,ŠA,.y.,ša,1
70218,,li,damaged,d,P314304.json,{1}x-li-i,{1}x]-⸢li\d⸣-i,o 2',,P314304.4.4.2,P314304,LI,.d.,li,1
70363,v,LU₂,damaged,,P314304.json,{LU₂}ga-li-te,{⸢lu₂v⸣}ga\d-li\tm-te,r 3,,P314304.20.6.0,P314304,LU₂,v..,LU,2
70458,,TA,damaged,m,P314311.json,TA@v,⸢TA@v\m⸣,r 7',v,P314311.10.2.0,P314311,TA,.m.v,TA,1
70554,,LUGAL,damaged,t,P314312.json,LUGAL,⸢LUGAL\t⸣,o 11',,P314312.13.1.0,P314312,LUGAL,.t.,LUGAL,1
70724,d,aṣ,damaged,,P314313.json,na-aṣ-an-ni,na-⸢aṣ~d⸣-an-ni,o 2',,P314313.4.5.1,P314313,|PIRIG×ZA|,d..,aṣ,1
70830,,li,damaged,d,P314313.json,lil-li-ki,lil-⸢li\d⸣-ki,r 5,,P314313.18.1.1,P314313,LI,.d.,li,1
70839,,LUGAL,damaged,t,P314313.json,LUGAL,LUGAL\t,r 6,,P314313.19.2.0,P314313,LUGAL,.t.,LUGAL,1
70871,v,LU₂,missing,,P314313.json,{LU₂}EN—URU-MEŠ,{lu₂v]}EN—URU-MEŠ\m,r 9,,P314313.22.6.0,P314313,LU₂,v..,LU,2
70875,v,LU₂,missing,,P314313.json,{LU₂}EN—URU-MEŠ,{lu₂v]}EN—URU-MEŠ\m,r 9,,P314313.22.6.0,P314313,LU₂,v..,LU,2
70996,v,LU₂,damaged,y,P314316.json,{LU₂}x,{⸢lu₂vy⸣}[x,o 10,,P314316.10.4.0,P314316,LU₂,v.y.,LU,2
71014,,sar,damaged,p,P314316.json,sar,⸢sar\p⸣,o 14,,P314316.14.2.0,P314316,SAR,.p.,sar,1
71100,v,LU₂,damaged,,P314320.json,{LU₂}TIN-MEŠ,{⸢lu₂v⸣}TIN-⸢MEŠ⸣,o 2',,P314320.4.1.0,P314320,LU₂,v..,LU,2
71142,,na,damaged,t,P314321.json,a-na,[a]-⸢na\t⸣,o 1',,P314321.3.1.1,P314321,NA,.t.,na,1
71334,v,LU₂,missing,y,P314323.json,{LU₂}600-E₂.GAL,{lu₂vy]}600—E₂.GAL,o 12',,P314323.14.4.0,P314323,LU₂,v.y.,LU,2
71482,,URU,missing,d,P314326.json,{URU}HAL.ṢU,{urud}HAL].ṢU,o 5,,P314326.6.2.0,P314326,URU,.d.,URU,1
71493,v,LU₂,damaged,,P314326.json,{LU₂}qur-bu-te,{⸢lu₂v}qur⸣-[bu-te,o 6,,P314326.7.4.0,P314326,LU₂,v..,LU,2
71626,,li,damaged,d,P314326.json,lil-li-ku,lil-⸢li\d⸣-ku,r 6',,P314326.23.4.1,P314326,LI,.d.,li,1
71647,,TA,missing,,P314326.json,TA@v,[TA@v,r 9',v,P314326.26.1.0,P314326,TA,..v,TA,1
71707,,ti,damaged,t,P314327.json,ni-ip-ti,ni-ip-ti\t⸣,o 1',,P314327.3.2.2,P314327,TI,.t.,ti,1
71887,v,LU₂,missing,,P314327.json,{LU₂}A-šip-ri,{lu₂v]}⸢A⸣—šip-ri,r 9',,P314327.25.3.0,P314327,LU₂,v..,LU,2
72491,v,LU₂,damaged,y,P334020.json,{LU₂}SUKKAL,{⸢lu₂vy}SUKKAL⸣,r 1',,P334020.12.3.0,P334020,LU₂,v.y.,LU,2
73164,,TA,missing,,P334039.json,TA@v,[TA@v,o 13,v,P334039.14.1.0,P334039,TA,..v,TA,1
73166,v,LU₂,damaged,,P334039.json,{LU₂}MAH-MEŠ,{⸢lu₂v⸣}MAH-MEŠ,o 13,,P334039.14.3.0,P334039,LU₂,v..,LU,2
73174,,ṭup,missing,m,P334039.json,ṭup-pi,[ṭup\m-pi,r 1,,P334039.17.1.0,P334039,DUB,.m.,ṭup,1
73186,v,LU₂,missing,,P334039.json,{LU₂}qur-bu-te,{[lu₂v}qur]-bu-te,r 3,,P334039.19.1.0,P334039,LU₂,v..,LU,2
73731,v,LU₂,damaged,,P334041.json,{LU₂}IGI.DUB,{lu₂v⸣}IGI.DUB\m,r 7,,P334041.29.3.0,P334041,LU₂,v..,LU,2
73874,,E₂,damaged,d,P334042.json,E₂,E₂\d⸣,o 10,,P334042.11.2.0,P334042,E₂,.d.,E,2
74154,,ba,damaged,t,P334044.json,ṭa-a-ba,[ṭa-a]-⸢ba\t⸣,o 14,,P334044.15.1.2,P334044,BA,.t.,ba,1
74213,v,LU₂,damaged,,P334044.json,{LU₂}EN.NAM,{⸢lu₂v⸣}EN.NAM,r 4',,P334044.25.2.0,P334044,LU₂,v..,LU,2
74220,v,LU₂,missing,,P334044.json,{LU₂}ERIM-MEŠ,{[lu₂v]}⸢ERIM⸣-MEŠ,r 5',,P334044.26.1.0,P334044,LU₂,v..,LU,2
74332,,TA,missing,,P334045.json,TA@v,[TA@v],o 9,v,P334045.10.1.0,P334045,TA,..v,TA,1
74637,v,LU₂,missing,,P334047.json,{LU₂}A—KIN-ia,{lu₂v]}A—KIN\t-⸢ia,o 12,,P334047.13.4.0,P334047,LU₂,v..,LU,2
74641,v,LU₂,missing,,P334047.json,{LU₂}A—KIN-ia,{lu₂v]}A—KIN\t-⸢ia,o 12,,P334047.13.4.0,P334047,LU₂,v..,LU,2
74728,,qi,damaged,t,P334047.json,{1}ha-qi-x,{1}ha-⸢qi\t⸣-[x],r 10',,P334047.26.3.2,P334047,KIN,.t.,qi,1
74776,,na,damaged,t,P334048.json,a-na,a]-⸢na\t⸣,o 2,,P334048.3.2.1,P334048,NA,.t.,na,1
74826,v,LU₂,missing,,P334048.json,{LU₂}x-x-a.a,{lu₂v}x-x]-a.a,o 5,,P334048.6.6.0,P334048,LU₂,v..,LU,2
74849,,TA,missing,,P334048.json,TA@v,TA@v,o 7,v,P334048.8.3.0,P334048,TA,..v,TA,1
74850,v,LU₂,missing,,P334048.json,{LU₂}GAL—E₂.GAL,{lu₂v}GAL—E₂].⸢GAL⸣,o 7,,P334048.8.4.0,P334048,LU₂,v..,LU,2
74854,v,LU₂,missing,,P334048.json,{LU₂}GAL—E₂.GAL,{lu₂v}GAL—E₂].⸢GAL⸣,o 7,,P334048.8.4.0,P334048,LU₂,v..,LU,2
74876,,ITI,damaged,m,P334048.json,{ITI}ZIZ₂,{⸢itim}ZIZ₂,o 9,,P334048.10.2.0,P334048,|UD×(U.U.U)|,.m.,ITI,1
75275,,pu,damaged,p,P334049.json,le-pu-šu,le\d-⸢pu\p⸣-[šu],o 7,,P334049.8.2.1,P334049,BU,.p.,pu,1
75598,,DI,damaged,d,P334050.json,i-DI-me,i—⸢DI\d⸣-me,o 15,,P334050.16.2.1,P334050,DI,.d.,DI,1
75610,,ša,damaged,d,P334050.json,ša,⸢ša\d⸣,o 17,,P334050.18.1.0,P334050,ŠA,.d.,ša,1
75727,v,LU₂,missing,,P334050.json,{LU₂}uk-ka-a.a,{lu₂v]}uk-ka-a.a,r 9,,P334050.30.2.0,P334050,LU₂,v..,LU,2
75769,,e,damaged,d,P334050.json,e-gir₂-te,e\d-gir₂-te⸣,r 13,,P334050.34.3.0,P334050,E,.d.,e,1
76203,v,LU₂,missing,,P334055.json,{LU₂}GAL—A.BA,{lu₂v]}GAL—A.BA\t,o 7,,P334055.8.3.0,P334055,LU₂,v..,LU,2
76207,v,LU₂,missing,,P334055.json,{LU₂}GAL—A.BA,{lu₂v]}GAL—A.BA\t,o 7,,P334055.8.3.0,P334055,LU₂,v..,LU,2
76308,v,LU₂,damaged,,P334055.json,{LU₂}GAL—A.BA,{⸢lu₂v⸣}GAL—A.BA\td,r 8',,P334055.22.1.0,P334055,LU₂,v..,LU,2
