,a,b,break,f,file,form,frag,line_label,m,sign_loc_id,text_id,sign_form,mods_str,str_part,num_part
19498,v,LU₂,missing,,P313529.json,{LU₂}A-šip-ri,{[lu₂v}A—šip-ri,r 5,,P313529.17.1.0,P313529,LU₂,v..,LU,2
19996,,uk,damaged,d,P313541.json,nu-uk,nu-⸢uk\d⸣,nolabel,,P313541.5.4.1,P313541,|PIRIG×UD|,.d.,uk,1
19997,,TA,missing,m,P313541.json,TA@v,[TA@v\m],o 4',v,P313541.6.1.0,P313541,TA,.m.v,TA,1
20057,v,LU₂,damaged,y,P313541.json,{LU₂}ša₂-UGU—E₂,{⸢lu₂vy⸣}ša₂—UGU—E₂\p,o 13',,P313541.15.1.0,P313541,LU₂,v.y.,LU,2
20062,v,LU₂,damaged,,P313541.json,{LU₂}EN.NAM,{⸢lu₂v⸣}[EN.NAM],o 13',,P313541.15.3.0,P313541,LU₂,v..,LU,2
20114,,UR₃,damaged,d,P313541.json,{GIŠ}UR₃-MEŠ,{giš}⸢UR₃\d⸣-[MEŠ,r 4,,P313541.26.2.1,P313541,|GA₂×NUN&NUN|,.d.,UR,3
20127,,UR₃,damaged,d,P313541.json,{GIŠ}UR₃-MEŠ,{[giš]}⸢UR₃\d⸣-MEŠ\m,r 6,,P313541.28.1.1,P313541,|GA₂×NUN&NUN|,.d.,UR,3
20210,v,LU₂,damaged,y,P313542.json,{LU₂}IGI.DUB,{⸢lu₂vy⸣}[IGI.DUB,o 1,,P313542.2.2.0,P313542,LU₂,v.y.,LU,2
20643,,MEŠ,missing,m,P313547.json,ARAD-MEŠ-ni-ia₂,ARAD-MEŠ\m-ni\d-ia₂],o 6',,P313547.8.3.1,P313547,|ME.U.U.U|,.m.,MEŠ,1
20644,,ni,missing,d,P313547.json,ARAD-MEŠ-ni-ia₂,ARAD-MEŠ\m-ni\d-ia₂],o 6',,P313547.8.3.2,P313547,NI,.d.,ni,1
20734,,qi,damaged,t,P313547.json,ip-qi-du-ni,ip-⸢qi\t⸣-[du]-ni,o 14',,P313547.16.5.1,P313547,KIN,.t.,qi,1
20880,,na,damaged,dt,P313547.json,i-na-zi-ru-šu₂,i-⸢na\dt⸣-[zi]-ru-šu₂,r 8,,P313547.32.3.1,P313547,NA,.dt.,na,1
20922,,ša,damaged,m,P313547.json,ša,⸢ša\m⸣,r 12,,P313547.36.3.0,P313547,ŠA,.m.,ša,1
20931,,pu,damaged,t,P313547.json,le-pu-uš,[le]-⸢pu\t⸣-uš,r 13,,P313547.37.1.1,P313547,BU,.t.,pu,1
20951,,TA,damaged,m,P313547.json,TA@v,⸢TA@v\m,r 15,v,P313547.39.2.0,P313547,TA,.m.v,TA,1
21282,,ša,damaged,d,P313550.json,ša,⸢ša\d⸣,o 3',,P313550.5.1.0,P313550,ŠA,.d.,ša,1
21351,,na,damaged,t,P313551.json,a-na,⸢a-na\t⸣,o 5,,P313551.6.1.1,P313551,NA,.t.,na,1
21416,,u₂,damaged,m,P313551.json,u₂-na-ka-ar₂-u-ni,u₂\m-na\t-ka-ar₂-u⸣-ni,r 2,,P313551.16.3.0,P313551,U₂,.m.,u,2
21417,,na,damaged,t,P313551.json,u₂-na-ka-ar₂-u-ni,u₂\m-na\t-ka-ar₂-u⸣-ni,r 2,,P313551.16.3.1,P313551,NA,.t.,na,1
21495,,MEŠ,damaged,m,P313552.json,x+x-MEŠ,⸢x⸣+[x]-⸢MEŠ\m⸣,o 4,,P313552.6.1.2,P313552,|ME.U.U.U|,.m.,MEŠ,1
21849,v,LU₂,damaged,,P313553.json,{LU₂}ku-ma-a.a,{⸢lu₂v⸣}ku-ma-a.a,o 12',,P313553.14.1.0,P313553,LU₂,v..,LU,2
21854,,ša,damaged,y,P313553.json,ša,⸢ša\y⸣,o 12',,P313553.14.2.0,P313553,ŠA,.y.,ša,1
21890,v,LU₂,damaged,y,P313553.json,{LU₂}qe-e-pu,{⸢lu₂vy⸣}qe-e-pu\tp,o 15',,P313553.17.1.0,P313553,LU₂,v.y.,LU,2
21979,,MEŠ,missing,m,P313553.json,NINDA-MEŠ,[NINDA-MEŠ\m,o 21',,P313553.23.1.1,P313553,|ME.U.U.U|,.m.,MEŠ,1
22020,,MEŠ,missing,m,P313553.json,DUG₃.GA-MEŠ,[DUG₃.GA-MEŠ\m],o 23',,P313553.25.8.2,P313553,|ME.U.U.U|,.m.,MEŠ,1
22035,v,LU₂,missing,,P313553.json,{LU₂}ERIM-MEŠ,{[lu₂v}ERIM-MEŠ\m,o 25',,P313553.27.1.0,P313553,LU₂,v..,LU,2
22037,,MEŠ,missing,m,P313553.json,{LU₂}ERIM-MEŠ,{[lu₂v}ERIM-MEŠ\m,o 25',,P313553.27.1.2,P313553,|ME.U.U.U|,.m.,MEŠ,1
22142,v,LU₂,missing,,P313559.json,{LU₂}NIGIR₂—E₂.GAL,{[lu₂v]}⸢NIGIR₂—E₂⸣.[GAL,o 10',,P313559.12.1.0,P313559,LU₂,v..,LU,2
22146,v,LU₂,missing,,P313559.json,{LU₂}NIGIR₂—E₂.GAL,{[lu₂v]}⸢NIGIR₂—E₂⸣.[GAL,o 10',,P313559.12.1.0,P313559,LU₂,v..,LU,2
22181,,um,damaged,d,P313559.json,{URU}ku-um-me,{uru}ku-⸢um\d⸣-[me],r 3',,P313559.18.5.2,P313559,UM,.d.,um,1
22348,,ša,damaged,yd,P313560.json,ša,⸢ša\yd⸣,o 4',,P313560.6.4.0,P313560,ŠA,.yd.,ša,1
22587,,UR₃,damaged,m,P313571.json,{GIŠ}UR₃-MEŠ,{giš}⸢UR₃\m-MEŠ,o 10',,P313571.12.1.1,P313571,|GA₂×NUN&NUN|,.m.,UR,3
22778,,TA,damaged,m,P313571.json,TA@v,⸢TA@v\m⸣,r 8,v,P313571.31.2.0,P313571,TA,.m.v,TA,1
23076,v,LU₂,missing,y,P313575.json,{LU₂}A-šip-ri-ia,{lu₂vy]}A—šip-ri-ia,o 8,,P313575.9.8.0,P313575,LU₂,v.y.,LU,2
23087,v,LU₂,missing,y,P313575.json,{LU₂}A-šip-ri-ia,{lu₂vy}A]—šip-ri-ia,o 9,,P313575.10.7.0,P313575,LU₂,v.y.,LU,2
23192,v,LU₂,damaged,y,P313575.json,{LU₂}ha-al-qu-te,{lu₂vy}ha-al-qu-te⸣,o 18,,P313575.19.4.0,P313575,LU₂,v.y.,LU,2
23257,,da,damaged,d,P313575.json,{LU₂}GAL-da-a.a-li,{lu₂vy}GAL—⸢da\d⸣-[a.a-li],o 23,,P313575.24.3.2,P313575,DA,.d.,da,1
23261,,ša,damaged,m,P313575.json,ša,⸢ša\m⸣,o 24,,P313575.25.1.0,P313575,ŠA,.m.,ša,1
23321,,URI,missing,dd,P313575.json,{KUR}URI-a.a,{[kur}URI\dd]-a.a,o 29,,P313575.30.3.1,P313575,URI,.dd.,URI,1
23334,,uk,damaged,dp,P313575.json,nu-uk,nu]-⸢uk\dp⸣,o 30,,P313575.31.3.1,P313575,|PIRIG×UD|,.dp.,uk,1
23345,,URI,damaged,dd,P313575.json,{KUR}URI-a.a,{kur}⸢URI\dd⸣-[a.a],o 31,,P313575.32.4.1,P313575,URI,.dd.,URI,1
23363,,URI,damaged,dd,P313575.json,{KUR}URI-a.a,{kur}⸢URI\dd⸣-a.a,b.e. 33,,P313575.35.3.1,P313575,URI,.dd.,URI,1
23496,,MEŠ,damaged,m,P313575.json,ERIM-MEŠ-ku-nu,ERIM-⸢MEŠ\m⸣-ku-[nu],r 11,,P313575.49.5.1,P313575,|ME.U.U.U|,.m.,MEŠ,1
23610,v,LU₂,missing,y,P313576.json,{LU₂}EN.NAM,{lu₂vy}EN].NAM,o 8,,P313576.9.4.0,P313576,LU₂,v.y.,LU,2
23642,v,LU₂,damaged,y,P313576.json,{LU₂}ag-ru-te,{⸢lu₂vy}ag⸣-ru-te,o 11,,P313576.12.6.0,P313576,LU₂,v.y.,LU,2
23679,v,LU₂,missing,y,P313576.json,{LU₂}EN-pi-qit-te-ia,{lu₂vy}EN]—⸢pi⸣-qit-te-ia,r 3',,P313576.19.4.0,P313576,LU₂,v.y.,LU,2
23742,v,LU₂,missing,y,P313576.json,{LU₂}ag-ru-te-šu₂,{lu₂vy}ag]-⸢ru⸣-te-šu₂,r 9',,P313576.25.3.0,P313576,LU₂,v.y.,LU,2
23832,v,LU₂,missing,,P313578.json,{LU₂}i-tu-ʾa-a.a,{lu₂v}i-tu]-ʾa-a.a,r 6,,P313578.15.5.0,P313578,LU₂,v..,LU,2
24341,,ša,damaged,y,P313587.json,ša-ni-e,⸢ša\y⸣-ni-e,r 3,,P313587.25.2.0,P313587,ŠA,.y.,ša,1
24366,,ša,damaged,y,P313587.json,ša,⸢ša\y⸣,r 5,,P313587.27.2.0,P313587,ŠA,.y.,ša,1
24400,,ša,missing,y,P313587.json,ša,[ša\y],r 8,,P313587.30.3.0,P313587,ŠA,.y.,ša,1
24550,,ša,damaged,y,P313595.json,ša,⸢ša\y⸣,o 4',,P313595.6.1.0,P313595,ŠA,.y.,ša,1
24645,v,LU₂,damaged,,P313596.json,{LU₂}A.BA,{⸢lu₂v⸣}A.BA,o 8',,P313596.10.7.0,P313596,LU₂,v..,LU,2
24798,,pu,damaged,tp,P313598.json,i-ka-pu-ru-u-ni,i]-⸢ka-pu\tp-ru⸣-u-ni,o 12,,P313598.13.5.2,P313598,BU,.tp.,pu,1
25021,v,LU₂,missing,,P313601.json,{LU₂}A—KIN,{[lu₂v}A]—⸢KIN⸣,r 6,,P313601.16.3.0,P313601,LU₂,v..,LU,2
25024,v,LU₂,missing,,P313601.json,{LU₂}A—KIN,{[lu₂v}A]—⸢KIN⸣,r 6,,P313601.16.3.0,P313601,LU₂,v..,LU,2
25156,,TA,missing,m,P313607.json,TA@v,[TA@v\m],o 6',v,P313607.8.1.0,P313607,TA,.m.v,TA,1
25250,v,LU₂,missing,,P313609.json,{LU₂}EN.NAM,{[lu₂v]}EN.NAM,r 5,,P313609.8.1.0,P313609,LU₂,v..,LU,2
25383,,ru,damaged,d,P313612.json,ša₂-a-ru,ša₂-a-⸢ru\d⸣,o 6',,P313612.8.6.2,P313612,RU,.d.,ru,1
25593,v,LU₂,missing,,P313613.json,{LU₂}GAL—GEŠTIN,{lu₂v]}⸢GAL⸣—GEŠTIN,9',,P313613.10.2.0,P313613,LU₂,v..,LU,2
25596,v,LU₂,missing,,P313613.json,{LU₂}GAL—GEŠTIN,{lu₂v]}⸢GAL⸣—GEŠTIN,9',,P313613.10.2.0,P313613,LU₂,v..,LU,2
25615,v,LU₂,damaged,y,P313614.json,{LU₂}ERIM-MEŠ,{⸢lu₂vy⸣}[ERIM-MEŠ,o 3',,P313614.5.3.0,P313614,LU₂,v.y.,LU,2
25917,,ub,damaged,d,P313616.json,ub,⸢ub\d,b.e. 12',,P313616.13.2.0,P313616,UB,.d.,ub,1
26106,v,LU₂,damaged,,P313617.json,{LU₂}x,{⸢lu₂v⸣}[x,r 2,,P313617.12.5.0,P313617,LU₂,v..,LU,2
26235,,ru,damaged,d,P313619.json,ru,ru\d⸣,r 1',,P313619.14.5.0,P313619,RU,.d.,ru,1
26267,,ša,damaged,ym,P313619.json,ša,⸢ša\ym⸣,r 5',,P313619.18.4.0,P313619,ŠA,.ym.,ša,1
26269,,bir,damaged,p,P313619.json,{KUR}bir-a-te,{kur}⸢bir\p⸣-[a-te],r 5',,P313619.18.5.1,P313619,|HI×ŠE|,.p.,bir,1
26276,,ru,damaged,d,P313619.json,e-ru-bu,⸢e-ru\d-bu⸣,r 6',,P313619.19.4.1,P313619,RU,.d.,ru,1
26688,,ub,missing,m,P313623.json,hu-ub-te,[hu-ub\m]-te,o 7,,P313623.8.3.1,P313623,UB,.m.,ub,1
26871,v,LU₂,damaged,y,P313625.json,{LU₂}x,{⸢lu₂vy⸣}[x,o 2',,P313625.4.1.0,P313625,LU₂,v.y.,LU,2
26973,v,LU₂,missing,y,P313625.json,{LU₂}e-mu-qi,{[lu₂vy}e-mu]-⸢qi⸣,r 5,,P313625.18.1.0,P313625,LU₂,v.y.,LU,2
27062,,ša,damaged,d,P313626.json,ša,⸢ša\d⸣,o 6,,P313626.7.1.0,P313626,ŠA,.d.,ša,1
27261,,na,damaged,td,P313627.json,a-na-ku-u-ni,a-⸢na\td⸣-[ku]-u-ni\d,o 3',,P313627.5.3.1,P313627,NA,.td.,na,1
27494,,na,damaged,t,P313630.json,a-na,[a]-⸢na\t⸣,o 1,,P313630.2.1.1,P313630,NA,.t.,na,1
27514,,DI,damaged,d,P313630.json,DI-mu,⸢DI\d⸣-mu,o 4,,P313630.5.1.0,P313630,DI,.d.,DI,1
27590,v,LU₂,damaged,,P313632.json,{LU₂}hu-ub-tu₂,{⸢lu₂v⸣}[hu]-⸢ub\d⸣-tu₂,o 1',,P313632.3.1.0,P313632,LU₂,v..,LU,2
27592,,ub,damaged,d,P313632.json,{LU₂}hu-ub-tu₂,{⸢lu₂v⸣}[hu]-⸢ub\d⸣-tu₂,o 1',,P313632.3.1.2,P313632,UB,.d.,ub,1
27662,v,LU₂,damaged,,P313632.json,{LU₂}GAL—SAG,{⸢lu₂v⸣}GAL—⸢SAG⸣,r 1,,P313632.15.1.0,P313632,LU₂,v..,LU,2
27665,v,LU₂,damaged,,P313632.json,{LU₂}GAL—SAG,{⸢lu₂v⸣}GAL—⸢SAG⸣,r 1,,P313632.15.1.0,P313632,LU₂,v..,LU,2
27813,,ša,damaged,ym,P313637.json,ša,⸢ša\ym,o 4',,P313637.6.5.0,P313637,ŠA,.ym.,ša,1
28116,v,LU₂,damaged,,P313640.json,{LU₂}KAŠ.LUL,{⸢lu₂v⸣}KAŠ.LUL,o 10,,P313640.11.2.0,P313640,LU₂,v..,LU,2
28168,,ša,damaged,m,P313640.json,ša,⸢ša\m⸣,r 4',,P313640.21.3.0,P313640,ŠA,.m.,ša,1
28334,v,LU₂,missing,,P313643.json,{LU₂}ša₂-BAD-HAL-lum,{lu₂v]}⸢ša₂⸣—BAD-HAL-⸢lum⸣,r 5,,P313643.18.4.0,P313643,LU₂,v..,LU,2
29125,v,LU₂,damaged,,P313644.json,{LU₂}ki-na-ta-te-ia,{⸢lu₂v⸣}ki-na-ta-te-⸢ia⸣,r 15,,P313644.45.1.0,P313644,LU₂,v..,LU,2
29504,,LUGAL,damaged,t,P313647.json,LUGAL,⸢LUGAL\t⸣,o 1,,P313647.2.2.0,P313647,LUGAL,.t.,LUGAL,1
29620,,ru,damaged,d,P313647.json,i-su-uh-ru,[i-su-uh]-⸢ru\d⸣,o 13,,P313647.14.1.3,P313647,RU,.d.,ru,1
30033,v,LU₂,damaged,,P313652.json,{LU₂}GAR-nu,{⸢lu₂v⸣}GAR-nu,o 11',,P313652.13.4.0,P313652,LU₂,v..,LU,2
30091,v,LU₂,missing,,P313653.json,{LU₂}ARAD-MEŠ,{lu₂v]}⸢ARAD⸣-MEŠ\m,o 3,,P313653.4.2.0,P313653,LU₂,v..,LU,2
30115,v,LU₂,missing,,P313653.json,{LU₂}ARAD-MEŠ,{[lu₂v}ARAD-MEŠ],o 5,,P313653.6.1.0,P313653,LU₂,v..,LU,2
30286,,ru,damaged,d,P313653.json,am-ru,am-⸢ru\d⸣,o 17,,P313653.18.2.1,P313653,RU,.d.,ru,1
30408,v,LU₂,damaged,,P313654.json,{LU₂}TIN-MEŠ,{⸢lu₂v⸣}TIN\d-[MEŠ,o 6',,P313654.8.5.0,P313654,LU₂,v..,LU,2
30489,,TA,damaged,m,P313655.json,TA@v,⸢TA@v\m⸣,o 4',v,P313655.6.2.0,P313655,TA,.m.v,TA,1
30505,v,LU₂,missing,,P313655.json,{LU₂}DIB-a-pa-MEŠ,{[lu₂v}DIB]—⸢a-pa⸣-MEŠ,o 6',,P313655.8.1.0,P313655,LU₂,v..,LU,2
30591,v,LU₂,missing,,P313657.json,{LU₂}ERIM-MEŠ,{lu₂v]}ERIM-MEŠ\m,o 6',,P313657.8.4.0,P313657,LU₂,v..,LU,2
30651,,KA₂,damaged,d,P313657.json,KA₂.DINGIR{KI},⸢KA₂\d⸣.DINGIR{ki},o 11',,P313657.13.5.0,P313657,KA₂,.d.,KA,2
30828,v,LU₂,damaged,,P313657.json,{LU₂}gu-zu-ma-nu,{⸢lu₂v⸣}gu-zu\t-[ma-nu,r 13,,P313657.31.3.0,P313657,LU₂,v..,LU,2
31246,,ša,damaged,ydm,P313660.json,ša,⸢ša\ydm⸣,o 11,,P313660.10.1.0,P313660,ŠA,.ydm.,ša,1
31286,,da,damaged,d,P313660.json,i-da-at,⸢i—da\d-at⸣,r 6,,P313660.22.1.1,P313660,DA,.d.,da,1
31358,v,LU₂,missing,,P313665.json,{LU₂}e-mu-qi-šu₂,{[lu₂v}e-mu]-⸢qi⸣-šu₂,o 3',,P313665.5.1.0,P313665,LU₂,v..,LU,2
31587,,ša,damaged,y,P313667.json,ša,⸢ša\y⸣,b.e. 4',,P313667.7.1.0,P313667,ŠA,.y.,ša,1
31635,v,LU₂,damaged,,P313672.json,{LU₂}uk-ka-a.a,{⸢lu₂v⸣}uk-ka-a.⸢a⸣,o 2',,P313672.4.5.0,P313672,LU₂,v..,LU,2
31652,v,LU₂,missing,,P313672.json,{LU₂}EN.NAM,{[lu₂v}EN.NAM,o 4',,P313672.6.1.0,P313672,LU₂,v..,LU,2
31699,,GIN,damaged,d,P313672.json,{URU}BAD₃—MAN—GIN,{uru}BAD₃—MAN—⸢GIN\d⸣,o 8',,P313672.10.5.3,P313672,DU,.d.,GIN,1
32018,,na,missing,t,P313679.json,a-na,[a-na\t,o 1,,P313679.2.1.1,P313679,NA,.t.,na,1
32031,,na,damaged,t,P313679.json,a-na,a-⸢na\t⸣,o 3,,P313679.4.3.1,P313679,NA,.t.,na,1
32096,,na,damaged,t,P313679.json,a-na,⸢a-na\t⸣,o 11,,P313679.12.3.1,P313679,NA,.t.,na,1
32347,,ZU,damaged,t,P313686.json,{1}aš-šur-ZU,{1}aš-šur—⸢ZU\t⸣,o 4',,P313686.6.5.3,P313686,ZU,.t.,ZU,1
32475,,le,damaged,d,P313692.json,le-pu-uš,⸢le\d⸣-pu\p-uš,o 3',,P313692.5.5.0,P313692,LI,.d.,le,1
32531,,UR₃,damaged,d,P313695.json,{GIŠ}UR₃-MEŠ,{giš}⸢UR₃\d⸣-[MEŠ,o 2',,P313695.4.3.1,P313695,|GA₂×NUN&NUN|,.d.,UR,3
32814,v,LU₂,damaged,,P313699.json,{LU₂}EN.NAM,{⸢lu₂v}EN.NAM⸣,o 13,,P313699.9.2.0,P313699,LU₂,v..,LU,2
32876,v,LU₂,damaged,,P313699.json,{LU₂}ERIM-MEŠ,{⸢lu₂v⸣}[ERIM-MEŠ,o 19,,P313699.15.3.0,P313699,LU₂,v..,LU,2
32887,v,LU₂,damaged,,P313700.json,{LU₂}EN.NAM,{⸢lu₂v⸣}EN.NAM,o 1,,P313700.2.2.0,P313700,LU₂,v..,LU,2
33006,v,LU₂,missing,,P313700.json,{LU₂}EN.NAM,{[lu₂v}EN].⸢NAM⸣,r 4',,P313700.14.5.0,P313700,LU₂,v..,LU,2
33021,v,LU₂,missing,,P313700.json,{LU₂}A—KIN,{[lu₂v]}A—KIN,r 6',,P313700.16.1.0,P313700,LU₂,v..,LU,2
33024,v,LU₂,missing,,P313700.json,{LU₂}A—KIN,{[lu₂v]}A—KIN,r 6',,P313700.16.1.0,P313700,LU₂,v..,LU,2
33193,,li,damaged,d,P313701.json,li-x,⸢li\d⸣-[x,o 12',,P313701.14.2.0,P313701,LI,.d.,li,1
33585,,TA,damaged,m,P313710.json,TA@v,⸢TA@v\m⸣,r 1,v,P313710.13.3.0,P313710,TA,.m.v,TA,1
33623,,LUGAL,damaged,p,P313711.json,LUGAL,⸢LUGAL\p⸣,o 1,,P313711.2.2.0,P313711,LUGAL,.p.,LUGAL,1
33665,,TA,missing,m,P313711.json,TA@v,[TA@v\m,o 6,v,P313711.7.1.0,P313711,TA,.m.v,TA,1
34075,,ša,damaged,y,P313718.json,ša,⸢ša\y⸣,o 8',,P313718.10.5.0,P313718,ŠA,.y.,ša,1
34351,v,LU₂,missing,,P313720.json,{LU₂}gur-ru,{[lu₂v]}gur-ru,o 10',,P313720.12.1.0,P313720,LU₂,v..,LU,2
34363,v,LU₂,missing,,P313720.json,{LU₂}zu-ku,{[lu₂v]}zu-ku,o 11',,P313720.13.1.0,P313720,LU₂,v..,LU,2
34654,v,LU₂,damaged,,P313721.json,{LU₂}DUMU—KA₂.DINGIR.RA{KI},{⸢lu₂v⸣}DUMU—KA₂\d.DINGIR.RA{ki},r 6,,P313721.22.4.0,P313721,LU₂,v..,LU,2
34660,v,LU₂,damaged,,P313721.json,{LU₂}DUMU—KA₂.DINGIR.RA{KI},{⸢lu₂v⸣}DUMU—KA₂\d.DINGIR.RA{ki},r 6,,P313721.22.4.0,P313721,LU₂,v..,LU,2
34696,,ka,damaged,d,P313721.json,il-la-ka,il\y-la-⸢ka\d⸣,r 9,,P313721.25.5.2,P313721,KA,.d.,ka,1
34728,,u₂,missing,m,P313721.json,u₂-ma-a,u₂\m]-⸢ma⸣-a,r 13,,P313721.29.5.0,P313721,U₂,.m.,u,2
35098,,ak,damaged,t,P313723.json,ak,⸢ak\t⸣,o 7,,P313723.8.3.0,P313723,AK,.t.,ak,1
35377,v,LU₂,damaged,y,P313725.json,{LU₂}ERIM-MEŠ,{⸢lu₂vy⸣}ERIM-MEŠ\m,o 9,,P313725.10.1.0,P313725,LU₂,v.y.,LU,2
35535,v,LU₂,damaged,,P313726.json,{LU₂}x,{⸢lu₂v⸣}[x,o 1',,P313726.3.6.0,P313726,LU₂,v..,LU,2
35778,v,LU₂,missing,,P313728.json,{LU₂}kal-da-a.a,{lu₂v]}kal-da-[a.a],r 1',,P313728.15.5.0,P313728,LU₂,v..,LU,2
35916,,ša,damaged,d,P313730.json,{GIŠ}ša-x,{gišd}⸢ša\d⸣—[x,r 4',,P313730.8.7.1,P313730,ŠA,.d.,ša,1
36221,,li,damaged,d,P313737.json,nu-se-li-ia-aš₂-šu-nu,[nu-se]-⸢li\d⸣-ia-aš₂-šu-nu,o 6',,P313737.8.1.2,P313737,LI,.d.,li,1
36312,,ša,missing,d,P313738.json,ša,[ša\d],o 3',,P313738.5.1.0,P313738,ŠA,.d.,ša,1
36512,,ṣir,damaged,tp,P313739.json,{1}ki-ṣir-aš-šur,{1}ki-⸢ṣir\tp⸣—[aš-šur],o 7,,P313739.8.3.2,P313739,MUŠ,.tp.,ṣir,1
36538,v,LU₂,damaged,,P313739.json,{LU₂}x,{⸢lu₂v⸣}[x,o 10,,P313739.11.2.0,P313739,LU₂,v..,LU,2
36600,v,LU₂,missing,,P313740.json,{LU₂}qur-bu-te,{lu₂v]}qur-bu-te,o 4',,P313740.6.4.0,P313740,LU₂,v..,LU,2
36682,,LUGAL,damaged,d,P313742.json,LUGAL,⸢LUGAL\d⸣,o 6,,P313742.7.2.0,P313742,LUGAL,.d.,LUGAL,1
37156,,ša,damaged,dm,P313748.json,ša,⸢ša\dm⸣,o 8',,P313748.10.5.0,P313748,ŠA,.dm.,ša,1
37344,,na,missing,t,P313750.json,a-na,[a-na\t,o 1,,P313750.2.1.1,P313750,NA,.t.,na,1
37365,,na,damaged,t,P313750.json,a-na,a]-⸢na\t⸣,o 4,,P313750.5.2.1,P313750,NA,.t.,na,1
37374,,na,missing,t,P313750.json,a-na,a-na\t],o 5,,P313750.6.2.1,P313750,NA,.t.,na,1
37381,,ša,missing,ydm,P313750.json,ša,ša\ydm],o 6,,P313750.7.2.0,P313750,ŠA,.ydm.,ša,1
37400,,TA,damaged,,P313750.json,TA@v,⸢TA@v⸣,o 8,v,P313750.9.5.0,P313750,TA,..v,TA,1
37539,v,LU₂,damaged,y,P313753.json,{LU₂}AB.BA-MEŠ,{⸢lu₂vy}AB⸣.[BA-MEŠ,o 11',,P313753.13.3.0,P313753,LU₂,v.y.,LU,2
37680,v,LU₂,damaged,,P313754.json,{LU₂}x,{⸢lu₂v⸣}[x,o 5,,P313754.6.3.0,P313754,LU₂,v..,LU,2
37837,,ša,damaged,d,P313755.json,ša,⸢ša\d⸣,o 10',,P313755.12.4.0,P313755,ŠA,.d.,ša,1
38125,v,LU₂,missing,,P313756.json,{LU₂}A—KIN-e-a,{lu₂v}A]—⸢KIN⸣-e\d-a,r 3',,P313756.27.3.0,P313756,LU₂,v..,LU,2
38130,v,LU₂,missing,,P313756.json,{LU₂}A—KIN-e-a,{lu₂v}A]—⸢KIN⸣-e\d-a,r 3',,P313756.27.3.0,P313756,LU₂,v..,LU,2
38191,v,LU₂,damaged,,P313756.json,{LU₂}x,{⸢lu₂v⸣}[x,r 7',,P313756.31.5.0,P313756,LU₂,v..,LU,2
38247,,ni,damaged,d,P313757.json,UGU-hi-ni,UGU-hi-⸢ni\d⸣,r 2',,P313757.6.3.2,P313757,NI,.d.,ni,1
38254,,ša,damaged,yd,P313757.json,ša,⸢ša\yd,r 3',,P313757.7.4.0,P313757,ŠA,.yd.,ša,1
38383,,TA,damaged,m,P313758.json,TA@v,⸢TA@v\m⸣,r 1',v,P313758.15.1.0,P313758,TA,.m.v,TA,1
38428,,ru,damaged,d,P313759.json,x-ru,x]-⸢ru\d⸣,o 1',,P313759.3.5.1,P313759,RU,.d.,ru,1
38777,,rig,damaged,t,P313762.json,an-nu-rig,an-nu]-⸢rig\t⸣,r 2',,P313762.15.2.2,P313762,ŠIM,.t.,rig,1
38845,v,LU₂,missing,,P313766.json,{LU₂}A—KIN,{[lu₂v}A]—⸢KIN⸣,6',,P313766.6.1.0,P313766,LU₂,v..,LU,2
38848,v,LU₂,missing,,P313766.json,{LU₂}A—KIN,{[lu₂v}A]—⸢KIN⸣,6',,P313766.6.1.0,P313766,LU₂,v..,LU,2
38910,v,LU₂,missing,,P313769.json,{LU₂}NIGIR,{[lu₂v]}NIGIR,r 5,,P313769.8.1.0,P313769,LU₂,v..,LU,2
39105,,ID₂,damaged,d,P313772.json,ID₂,⸢ID₂\d⸣,o 3',,P313772.5.6.0,P313772,|A.LAGAB×HAL|,.d.,ID,2
39149,,ID₂,damaged,d,P313772.json,ID₂,⸢ID₂\d⸣,r 2',,P313772.13.6.0,P313772,|A.LAGAB×HAL|,.d.,ID,2
39156,,BAD₃,damaged,p,P313772.json,BAD₃,BAD₃\p⸣,r 3',,P313772.14.7.0,P313772,|EZEN×BAD|,.p.,BAD,3
39361,v,LU₂,missing,,P313773.json,{LU₂}na-si-ka-ni,{[lu₂v}na-si]-⸢ka⸣-ni,r 4,,P313773.20.1.0,P313773,LU₂,v..,LU,2
39376,v,LU₂,damaged,p,P313773.json,{LU₂}TUR-šu₂,{⸢lu₂vp⸣}TUR-šu₂,r 5,,P313773.21.2.0,P313773,LU₂,v.p.,LU,2
39770,,ra,damaged,y,P313776.json,x-ra-bi,x]-⸢ra\y⸣-bi,o 8',,P313776.10.6.1,P313776,RA,.y.,ra,1
40232,v,LU₂,damaged,,P313779.json,{LU₂}GAL-MEŠ-šu₂,{⸢lu₂v⸣}GAL-MEŠ\m-šu₂,o 3',,P313779.5.1.0,P313779,LU₂,v..,LU,2
40775,,MEŠ,damaged,m,P313785.json,x+x-MEŠ-tu₂,x]+⸢x-MEŠ\m-tu₂,r 3,,P313785.15.4.2,P313785,|ME.U.U.U|,.m.,MEŠ,1
40954,,TA,damaged,,P313788.json,TA@v,⸢TA@v⸣,r 10',v,P313788.22.1.0,P313788,TA,..v,TA,1
41027,,TA,missing,,P313796.json,TA@v,TA@v,o 5',v,P313796.7.2.0,P313796,TA,..v,TA,1
41028,,URU,missing,d,P313796.json,{URU}hu-un-nu-ru,{urud]}hu-un-[nu-ru],o 5',,P313796.7.3.0,P313796,URU,.d.,URU,1
